candidate_id,context,candidate_kind,n_members,within_phenotype_coherence,coherence_null_z,coherence_permutation_p,falloff_null_percentile,chemistry_within,ring1_similarity,driver_genes,evidence_tier,selection_note
bb0=BB_6699958170 & bb1=BB_7872179906,zel039_aec7,two_position_series,53,0.6589,2.669,0.0006879156156844,0.06,0.9693,0.3248,"IGFBP1(+0.2190),TMSB4X(+0.1671),TMSB10(+0.1361),S100A6(+0.1258),FAU(+0.1212),B2M(+0.1123),RPLP1(+0.1087),RPLP2(+0.1053),RPS23(+0.0972),RPL41(+0.0960),CD9(+0.0913),RPS27(+0.0911),RPL12(+0.0899),RPL10(+0.0867),RPS3(+0.0859)",measured_sharp,composite_rank_69_of_900
bb0=BB_6699958170 & bb1=BB_9390216993,zel039_aec7,two_position_series,53,0.555,2.131,0.0016624627379041,0.01,0.9689,0.4023,"IGFBP1(+0.3644),B2M(+0.1912),RPL5(+0.1017),RPS14(+0.0986),TMSB4X(+0.0971),TMSB10(+0.0948),RPL35A(+0.0795),AC004540.1(+0.0730),FAU(+0.0654),RPS4X(+0.0621),RPS27A(+0.0620),RPL23(+0.0575),RPL14(+0.0523),RPS27L(+0.0518),TPT1(+0.0498)",measured_sharp,composite_rank_70_of_900
bb0=BB_2315583918 & bb1=BB_5573240869,zel039_aec7,two_position_series,53,0.3761,1.203,0.010146755331346,0.03,0.9721,0.4194,"RPL37A(+0.2235),TXN(+0.2207),RPL38(+0.2205),POLR2L(+0.2119),RPS28(+0.2035),RPS11(+0.1946),GNG11(+0.1901),ATP5ME(+0.1892),RPL14(+0.1802),RPL27A(+0.1790),RPL32(+0.1780),FAU(+0.1772),TMA7(+0.1723),OST4(+0.1719),RPS27(+0.1718)",measured_sharp,composite_rank_71_of_900
bb0=BB_3825147739 & bb1=BB_7747778414,zel039_aec7,two_position_series,53,0.4606,1.641,0.0047007567071772,0.01,0.9715,0.6157,"RPS29(+0.2523),RPS12(+0.2132),ATP5F1E(+0.2101),RPS21(+0.2099),RPL39(+0.1966),AC244102.4(+0.1821),MT-RNR2(+0.1808),RPL35(+0.1776),RPS28(+0.1678),TMSB10(+0.1660),RPS13(+0.1626),RPL27A(+0.1570),RPS15A(+0.1563),RPL18A(+0.1536),RPL37(+0.1482)",measured_sharp,composite_rank_72_of_900
bb0=BB_0995925376 & bb1=BB_5422857344,zel039_aec7,two_position_series,50,0.3522,1.079,0.0121818390277459,0.0,0.9724,0.4288,"AC244102.4(+0.2470),RPS29(+0.2429),RPL36(+0.2278),RPS21(+0.2089),SLC39A14(+0.1960),RPL29(+0.1865),MT-RNR2(+0.1856),ATP5F1E(+0.1854),RPL39(+0.1829),RPS28(+0.1719),RPS12(+0.1684),LGALS1(+0.1664),RPL28(+0.1641),RPL38(+0.1597),PCAT1(+0.1566)",measured_sharp,composite_rank_73_of_900
bb0=BB_2315583918 & bb1=BB_4825242175,zel039_aec7,two_position_series,53,0.5618,2.166,0.00154781013529,0.05,0.9715,0.4523,"RPL38(+0.1816),RPL37A(+0.1755),RPS28(+0.1733),RPL27A(+0.1611),RPL37(+0.1534),SERF2(+0.1514),RPS11(+0.1499),TXN(+0.1452),RPLP2(+0.1409),RPL19(+0.1327),RPL30(+0.1306),TMSB10(+0.1301),RPL41(+0.1212),RPL10(+0.1198),ATP5F1E(+0.1157)",measured_sharp,composite_rank_74_of_900
bb0=BB_1722497045 & bb1=BB_2552014008,zel039_aec7,two_position_series,53,0.4435,1.552,0.0054459986241687,0.02,0.9695,0.3865,"RPL30(+0.1863),GNG11(+0.1810),TMSB10(+0.1768),RPL27A(+0.1687),TMSB4X(+0.1641),RPS11(+0.1583),RPL12(+0.1521),RPS15(+0.1492),RPS9(+0.1476),RPL24(+0.1467),B2M(+0.1419),RPL37(+0.1387),NQO1(+0.1338),RPL26(+0.1292),RPS27L(+0.1286)",measured_sharp,composite_rank_75_of_900
bb0=BB_2371372935 & bb1=BB_6821040250,zel039_aec7,two_position_series,51,0.8457,3.639,5.732630130703967e-05,0.07,0.9703,0.6746,"FTH1(+0.1497),FTL(+0.1032),TMSB10(+0.0857),VIM(+0.0492),CDK2AP2(+0.0198),RPS19(+0.0180),DCXR(+0.0140),SDCBP2(+0.0137),SLC2A4RG(+0.0040),MRPS2(+0.0040),RPLP1(+0.0027),RPL41(-0.0008),BABAM1(-0.0014),RHOG(-0.0020),DNAJC4(-0.0023)",measured_sharp,composite_rank_76_of_900
bb0=BB_6699958170 & bb1=BB_1759915366,zel039_aec7,two_position_series,53,0.6333,2.537,0.0008885576702591,0.04,0.9698,0.5496,"S100A6(+0.1110),TMSB4X(+0.0900),RPS13(+0.0657),B2M(+0.0579),TM4SF1(+0.0546),FTH1(+0.0529),CD9(+0.0492),RPLP1(+0.0477),RPS25(+0.0472),RPL11(+0.0446),RPL36AL(+0.0397),TMSB10(+0.0374),RPS27L(+0.0355),RPL30(+0.0314),CD63(+0.0298)",measured_sharp,composite_rank_77_of_900
bb0=BB_2085420374 & bb1=BB_2927121314,zel039_aec7,two_position_series,51,0.8355,3.585,5.732630130703967e-05,0.0,0.9781,0.7927,"HSPA1A(+0.7264),HSPH1(+0.6778),DNAJB1(+0.6626),HSP90AA1(+0.6386),UBC(+0.6304),UBB(+0.5972),HSPD1(+0.5896),HSP90AB1(+0.5593),DNAJA1(+0.5506),HSPA1B(+0.5062),HSPA6(+0.4472),HSPB1(+0.4463),HSPA8(+0.4362),CRYAB(+0.4100),BAG3(+0.3007)",measured_sharp,positive_control_calibration
bb0=BB_0302650651 & bb1=BB_6821040250,zel039_aec7,two_position_series,52,0.8287,3.55,8.59894519605595e-05,0.03,0.9691,0.6652,"TMSB4X(+0.1553),TMSB10(+0.1043),S100A6(+0.0849),GNG11(+0.0723),TM4SF1(+0.0647),VIM(+0.0593),HYAL2(+0.0532),B2M(+0.0372),APLN(+0.0284),CLDN5(+0.0256),FTH1(+0.0254),RHOC(+0.0232),AC007998.3(+0.0221),RAC2(+0.0180),C15orf40(+0.0179)",measured_sharp,composite_rank_79_of_900
bb0=BB_2085420374 & bb1=BB_2552014008,zel039_aec7,two_position_series,53,0.8038,3.421,8.59894519605595e-05,0.02,0.972,0.7046,"HSPA1A(+0.6943),UBB(+0.6242),DNAJB1(+0.5924),HSPH1(+0.5701),HSP90AA1(+0.5511),HSPA1B(+0.5257),HSPD1(+0.4910),DNAJA1(+0.4499),HSPA6(+0.4315),UBC(+0.4313),CRYAB(+0.4031),HSPB1(+0.3714),HSPA8(+0.3258),HSP90AB1(+0.3108),BAG3(+0.2773)",measured_sharp,positive_control_calibration
bb0=BB_2085420374 & bb1=BB_2585216724,zel039_aec7,two_position_series,52,0.8163,3.486,8.59894519605595e-05,0.03,0.9731,0.655,"HSPA1A(+0.7422),HSP90AA1(+0.6879),DNAJB1(+0.6707),UBB(+0.6607),HSPH1(+0.6526),HSPD1(+0.6084),UBC(+0.5605),DNAJA1(+0.5328),HSPA1B(+0.5224),HSPA8(+0.4991),HSP90AB1(+0.4836),HSPA6(+0.4268),CRYAB(+0.3977),HSPB1(+0.3646),BAG3(+0.2850)",measured_sharp,positive_control_calibration
bb0=BB_0995925376 & bb1=BB_7369022202,zel039_aec7,two_position_series,48,0.7275,3.026,0.0003726209584957,0.01,0.9735,0.6345,"RPS21(+0.1043),RPS12(+0.0990),LGALS1(+0.0830),MT-RNR2(+0.0763),RPS29(+0.0751),RPS13(+0.0727),RPS28(+0.0711),RPLP2(+0.0706),RPL10(+0.0540),S100A6(+0.0441),RPL37(+0.0431),BCYRN1(+0.0372),RPL27A(+0.0357),ATP5F1E(+0.0320),TMSB10(+0.0319)",measured_sharp,composite_rank_82_of_900
bb0=BB_6699958170 & bb1=BB_8415657178,zel039_aec7,two_position_series,53,0.7137,2.954,0.0004012841091492,0.04,0.9687,0.4357,"TMSB4X(+0.2031),TMSB10(+0.1485),B2M(+0.1348),IGFBP1(+0.1269),RPL41(+0.1064),S100A6(+0.1064),SERF2(+0.1045),RPLP1(+0.1039),RPS16(+0.0869),EEF1A1(+0.0793),RPL35(+0.0763),RPS27L(+0.0692),RPLP2(+0.0682),RPS19(+0.0679),CD9(+0.0665)",measured_sharp,composite_rank_83_of_900
bb0=BB_6699958170 & bb1=BB_5422857344,zel039_aec7,two_position_series,53,0.5738,2.228,0.0013758312313689,0.01,0.9703,0.6113,"IGFBP1(+0.4206),RPS27(+0.3197),RPS27L(+0.3144),CD9(+0.3089),POLR2L(+0.3019),S100A10(+0.2977),RPS7(+0.2964),RPL10A(+0.2887),SLC39A14(+0.2860),RPL5(+0.2854),PPIA(+0.2835),RPL6(+0.2830),RPL36(+0.2757),TMEM258(+0.2752),RPL28(+0.2733)",measured_sharp,composite_rank_84_of_900
bb0=BB_8506073726 & bb1=BB_5853818500,zel039_aec7,two_position_series,53,0.5331,2.017,0.0020637468470534,0.01,0.9697,0.708,"HSP90AA1(+0.5452),HSP90AB1(+0.5028),HSPH1(+0.4459),UBB(+0.4417),UBC(+0.4326),DNAJB1(+0.4115),HSPA8(+0.4057),HSPA1A(+0.4009),HSPD1(+0.3998),DNAJA1(+0.3920),HSPA1B(+0.3100),HSPB1(+0.2959),HSPA6(+0.2230),BAG3(+0.2108),SQSTM1(+0.2059)",measured_sharp,composite_rank_85_of_900
bb0=BB_1722497045 & bb1=BB_1759915366,zel039_aec7,two_position_series,50,0.4991,1.841,0.002923641366659,0.01,0.9724,0.3849,"MMP1(+0.1598),S100A6(+0.1183),CD63(+0.1080),TMSB4X(+0.0961),TXN(+0.0960),FTH1(+0.0957),TM4SF1(+0.0818),RPL30(+0.0719),CD59(+0.0681),RPS4X(+0.0585),POLR2L(+0.0579),TXNRD1(+0.0574),RPL36AL(+0.0570),PTX3(+0.0559),MGST3(+0.0553)",measured_sharp,composite_rank_86_of_900
bb0=BB_2315583918 & bb1=BB_5540590266,zel039_aec7,two_position_series,52,0.6303,2.521,0.0009172208209126,0.21,0.964,0.1968,"ZFAND2A(+0.3589),HSP90AA1(+0.3359),HSPE1(+0.2794),SAT1(+0.2657),UBB(+0.2409),RPL37A(+0.2188),HSPH1(+0.2072),HSPA1A(+0.2010),DNAJB1(+0.1987),RPL31(+0.1931),HSPB1(+0.1853),RPL35A(+0.1851),DNAJA1(+0.1825),RPL38(+0.1795),HSPA6(+0.1784)",measured_sharp,composite_rank_87_of_900
bb0=BB_2371372935 & bb1=BB_0094546068,zel039_aec7,two_position_series,49,0.9285,4.068,2.8663150653519838e-05,0.12,0.9708,0.551,"FTH1(+0.0909),FTL(+0.0543),TMSB10(+0.0089),DDX10(+0.0076),CYC1(+0.0037),AC009242.1(+0.0022),GOT1(-0.0010),EMC9(-0.0051),SCO2(-0.0057),RPL35A(-0.0096),NT5C(-0.0097),COPE(-0.0116),DCXR(-0.0117),RPA2(-0.0119),PLEKHJ1(-0.0136)",measured_sharp,composite_rank_88_of_900
bb0=BB_2371372935 & bb1=BB_2781176118,zel039_aec7,two_position_series,52,0.91,3.972,2.8663150653519838e-05,0.01,0.974,0.7065,"TMSB10(+0.1088),FTH1(+0.0689),RPS19(+0.0653),RPL35A(+0.0474),RPLP1(+0.0469),RPLP2(+0.0460),DCXR(+0.0333),S100A6(+0.0244),RPS9(+0.0233),PYCR1(+0.0166),TMSB4X(+0.0045),IGFBP3(+0.0019),BET1(-0.0018),RPL27A(-0.0040),C15orf61(-0.0057)",measured_sharp,composite_rank_89_of_900
bb0=BB_1722497045 & bb1=BB_4825242175,zel039_aec7,two_position_series,53,0.5195,1.947,0.0024363678055491,0.01,0.9738,0.4286,"TMSB4X(+0.1999),RPS28(+0.1997),RPL27A(+0.1690),TMSB10(+0.1669),RPL37(+0.1653),SERF2(+0.1652),TXN(+0.1630),RPL19(+0.1600),RPS11(+0.1582),S100A6(+0.1525),RPLP2(+0.1508),RPS21(+0.1498),RPL38(+0.1484),RPL10(+0.1441),RPL37A(+0.1414)",measured_sharp,composite_rank_90_of_900
bb0=BB_2315583918 & bb1=BB_6383795180,zel039_aec7,two_position_series,53,0.5482,2.096,0.0018344416418252,0.04,0.9646,0.3109,"MMP1(+0.1796),FTL(+0.1721),TXN(+0.1075),GAPDH(+0.1024),FTH1(+0.0985),CTSL(+0.0909),SRGN(+0.0785),TMSB10(+0.0775),GLRX(+0.0720),EEF1A1(+0.0610),PPIB(+0.0598),DDX10(+0.0572),RPL10(+0.0562),S100A6(+0.0510),RPL19(+0.0441)",measured_sharp,composite_rank_91_of_900
bb0=BB_1722497045 & bb1=BB_2927121314,zel039_aec7,two_position_series,53,0.4176,1.418,0.0069078193074982,0.0,0.9758,0.5463,"TM4SF1(+0.1335),NQO1(+0.1320),CD59(+0.1201),RPL32(+0.1190),TXN(+0.1184),CD63(+0.1181),FTH1(+0.1107),S100A6(+0.1098),TMSB4X(+0.1097),RPL8(+0.1086),PRNP(+0.1019),RPL3(+0.0950),GAPDH(+0.0934),MMP1(+0.0931),NPC2(+0.0929)",measured_sharp,composite_rank_92_of_900
bb0=BB_2371372935 & bb1=BB_8064768238,zel039_aec7,two_position_series,53,0.9046,3.944,2.8663150653519838e-05,0.07,0.9731,0.7348,"FTH1(+0.1156),TMSB10(+0.1069),RPLP1(+0.0324),RPLP2(+0.0241),TMSB4X(+0.0075),DCXR(+0.0068),RPL41(+0.0035),IGFBP3(+0.0026),RPS19(+0.0012),DDIT3(+0.0011),UQCC2(+0.0006),CXCL3(-0.0044),MT-TV(-0.0051),RPL35A(-0.0067),PLSCR4(-0.0070)",measured_sharp,composite_rank_93_of_900
bb0=BB_1722497045 & bb1=BB_2585216724,zel039_aec7,two_position_series,53,0.3818,1.232,0.0095161660169685,0.0,0.9716,0.3986,"RPL30(+0.1444),RPL27(+0.1415),TXN(+0.1325),TMSB4X(+0.1267),RPL35A(+0.1243),TMA7(+0.1233),RPLP1(+0.1227),RPS5(+0.1213),CTSL(+0.1195),RPS25(+0.1194),RPL19(+0.1155),POLR2L(+0.1152),TALDO1(+0.1112),RPS13(+0.1088),GAPDH(+0.1083)",measured_sharp,composite_rank_94_of_900
bb0=BB_0995925376 & bb1=BB_5573240869,zel039_aec7,two_position_series,48,0.697,2.867,0.0004012841091492,0.01,0.9742,0.6577,"RPS29(+0.2077),RPS21(+0.1652),LGALS1(+0.1540),RPLP2(+0.1389),RPL27A(+0.1324),TMSB10(+0.1234),RPL37A(+0.1089),RPS12(+0.1066),RPL36(+0.1038),RPS18(+0.0998),RPS28(+0.0987),RPL32(+0.0949),RPL38(+0.0942),ATP5F1E(+0.0940),RPS11(+0.0890)",measured_sharp,composite_rank_95_of_900
bb0=BB_1722497045 & bb1=BB_7872179906,zel039_aec7,two_position_series,53,0.5483,2.096,0.0018057784911717,0.07,0.9716,0.2603,"TMSB4X(+0.1700),POLR2L(+0.1451),FAU(+0.1394),RPL32(+0.1333),S100A6(+0.1320),TMSB10(+0.1280),RPL12(+0.1256),RPS21(+0.1225),RPS23(+0.1200),RPS9(+0.1127),RPLP1(+0.1104),RPL30(+0.1044),TXN(+0.1038),RPS20(+0.1011),LGALS1(+0.0987)",measured_sharp,composite_rank_96_of_900
bb0=BB_2315583918 & bb1=BB_8415657178,zel039_aec7,two_position_series,51,0.642,2.582,0.0008885576702591,0.04,0.9687,0.282,"TXN(+0.1237),FTL(+0.1067),SERF2(+0.1034),RPL41(+0.1023),TMSB10(+0.0990),RPLP1(+0.0970),RPL31(+0.0935),FTH1(+0.0926),EEF1A1(+0.0915),TMSB4X(+0.0832),RPL35(+0.0736),RPL38(+0.0705),S100A6(+0.0652),RPL37A(+0.0649),DDX10(+0.0640)",measured_sharp,composite_rank_97_of_900
bb0=BB_1722497045 & bb1=BB_7747778414,zel039_aec7,two_position_series,53,0.4807,1.745,0.003754872735611,0.05,0.9701,0.1315,"POLR2L(+0.3275),GNG11(+0.2918),TXN(+0.2876),TM4SF1(+0.2828),RPL36AL(+0.2645),CD59(+0.2633),HINT1(+0.2464),RPS27(+0.2449),ATP5F1E(+0.2444),RPS28(+0.2434),UQCRQ(+0.2426),RPL35(+0.2408),SSR4(+0.2372),RPL15(+0.2368),COX7A2(+0.2334)",measured_sharp,composite_rank_98_of_900
bb0=BB_2085420374 & bb2=BB_0167791271,zel039_aec7,two_position_series,47,0.3385,1.008,0.0134716808071543,0.06,0.9702,0.4315,"HSP90AA1(+0.8301),UBC(+0.8066),HSPA8(+0.7662),HSP90AB1(+0.7514),HSPH1(+0.7421),DNAJA1(+0.7174),HSPD1(+0.7031),HSPA1A(+0.6900),DNAJB1(+0.6872),UBB(+0.5595),HSPA1B(+0.5252),PPP1R15A(+0.4933),HSPA6(+0.4792),MALAT1(+0.4413),HSPB1(+0.4280)",measured_sharp,positive_control_calibration
bb0=BB_2085420374 & bb1=BB_8930974984,zel039_aec7,two_position_series,53,0.8082,3.444,8.59894519605595e-05,0.01,0.973,0.7587,"HSP90AA1(+1.1175),HSPD1(+0.9860),HSP90AB1(+0.9464),UBB(+0.8863),HSPH1(+0.8680),DNAJA1(+0.8407),DNAJB1(+0.8380),UBC(+0.8317),HSPA1A(+0.8314),HSPA8(+0.7540),HSPB1(+0.6998),HSPA1B(+0.6246),MALAT1(+0.5452),HSPA6(+0.5324),ANXA1(+0.5009)",measured_sharp,positive_control_calibration
bb0=BB_2371372935 & bb1=BB_8930974984,zel039_aec7,microcluster,53,0.793,,,1.0,0.973,-0.3282,,elite_sharp_sar,chemistry_falloff_elite
res0.5_c0012,zel039_aec7,microcluster,7,0.8117,4.803,0.0049751243781094,0.96,0.9312,0.3761,TMSB10(+):1.00;TMSB4X(+):0.86;RPL27A(+):0.86;RPS3(+):0.86;RPS18(+):0.71;RPS6(+):0.71;RPS14(+):0.71;RPL35A(+):0.71;ZCCHC7(-):0.71;RPLP2(+):0.71;RPS19(+):0.71;RPL37A(+):0.71;S100A6(+):0.71;RPL41(+):0.71;FTH1(+):0.57,elite_sharp_sar,resolution_stable_island
res2_c0017,zel039_aec7,microcluster,7,0.8117,4.803,0.0049751243781094,0.96,0.9312,0.3761,TMSB10(+):1.00;TMSB4X(+):0.86;RPL27A(+):0.86;RPS3(+):0.86;RPS18(+):0.71;RPS6(+):0.71;RPS14(+):0.71;RPL35A(+):0.71;ZCCHC7(-):0.71;RPLP2(+):0.71;RPS19(+):0.71;RPL37A(+):0.71;S100A6(+):0.71;RPL41(+):0.71;FTH1(+):0.57,elite_sharp_sar,resolution_stable_island
res0.2_c0012,zel039_aec7,microcluster,7,0.8117,4.803,0.0049751243781094,0.96,0.9312,0.3761,TMSB10(+):1.00;TMSB4X(+):0.86;RPL27A(+):0.86;RPS3(+):0.86;RPS18(+):0.71;RPS6(+):0.71;RPS14(+):0.71;RPL35A(+):0.71;ZCCHC7(-):0.71;RPLP2(+):0.71;RPS19(+):0.71;RPL37A(+):0.71;S100A6(+):0.71;RPL41(+):0.71;FTH1(+):0.57,elite_sharp_sar,resolution_stable_island
res1_c0036,zel039_aec7,microcluster,5,0.4561,3.108,0.0298507462686567,0.95,0.9443,0.2698,AC004540.1(-):1.00;TMSB4X(+):1.00;B2M(+):1.00;HYAL2(+):1.00;TP53I11(+):0.80;CKS2(-):0.60;EDN1(+):0.60;ATF3(-):0.60;GDF15(-):0.60;FTL(-):0.60;GCHFR(+):0.60;SLC3A2(-):0.60;TSPAN15(+):0.60;RPL27A(-):0.60;PECAM1(+):0.60,elite_sharp_sar,chemistry_falloff_elite
res0.2_c0040,zel039_aec7,microcluster,5,0.4561,3.108,0.0298507462686567,0.95,0.9443,0.2698,AC004540.1(-):1.00;TMSB4X(+):1.00;B2M(+):1.00;HYAL2(+):1.00;TP53I11(+):0.80;CKS2(-):0.60;EDN1(+):0.60;ATF3(-):0.60;GDF15(-):0.60;FTL(-):0.60;GCHFR(+):0.60;SLC3A2(-):0.60;TSPAN15(+):0.60;RPL27A(-):0.60;PECAM1(+):0.60,elite_sharp_sar,chemistry_falloff_elite
res1_c0038,zel039_aec7,microcluster,5,0.8603,3.078,0.0149253731343283,0.99,0.9508,0.486,TMSB10(+):1.00;SLC20A1(-):0.80;TMSB4X(+):0.80;HES1(-):0.80;RPS18(+):0.80;FTH1(+):0.80;ZNF267(-):0.80;ID3(-):0.60;SMAP1(-):0.60;SLC26A3(-):0.60;RPS21(+):0.60;S100A6(+):0.60;RPLP2(+):0.60;CSKMT(-):0.60;TRIML2(-):0.60,elite_sharp_sar,resolution_stable_island
res0.5_c0034,zel039_aec7,microcluster,5,0.8603,3.078,0.0149253731343283,1.0,0.9508,0.486,TMSB10(+):1.00;SLC20A1(-):0.80;TMSB4X(+):0.80;HES1(-):0.80;RPS18(+):0.80;FTH1(+):0.80;ZNF267(-):0.80;ID3(-):0.60;SMAP1(-):0.60;SLC26A3(-):0.60;RPS21(+):0.60;S100A6(+):0.60;RPLP2(+):0.60;CSKMT(-):0.60;TRIML2(-):0.60,elite_sharp_sar,resolution_stable_island
res0.2_c0034,zel039_aec7,microcluster,5,0.8603,3.078,0.0149253731343283,1.0,0.9508,0.486,TMSB10(+):1.00;SLC20A1(-):0.80;TMSB4X(+):0.80;HES1(-):0.80;RPS18(+):0.80;FTH1(+):0.80;ZNF267(-):0.80;ID3(-):0.60;SMAP1(-):0.60;SLC26A3(-):0.60;RPS21(+):0.60;S100A6(+):0.60;RPLP2(+):0.60;CSKMT(-):0.60;TRIML2(-):0.60,elite_sharp_sar,resolution_stable_island
res5_c0044,zel039_aec7,microcluster,5,0.8603,3.078,0.0149253731343283,0.99,0.9508,0.486,TMSB10(+):1.00;SLC20A1(-):0.80;TMSB4X(+):0.80;HES1(-):0.80;RPS18(+):0.80;FTH1(+):0.80;ZNF267(-):0.80;ID3(-):0.60;SMAP1(-):0.60;SLC26A3(-):0.60;RPS21(+):0.60;S100A6(+):0.60;RPLP2(+):0.60;CSKMT(-):0.60;TRIML2(-):0.60,elite_sharp_sar,resolution_stable_island
res2_c0037,zel039_aec7,microcluster,5,0.8603,3.078,0.0149253731343283,0.98,0.9508,0.486,TMSB10(+):1.00;SLC20A1(-):0.80;TMSB4X(+):0.80;HES1(-):0.80;RPS18(+):0.80;FTH1(+):0.80;ZNF267(-):0.80;ID3(-):0.60;SMAP1(-):0.60;SLC26A3(-):0.60;RPS21(+):0.60;S100A6(+):0.60;RPLP2(+):0.60;CSKMT(-):0.60;TRIML2(-):0.60,elite_sharp_sar,resolution_stable_island
bb0=BB_6939811422,zel031_a549,single_level,38,0.895,109.645,0.0099009900990099,1.0,0.7896,0.1564,"RPL19,RPS21,RPS13,COPE,NFKBIA,UBE2B,RPL27A,RPL37,RPS19BP1,PTBP1,DNAJC12,NAGK,ISG20,SCFD1,CAPNS1",elite_sharp_sar,single_level_sparse_rank_1_of_216
bb0=BB_8137735199,zel031_a549,single_level,66,0.8328,91.748,0.0099009900990099,1.0,0.7848,-0.3187,"UBB,RPL27,RPS12,RPS14,SLC30A5,MRPS18C,PET100,EDF1,UBE2M,ATF4,REXO2,NUPR1,ARMC10,POLR2I,CYC1",elite_sharp_sar,single_level_sparse_rank_4_of_216
res1_c0168,zel031_a549,microcluster,9,0.9439,,,1.0,0.8026,0.3337,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
res2_c0001,zel031_a549,microcluster,16,0.9061,,,1.0,0.8208,0.1727,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
res0.5_c0001,zel031_a549,microcluster,16,0.9061,,,1.0,0.8208,0.1727,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
res0.2_c0001,zel031_a549,microcluster,16,0.9061,,,1.0,0.8208,0.1727,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
res5_c0001,zel031_a549,microcluster,16,0.9061,,,1.0,0.8208,0.1727,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
res1_c0102,zel031_a549,microcluster,16,0.9061,,,1.0,0.8208,0.1727,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
res1_c0057,zel031_a549,microcluster,19,0.9021,,,1.0,0.7672,0.2648,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
res0.5_c0069,zel031_a549,microcluster,23,0.8956,,,1.0,0.7872,0.25,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
res2_c0069,zel031_a549,microcluster,23,0.8956,,,1.0,0.7872,0.25,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
res1_c0141,zel031_a549,microcluster,23,0.8956,,,1.0,0.7872,0.25,,measured_sharp,chemistry_falloff_top; single-position library - rank by sibling distinctiveness + falloff
bb1=BB_4347926671 & bb3=BB_7431615886,zel024_hek293,series,23,0.9808,,,1.0,0.9688,0.2708,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
bb1=BB_4347926671 & bb3=BB_7055283758,zel024_hek293,series,24,0.9694,,,1.0,0.9456,0.1855,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
bb1=BB_4347926671 & bb3=BB_4017357939,zel024_hek293,series,24,0.9568,,,1.0,0.96,0.0181,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
bb1=BB_4347926671 & bb3=BB_9543364413,zel024_hek293,series,24,0.9521,,,1.0,0.9669,0.5202,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
bb1=BB_4347926671 & bb3=BB_9434530945,zel024_hek293,series,24,0.9444,,,1.0,0.9378,0.5847,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
bb1=BB_4347926671 & bb3=BB_8031365100,zel024_hek293,series,24,0.9413,,,1.0,0.9445,0.348,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
bb1=BB_4347926671 & bb3=BB_8391505475,zel024_hek293,series,24,0.9385,,,1.0,0.9572,0.2245,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
bb1=BB_4347926671 & bb3=BB_0972548426,zel024_hek293,series,24,0.9341,,,1.0,0.9523,0.5266,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
bb1=BB_4347926671 & bb3=BB_5008846823,zel024_hek293,series,24,0.9314,,,1.0,0.9564,0.3211,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
bb1=BB_4347926671 & bb3=BB_7153250188,zel024_hek293,series,24,0.9268,,,1.0,0.966,0.2503,,grammar_level,grammar-level: bb-backbone discovery only (pure-backbone context; coherence by construction)
