hypothesis_id,hypothesis_type,status,confidence_tier,context,bb_level_ids,claim,evidence,matched_control,moa_class,caveats,evidence_rank_score
ZSH-2235,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_9138301288,"bb1=BB_9138301288 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.163","cos=0.163, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.1632725572855976
ZSH-2250,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_6363495728,"bb0=BB_6363495728 mimics STC-15 (Epigenetic writer eraser) - rank-1 control match, cos 0.162","cos=0.162, p=0.000 vs 200-draw gene-label-permutation null",STC-15,Epigenetic_writer_eraser,weak_null,0.1624250116575429
ZSH-2251,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_7552836976,"bb3=BB_7552836976 mimics lapatinib (EGFR HER2 inhibitor) - rank-1 control match, cos 0.162","cos=0.162, p=0.000 vs 200-draw gene-label-permutation null",lapatinib,EGFR_HER2_inhibitor,weak_null,0.1623958748840926
ZSH-2255,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_2302843318,"bb3=BB_2302843318 mimics CP-673451 (PDGFR inhibitor) - rank-1 control match, cos 0.162","cos=0.162, p=0.000 vs 200-draw gene-label-permutation null",CP-673451,PDGFR_inhibitor,weak_null;singleton,0.1621500551754146
ZSH-2258,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_5057101192,"bb0=BB_5057101192 mimics MSC1094308 (VCP/VPS4B AAA ATPase inhibitor) - rank-1 control match, cos 0.162","cos=0.162, p=0.000 vs 200-draw gene-label-permutation null",MSC1094308,AAA_ATPase_inhibitor,weak_null,0.1620612357972326
ZSH-2259,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_0228574058,"bb4=BB_0228574058 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.162","cos=0.162, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null;singleton,0.1620567127365643
ZSH-2268,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_5797976733,"bb1=BB_5797976733 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.162","cos=0.162, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.1616078348553117
ZSH-2270,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_3405735815,"bb0=BB_3405735815 mimics lapatinib (EGFR HER2 inhibitor) - rank-1 control match, cos 0.162","cos=0.162, p=0.000 vs 200-draw gene-label-permutation null",lapatinib,EGFR_HER2_inhibitor,weak_null,0.1615137711941592
ZSH-2279,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_1323947790,"bb1=BB_1323947790 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.161","cos=0.161, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.161201035367738
ZSH-2281,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_2953743363,"bb2=BB_2953743363 mimics XL019 (JAK STAT inhibitor) - rank-1 control match, cos 0.161","cos=0.161, p=0.000 vs 200-draw gene-label-permutation null",XL019,JAK_STAT_inhibitor,weak_null,0.1611155230744044
ZSH-2285,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_4639591781,"bb4=BB_4639591781 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.161","cos=0.161, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.161005714760923
ZSH-2288,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_7217307185,"bb1=BB_7217307185 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.161","cos=0.161, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.1608322578715878
ZSH-2290,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_2725291112,"bb1=BB_2725291112 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.161","cos=0.161, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null;singleton,0.1607252301192206
ZSH-2295,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_1671826159,"bb3=BB_1671826159 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.160","cos=0.160, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.1604919568982505
ZSH-2296,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_7426840745,"bb3=BB_7426840745 mimics CP-673451 (PDGFR inhibitor) - rank-1 control match, cos 0.160","cos=0.160, p=0.000 vs 200-draw gene-label-permutation null",CP-673451,PDGFR_inhibitor,weak_null,0.1604881277262346
ZSH-2313,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_0903668936,"bb0=BB_0903668936 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.159","cos=0.159, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.1592159876256234
ZSH-2339,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_1866547582,"bb0=BB_1866547582 mimics N-deshydroxyethyl dasatinib (BCR ABL inhibitor) - rank-1 control match, cos 0.158","cos=0.158, p=0.000 vs 200-draw gene-label-permutation null",N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,weak_null,0.1575188028379157
ZSH-2342,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_1376184322,"bb3=BB_1376184322 mimics derazantinib (FGFR inhibitor) - rank-1 control match, cos 0.157","cos=0.157, p=0.000 vs 200-draw gene-label-permutation null",derazantinib,FGFR_inhibitor,weak_null;singleton,0.1574287342217478
ZSH-2347,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_4470301148,"bb0=BB_4470301148 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.157","cos=0.157, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.1570356156132506
ZSH-2351,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_8553310120,"bb0=BB_8553310120 mimics veliparib (PARP inhibitor) - rank-1 control match, cos 0.157","cos=0.157, p=0.000 vs 200-draw gene-label-permutation null",veliparib,PARP_inhibitor,weak_null,0.1568804306070995
ZSH-2363,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_8805984381,"bb1=BB_8805984381 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.156","cos=0.156, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null;singleton,0.1560590602043804
ZSH-2374,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_6595555472,"bb1=BB_6595555472 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.155","cos=0.155, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.1553574522567301
ZSH-2375,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_8837345358,"bb0=BB_8837345358 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.155","cos=0.155, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null,0.1552765522834268
ZSH-2376,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_0068057945,"bb1=BB_0068057945 mimics JAB-3068 (Phosphatase inhibitor) - rank-1 control match, cos 0.155","cos=0.155, p=0.000 vs 200-draw gene-label-permutation null",JAB-3068,Phosphatase_inhibitor,weak_null,0.1552761066656566
ZSH-2380,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_9683205717,"bb3=BB_9683205717 mimics SMARCA ligand 1 (Chromatin remodeling) - rank-1 control match, cos 0.155","cos=0.155, p=0.000 vs 200-draw gene-label-permutation null",SMARCA ligand 1,Chromatin_remodeling,weak_null,0.1551612715322233
ZSH-2388,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_0671730704,"bb3=BB_0671730704 mimics CP-673451 (PDGFR inhibitor) - rank-1 control match, cos 0.155","cos=0.155, p=0.000 vs 200-draw gene-label-permutation null",CP-673451,PDGFR_inhibitor,weak_null,0.1546096044603214
ZSH-2390,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_6978473944,"bb1=BB_6978473944 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.154","cos=0.154, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null,0.1544784432999137
ZSH-2391,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_6561792115,"bb1=BB_6561792115 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.154","cos=0.154, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.1544330259146069
ZSH-2395,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_1564494047,"bb2=BB_1564494047 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.154","cos=0.154, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null,0.1539167956968449
ZSH-2396,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_4697201234,"bb3=BB_4697201234 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.154","cos=0.154, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.1539152883204521
ZSH-2398,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_7168001180,"bb0=BB_7168001180 mimics IRAK inhibitor 1 (Stress kinase inhibitor) - rank-1 control match, cos 0.154","cos=0.154, p=0.000 vs 200-draw gene-label-permutation null",IRAK inhibitor 1,Stress_kinase_inhibitor,weak_null,0.15387268812002
ZSH-2412,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_4297446030,"bb3=BB_4297446030 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.154","cos=0.154, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.1535267774541737
ZSH-2413,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_8259233692,"bb1=BB_8259233692 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.154","cos=0.154, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.1535167042061814
ZSH-2414,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_7148527391,"bb1=BB_7148527391 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.153","cos=0.153, p=0.005 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null;singleton,0.1534764085546439
ZSH-2421,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_3354738261,"bb2=BB_3354738261 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.153","cos=0.153, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.1531697551070934
ZSH-2432,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_5090328094,"bb1=BB_5090328094 mimics STC-15 (Epigenetic writer eraser) - rank-1 control match, cos 0.152","cos=0.152, p=0.000 vs 200-draw gene-label-permutation null",STC-15,Epigenetic_writer_eraser,weak_null,0.1523540573225814
ZSH-2452,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_4508823711,"bb0=BB_4508823711 mimics STC-15 (Epigenetic writer eraser) - rank-1 control match, cos 0.151","cos=0.151, p=0.000 vs 200-draw gene-label-permutation null",STC-15,Epigenetic_writer_eraser,weak_null,0.1510957981797876
ZSH-2463,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_1701344746,"bb1=BB_1701344746 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.150","cos=0.150, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null;singleton,0.1502658710943407
ZSH-2479,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_7369022202,"bb1=BB_7369022202 mimics aloperine (Unknown Other) - rank-1 control match, cos 0.150","cos=0.150, p=0.000 vs 200-draw gene-label-permutation null",aloperine,Unknown_Other,weak_null,0.1496941538944146
ZSH-2507,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_4330525650,"bb1=BB_4330525650 mimics cobimetinib (MEK RAF multikinase) - rank-1 control match, cos 0.148","cos=0.148, p=0.000 vs 200-draw gene-label-permutation null",cobimetinib,MEK_RAF_multikinase,weak_null,0.1479828132322572
ZSH-2518,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_2053918042,"bb1=BB_2053918042 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.147","cos=0.147, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null;singleton,0.1472941403875054
ZSH-2521,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_7594796505,"bb4=BB_7594796505 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.147","cos=0.147, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.1472262653283093
ZSH-2529,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_6850452955,"bb0=BB_6850452955 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.147","cos=0.147, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.14682025031929
ZSH-2531,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_1515658596,"bb1=BB_1515658596 mimics momelotinib/CYT387 (JAK STAT inhibitor) - rank-1 control match, cos 0.147","cos=0.147, p=0.000 vs 200-draw gene-label-permutation null",momelotinib/CYT387,JAK_STAT_inhibitor,weak_null;singleton,0.1465918526099899
ZSH-2533,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_3529457219,"bb0=BB_3529457219 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.146","cos=0.146, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null,0.1464505084424831
ZSH-2535,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_9052671522,"bb3=BB_9052671522 mimics XL019 (JAK STAT inhibitor) - rank-1 control match, cos 0.146","cos=0.146, p=0.000 vs 200-draw gene-label-permutation null",XL019,JAK_STAT_inhibitor,weak_null,0.1463735883489126
ZSH-2567,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_6939811422,"bb0=BB_6939811422 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.145","cos=0.145, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.1450324498823783
ZSH-2579,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_7217307185,"bb3=BB_7217307185 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.144","cos=0.144, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null;singleton,0.1443013612907516
ZSH-2580,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_0923458751,"bb1=BB_0923458751 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.144","cos=0.144, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null,0.1442752537662883
ZSH-2585,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_3556381982,"bb3=BB_3556381982 mimics STC-15 (Epigenetic writer eraser) - rank-1 control match, cos 0.144","cos=0.144, p=0.000 vs 200-draw gene-label-permutation null",STC-15,Epigenetic_writer_eraser,weak_null;singleton,0.1441122940083421
ZSH-2591,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_9076436922,"bb4=BB_9076436922 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.144","cos=0.144, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null;singleton,0.1437189423917615
ZSH-2593,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_8867895298,"bb0=BB_8867895298 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.144","cos=0.144, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.143688943604976
ZSH-2594,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_7594796505,"bb4=BB_7594796505 mimics CP-673451 (PDGFR inhibitor) - rank-1 control match, cos 0.144","cos=0.144, p=0.000 vs 200-draw gene-label-permutation null",CP-673451,PDGFR_inhibitor,weak_null;singleton,0.1436408348702592
ZSH-2600,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_8325771045,"bb1=BB_8325771045 mimics fexagratinib (FGFR inhibitor) - rank-1 control match, cos 0.143","cos=0.143, p=0.000 vs 200-draw gene-label-permutation null",fexagratinib,FGFR_inhibitor,weak_null,0.143206658194676
ZSH-2621,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_5903811162,"bb2=BB_5903811162 mimics MSC1094308 (VCP/VPS4B AAA ATPase inhibitor) - rank-1 control match, cos 0.142","cos=0.142, p=0.000 vs 200-draw gene-label-permutation null",MSC1094308,AAA_ATPase_inhibitor,weak_null,0.1422923646391613
ZSH-2623,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_5853818500,"bb1=BB_5853818500 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.142","cos=0.142, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.1421441948000256
ZSH-2624,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_1391314929,"bb0=BB_1391314929 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.142","cos=0.142, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null,0.1421066691753786
ZSH-2629,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_2474314237,"bb4=BB_2474314237 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.142","cos=0.142, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.1419534814337954
ZSH-2632,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_3615416380,"bb1=BB_3615416380 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.142","cos=0.142, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null;singleton,0.1417927655595349
ZSH-2637,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_1862312517,"bb0=BB_1862312517 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.142","cos=0.142, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null,0.1416178540442486
ZSH-2642,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_2876436278,"bb4=BB_2876436278 mimics BGT226 (PI3K mTOR inhibitor) - rank-1 control match, cos 0.141","cos=0.141, p=0.010 vs 200-draw gene-label-permutation null",BGT226,PI3K_mTOR_inhibitor,weak_null;singleton,0.1414704703009904
ZSH-2644,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_1680041278,"bb3=BB_1680041278 mimics GSK126 (Epigenetic writer eraser) - rank-1 control match, cos 0.141","cos=0.141, p=0.000 vs 200-draw gene-label-permutation null",GSK126,Epigenetic_writer_eraser,weak_null;singleton,0.1413734551991276
ZSH-2657,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_9266277810,"bb3=BB_9266277810 mimics STC-15 (Epigenetic writer eraser) - rank-1 control match, cos 0.141","cos=0.141, p=0.000 vs 200-draw gene-label-permutation null",STC-15,Epigenetic_writer_eraser,weak_null;singleton,0.1407537202010312
ZSH-2660,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_8137735199,"bb0=BB_8137735199 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.140","cos=0.140, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null,0.1404673448117012
ZSH-2661,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_3222577192,"bb3=BB_3222577192 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.140","cos=0.140, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.1404307379736789
ZSH-2674,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_3648461995,"bb0=BB_3648461995 mimics BGT226 (PI3K mTOR inhibitor) - rank-1 control match, cos 0.140","cos=0.140, p=0.000 vs 200-draw gene-label-permutation null",BGT226,PI3K_mTOR_inhibitor,weak_null,0.1401098675796983
ZSH-2677,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_4749781516,"bb0=BB_4749781516 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.140","cos=0.140, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.1399997879897697
ZSH-2690,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_3856464292,"bb0=BB_3856464292 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.139","cos=0.139, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null,0.1392238284802555
ZSH-2693,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_7041857889,"bb1=BB_7041857889 mimics XL019 (JAK STAT inhibitor) - rank-1 control match, cos 0.139","cos=0.139, p=0.000 vs 200-draw gene-label-permutation null",XL019,JAK_STAT_inhibitor,weak_null;singleton,0.1391187290068497
ZSH-2696,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_3460962441,"bb4=BB_3460962441 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.139","cos=0.139, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.1390298717241156
ZSH-2715,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_9115188506,"bb0=BB_9115188506 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.138","cos=0.138, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.1376217234503126
ZSH-2717,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_7895185222,"bb0=BB_7895185222 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.137","cos=0.137, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null,0.1374646395516364
ZSH-2718,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_5693738549,"bb1=BB_5693738549 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.137","cos=0.137, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.1374585791072028
ZSH-2734,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_3181956115,"bb4=BB_3181956115 mimics IRAK inhibitor 1 (Stress kinase inhibitor) - rank-1 control match, cos 0.137","cos=0.137, p=0.005 vs 200-draw gene-label-permutation null",IRAK inhibitor 1,Stress_kinase_inhibitor,weak_null;singleton,0.1370059941574804
ZSH-2759,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_0333023890,"bb1=BB_0333023890 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.136","cos=0.136, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.1360620923179988
ZSH-2760,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_6232717361,"bb0=BB_6232717361 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.136","cos=0.136, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.1359981043171736
ZSH-2771,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_7168741141,"bb1=BB_7168741141 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.135","cos=0.135, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.1354272209177237
ZSH-2780,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_5438514157,"bb4=BB_5438514157 mimics CP-673451 (PDGFR inhibitor) - rank-1 control match, cos 0.135","cos=0.135, p=0.000 vs 200-draw gene-label-permutation null",CP-673451,PDGFR_inhibitor,weak_null;singleton,0.1350237492255462
ZSH-2784,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_2660463725,"bb3=BB_2660463725 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.135","cos=0.135, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null;singleton,0.1349136995751462
ZSH-2787,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_0119627261,"bb1=BB_0119627261 mimics CP-673451 (PDGFR inhibitor) - rank-1 control match, cos 0.135","cos=0.135, p=0.000 vs 200-draw gene-label-permutation null",CP-673451,PDGFR_inhibitor,weak_null;singleton,0.1348444784543818
ZSH-2788,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_7987591949,"bb2=BB_7987591949 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.135","cos=0.135, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null,0.1347576505239251
ZSH-2791,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_9703631653,"bb2=BB_9703631653 mimics CP-673451 (PDGFR inhibitor) - rank-1 control match, cos 0.135","cos=0.135, p=0.000 vs 200-draw gene-label-permutation null",CP-673451,PDGFR_inhibitor,weak_null,0.1346631218962199
ZSH-2799,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_1671826159,"bb1=BB_1671826159 mimics derazantinib (FGFR inhibitor) - rank-1 control match, cos 0.134","cos=0.134, p=0.000 vs 200-draw gene-label-permutation null",derazantinib,FGFR_inhibitor,weak_null,0.1341753391889493
ZSH-2800,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_5438514157,"bb4=BB_5438514157 mimics N-deshydroxyethyl dasatinib (BCR ABL inhibitor) - rank-1 control match, cos 0.134","cos=0.134, p=0.000 vs 200-draw gene-label-permutation null",N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,weak_null;singleton,0.1341618052922574
