hypothesis_id,hypothesis_type,status,confidence_tier,context,bb_level_ids,claim,evidence,matched_control,moa_class,caveats,evidence_rank_score
ZSH-0151,pair_hypothesis,hypothesis_triage,C,zel028_a549,bb1=BB_4811208063 & bb3=BB_9266277810,"bb1=BB_4811208063 & bb3=BB_9266277810: interaction-driven program up [ATP5F1B(+0.010), KRT7(+0.009), MT-ND1(+0.009)]; z=4.5 vs permutation refits","z_perm=4.5, composite=4.5, n=11, cos_bb_effect_atlas=nan; null: label-permutation refits",,,singleton,4.5
ZSH-0152,dark_level,hypothesis_triage,C,zel031_a549,bb0=BB_6005762109,"bb0=BB_6005762109 has a strong effect (L2=0.85, top quartile) with no control-panel mimic - novel biology candidate","effect_l2=0.850, n=81, best control XL019 cos=0.08 p=0.36; drivers RPS20(+0.108),COX7A2L(+0.072),ACTB(+0.064),S100A10(+0.064),AGR2(+0.062),GABARAP(",,,weak_null,0.8500439439611295
ZSH-0153,dark_level,hypothesis_triage,C,zel031_a549,bb1=BB_9979481271,"bb1=BB_9979481271 has a strong effect (L2=0.83, top quartile) with no control-panel mimic - novel biology candidate","effect_l2=0.828, n=105, best control BGT226 cos=0.12 p=0.62; drivers LINC00486(+0.059),NTS(+0.052),SPX(+0.051),MTCH1(+0.048),BASP1(+0.046),RPL3(+0.04",,,weak_null,0.8277699173331785
ZSH-0154,dark_level,hypothesis_triage,C,zel031_a549,bb1=BB_1680041278,"bb1=BB_1680041278 has a strong effect (L2=0.82, top quartile) with no control-panel mimic - novel biology candidate","effect_l2=0.817, n=112, best control cobimetinib cos=0.10 p=0.17; drivers B2M(+0.061),RNF130(+0.060),NDUFB2(+0.054),SAT1(+0.046),ASPH(+0.043),BTF3(+0.043)",,,weak_null,0.8165161960135651
ZSH-0155,dark_level,hypothesis_triage,C,zel028_a549,bb4=BB_3734996210,"bb4=BB_3734996210 has a strong effect (L2=0.66, top quartile) with no control-panel mimic - novel biology candidate","effect_l2=0.662, n=715, best control AZD-3463 cos=0.16 p=0.28; drivers CYSTM1(+0.040),MT-ND1(+0.033),SQSTM1(+0.031),MRPL20(+0.030),TM9SF3(+0.030),TM2D1",,,weak_null;singleton,0.6615841176687969
ZSH-0158,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_0167791271,"bb2=BB_0167791271 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.499","cos=0.499, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.4990339856108437
ZSH-0159,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb0=BB_2315583918,"bb0=BB_2315583918 mimics BMS-509744 (Unknown Other) - rank-1 control match, cos 0.498","cos=0.498, p=0.000 vs 200-draw gene-label-permutation null",BMS-509744,Unknown_Other,weak_null,0.4984935652642368
ZSH-0160,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_0390296220,"bb3=BB_0390296220 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.497","cos=0.497, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.4967346779085453
ZSH-0161,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_9169702177,"bb4=BB_9169702177 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.495","cos=0.495, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4952239522493271
ZSH-0162,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb1=BB_8232087379,"bb1=BB_8232087379 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.493","cos=0.493, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null,0.4929665391143717
ZSH-0163,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb1=BB_6601289516,"bb1=BB_6601289516 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.492","cos=0.492, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null,0.4924108739090846
ZSH-0164,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_6580972793,"bb3=BB_6580972793 mimics JAB-3068 (Phosphatase inhibitor) - rank-1 control match, cos 0.491","cos=0.491, p=0.000 vs 200-draw gene-label-permutation null",JAB-3068,Phosphatase_inhibitor,weak_null;singleton,0.4905735534575917
ZSH-0165,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_7253871423,"bb4=BB_7253871423 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.490","cos=0.490, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.490260129688372
ZSH-0166,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_3064712138,"bb4=BB_3064712138 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.490","cos=0.490, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4899579748538064
ZSH-0167,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_3980030738,"bb4=BB_3980030738 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.488","cos=0.488, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.4880827963941881
ZSH-0168,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_8935903004,"bb1=BB_8935903004 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.486","cos=0.486, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4857730505181248
ZSH-0169,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_0390296220,"bb3=BB_0390296220 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.486","cos=0.486, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4857286524822056
ZSH-0170,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_3406231744,"bb4=BB_3406231744 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.485","cos=0.485, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4845481301619255
ZSH-0171,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_7410067331,"bb1=BB_7410067331 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.484","cos=0.484, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null;singleton,0.4843176695813094
ZSH-0172,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_6567642687,"bb4=BB_6567642687 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.482","cos=0.482, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4824248783944043
ZSH-0173,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_7859195179,"bb2=BB_7859195179 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.476","cos=0.476, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.4758819323191736
ZSH-0174,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_6466700968,"bb3=BB_6466700968 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.475","cos=0.475, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.4751438267525282
ZSH-0175,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_0997424185,"bb2=BB_0997424185 mimics palbociclib (CDK inhibitor) - rank-1 control match, cos 0.475","cos=0.475, p=0.000 vs 200-draw gene-label-permutation null",palbociclib,CDK_inhibitor,weak_null,0.475043310397795
ZSH-0177,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_3103020399,"bb0=BB_3103020399 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.473","cos=0.473, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.4730818620589423
ZSH-0178,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_7549155266,"bb3=BB_7549155266 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.472","cos=0.472, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.4721998598007713
ZSH-0179,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_4348936015,"bb1=BB_4348936015 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.472","cos=0.472, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.4716468638621108
ZSH-0180,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_9265511036,"bb3=BB_9265511036 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.472","cos=0.472, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.4716062482667683
ZSH-0181,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_6545568677,"bb3=BB_6545568677 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.471","cos=0.471, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.4713582579777319
ZSH-0182,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_9413321613,"bb4=BB_9413321613 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.471","cos=0.471, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4711639424794486
ZSH-0183,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_8935903004,"bb1=BB_8935903004 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.471","cos=0.471, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4707662954133849
ZSH-0184,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_7082156996,"bb3=BB_7082156996 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.470","cos=0.470, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null,0.470189296858944
ZSH-0185,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_8596154155,"bb1=BB_8596154155 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.470","cos=0.470, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4697540987421441
ZSH-0186,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_4244930596,"bb4=BB_4244930596 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.470","cos=0.470, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4697060348770446
ZSH-0187,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_9265511036,"bb1=BB_9265511036 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.469","cos=0.469, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null,0.4689768402089317
ZSH-0188,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_8019107213,"bb4=BB_8019107213 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.468","cos=0.468, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.4682151503105175
ZSH-0189,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_7622047569,"bb4=BB_7622047569 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.468","cos=0.468, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4677621229911381
ZSH-0190,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_4825242175,"bb1=BB_4825242175 mimics rucaparib (PARP inhibitor) - rank-1 control match, cos 0.468","cos=0.468, p=0.000 vs 200-draw gene-label-permutation null",rucaparib,PARP_inhibitor,weak_null,0.4675446600965559
ZSH-0191,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_5476827048,"bb1=BB_5476827048 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.467","cos=0.467, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null;singleton,0.4674107828808143
ZSH-0192,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_4464134601,"bb3=BB_4464134601 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.467","cos=0.467, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null,0.4670735805662308
ZSH-0193,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_9151637064,"bb4=BB_9151637064 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.467","cos=0.467, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.4666286613006843
ZSH-0194,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_2242759606,"bb1=BB_2242759606 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.464","cos=0.464, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null;singleton,0.4638132216151779
ZSH-0195,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_4244930596,"bb4=BB_4244930596 mimics N-deshydroxyethyl dasatinib (BCR ABL inhibitor) - rank-1 control match, cos 0.464","cos=0.464, p=0.000 vs 200-draw gene-label-permutation null",N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,weak_null;singleton,0.4637885395175373
ZSH-0196,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_6285514371,"bb1=BB_6285514371 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.454","cos=0.454, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.4543264118891823
ZSH-0197,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_9151637064,"bb4=BB_9151637064 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.454","cos=0.454, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4541085518029343
ZSH-0199,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_5573240869,"bb1=BB_5573240869 mimics rucaparib (PARP inhibitor) - rank-1 control match, cos 0.452","cos=0.452, p=0.000 vs 200-draw gene-label-permutation null",rucaparib,PARP_inhibitor,weak_null,0.4523409108524457
ZSH-0200,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_1895570180,"bb3=BB_1895570180 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.451","cos=0.451, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.4514316656195851
ZSH-0201,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_7080851540,"bb4=BB_7080851540 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.451","cos=0.451, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4507485843618184
ZSH-0202,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_1513349690,"bb3=BB_1513349690 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.451","cos=0.451, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4506624779872212
ZSH-0203,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_9054028486,"bb1=BB_9054028486 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.450","cos=0.450, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.4503722711492536
ZSH-0204,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_3858692603,"bb4=BB_3858692603 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.450","cos=0.450, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4500032858291103
ZSH-0205,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_3406231744,"bb4=BB_3406231744 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.450","cos=0.450, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.4495825683282055
ZSH-0206,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_4196815390,"bb3=BB_4196815390 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.449","cos=0.449, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null,0.4487877676117614
ZSH-0207,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_8596154155,"bb1=BB_8596154155 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.447","cos=0.447, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4471462084128342
ZSH-0208,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_1513349690,"bb3=BB_1513349690 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.447","cos=0.447, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.4467291551208851
ZSH-0210,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_9974692940,"bb4=BB_9974692940 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.445","cos=0.445, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4453106621657616
ZSH-0211,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_8384776618,"bb2=BB_8384776618 mimics MK2-IN-1 (Stress kinase inhibitor) - rank-1 control match, cos 0.445","cos=0.445, p=0.000 vs 200-draw gene-label-permutation null",MK2-IN-1,Stress_kinase_inhibitor,weak_null,0.4448024975072651
ZSH-0212,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_8715425380,"bb4=BB_8715425380 mimics KME-2780 (Unknown Other) - rank-1 control match, cos 0.444","cos=0.444, p=0.000 vs 200-draw gene-label-permutation null",KME-2780,Unknown_Other,weak_null;singleton,0.4442530078117933
ZSH-0213,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb2=BB_3624989023,"bb2=BB_3624989023 mimics Capmatinib (ALK MET inhibitor) - rank-1 control match, cos 0.442","cos=0.442, p=0.000 vs 200-draw gene-label-permutation null",Capmatinib,ALK_MET_inhibitor,weak_null,0.4424528579077345
ZSH-0216,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_3693426548,"bb1=BB_3693426548 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.440","cos=0.440, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.4398421479949018
ZSH-0217,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_7675624703,"bb1=BB_7675624703 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.439","cos=0.439, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null;singleton,0.4392218565057769
ZSH-0218,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_8943054758,"bb1=BB_8943054758 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.439","cos=0.439, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null,0.4387171779316453
ZSH-0219,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_2296671906,"bb1=BB_2296671906 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.436","cos=0.436, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4364243693260366
ZSH-0220,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_6776932943,"bb1=BB_6776932943 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.436","cos=0.436, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null,0.4357082195432942
ZSH-0221,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_8332071132,"bb1=BB_8332071132 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.435","cos=0.435, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4350085387934342
ZSH-0222,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb3=BB_6962831952,"bb3=BB_6962831952 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.434","cos=0.434, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4335917980162744
ZSH-0223,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_7609608884,"bb4=BB_7609608884 mimics N-deshydroxyethyl dasatinib (BCR ABL inhibitor) - rank-1 control match, cos 0.433","cos=0.433, p=0.000 vs 200-draw gene-label-permutation null",N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,weak_null;singleton,0.4331634856837631
ZSH-0225,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb4=BB_6112128578,"bb4=BB_6112128578 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.433","cos=0.433, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4326970732323823
ZSH-0228,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb1=BB_4590627149,"bb1=BB_4590627149 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.431","cos=0.431, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null;singleton,0.4310449193905718
ZSH-0230,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_8516334188,"bb3=BB_8516334188 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.430","cos=0.430, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null;singleton,0.4299711887712079
ZSH-0231,level_control_mimicry,hypothesis_triage,C,zel039_aec7,bb1=BB_7526096666,"bb1=BB_7526096666 mimics lapatinib (EGFR HER2 inhibitor) - rank-1 control match, cos 0.428","cos=0.428, p=0.000 vs 200-draw gene-label-permutation null",lapatinib,EGFR_HER2_inhibitor,weak_null,0.4280195898296323
ZSH-0232,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_3064712138,"bb4=BB_3064712138 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.428","cos=0.428, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4278045256905564
ZSH-0233,level_control_mimicry,hypothesis_triage,C,zel028_hek293,bb3=BB_6561792115,"bb3=BB_6561792115 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.426","cos=0.426, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4259430141493187
ZSH-0234,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_8759755490,"bb3=BB_8759755490 mimics ZM336372 (MEK RAF multikinase) - rank-1 control match, cos 0.424","cos=0.424, p=0.000 vs 200-draw gene-label-permutation null",ZM336372,MEK_RAF_multikinase,weak_null,0.424311633351475
ZSH-0235,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb0=BB_5574910360,"bb0=BB_5574910360 mimics AZD-3463 (ALK MET inhibitor) - rank-1 control match, cos 0.424","cos=0.424, p=0.000 vs 200-draw gene-label-permutation null",AZD-3463,ALK_MET_inhibitor,weak_null,0.4237488028238559
ZSH-0237,level_control_mimicry,hypothesis_triage,C,zel031_a549,bb1=BB_6946165266,"bb1=BB_6946165266 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.423","cos=0.423, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null,0.4232990828604628
ZSH-0239,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_8243376230,"bb1=BB_8243376230 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.423","cos=0.423, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4226696188732703
ZSH-0240,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb4=BB_2909612855,"bb4=BB_2909612855 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.423","cos=0.423, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4225429042805438
ZSH-0241,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb3=BB_3389989535,"bb3=BB_3389989535 mimics ZF135/MRTX-1719 (Unknown/Other) - rank-1 control match, cos 0.422","cos=0.422, p=0.000 vs 200-draw gene-label-permutation null",ZF135/MRTX-1719,Unknown/Other,weak_null,0.4223717123122482
ZSH-0242,level_control_mimicry,hypothesis_triage,C,zel024_hek293,bb0=BB_0175183327,"bb0=BB_0175183327 mimics sorafenib (MEK RAF multikinase) - rank-1 control match, cos 0.422","cos=0.422, p=0.000 vs 200-draw gene-label-permutation null",sorafenib,MEK_RAF_multikinase,weak_null,0.4216310735407261
ZSH-0243,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_6290953361,"bb1=BB_6290953361 mimics HTH-01-015 (HSF1 heat shock validated) - rank-1 control match, cos 0.421","cos=0.421, p=0.000 vs 200-draw gene-label-permutation null",HTH-01-015,HSF1_heat_shock_validated,weak_null;singleton,0.4214892314432502
ZSH-0244,level_control_mimicry,hypothesis_triage,C,zel028_a549,bb1=BB_3467217614,"bb1=BB_3467217614 mimics GCN2-IN-7 (Stress kinase inhibitor) - rank-1 control match, cos 0.420","cos=0.420, p=0.000 vs 200-draw gene-label-permutation null",GCN2-IN-7,Stress_kinase_inhibitor,weak_null;singleton,0.4202684467878371
