context,fold,usage_target,structure_model_r,model_null_z,n_building_blocks,bb_knockout_vs_measurement_median_spearman,bb_knockout_null_mean,bb_knockout_null_sd,bb_knockout_z,parts_sum_vs_direct_median_spearman,n_structure_parts,negative_control_median_spearman
zel024_hek293,0,primary,0.5595636524399664,77.47705565757605,104,0.9124559906113304,-0.006223727728582,0.0539412572995657,17.031114296019737,0.9829401331842472,548,
zel024_hek293,1,cross_fold_1,0.5257608922584993,63.31245386520152,104,0.898223621039155,-0.0003406059959458,0.0563697930359583,15.940527339915995,0.9856287426026212,548,-0.0264323055585191
zel024_hek293,2,cross_fold_2,0.5088189238896312,66.98834669698589,104,0.9011469113410862,-0.0047079376933745,0.0520948990309189,17.38855177542096,0.983676300048802,548,
zel039_aec7,0,primary,0.4596769665483503,83.79072162364895,109,0.943137800018534,-0.0031160457788898,0.0686982698086659,13.774056441783312,0.9847604485219164,621,
zel039_aec7,1,cross_fold_1,0.321920093012274,81.57558453813984,109,0.9032805115373924,-0.0024697896395144,0.049339759708876,18.35741208553081,0.9797933463071078,621,0.0831757946436845
zel039_aec7,2,cross_fold_2,0.3228877292382866,91.24948638627932,109,0.8872439996293207,-0.0044793114632564,0.0465187930284061,19.16909818679212,0.972588268001112,621,
