estimate,mantel_r,perm_p,boot_ci_lo,boot_ci_hi,boot_mean,boot_std
compound_grain_35pairs,0.7728917700330512,0.0004997501249375312,0.687630327168968,0.8953678673283194,0.797497485003113,0.05471160836103662
well_powered_mean_of_resampled_wells,0.7728917700330512,0.0004997501249375312,0.7109303611043883,0.7775892737319078,0.7474750164504667,0.016642989751863912
