context,split_seed,n_acquisition_batches,n_subsets,mean_median_gene_pearson,min_median_gene_pearson,max_median_gene_pearson,mean_median_program_pearson,min_median_program_pearson,max_median_program_pearson
zic008_aec7,20260921,6,28,0.6604355812763171,0.6392513100341415,0.6750848320519608,0.9395951536727065,0.9217043288199754,0.9572500769723634
zic008_aec7,20260921,7,8,0.6758003314765669,0.6590515877287523,0.6842562342025309,0.9454619000341428,0.9348276118780533,0.9566360942398301
zic008_aec7,20260921,8,1,0.688690406249435,0.688690406249435,0.688690406249435,0.9506461623736939,0.9506461623736939,0.9506461623736939
zic008_aec7,20260922,1,8,0.4316768726705603,0.38977984891465894,0.45673327574132955,0.8387402695024245,0.7962832678382393,0.8894725898015237
zic008_aec7,20260922,2,28,0.5376535830698701,0.4876661582369831,0.6018254894047617,0.8881428520015628,0.7995889312081668,0.9312529704130633
zic008_aec7,20260922,3,56,0.588610439854501,0.5423120910671835,0.6294602597096591,0.9129273466491404,0.85341222778798,0.950587489390128
zic008_aec7,20260922,4,70,0.6200920101297345,0.578949965615917,0.6551172689017746,0.922842676165224,0.8834103192230357,0.953759358813573
zic008_aec7,20260922,5,56,0.6421922742542231,0.6097071733142777,0.6661386878403243,0.9291844776840711,0.8969054093404001,0.9535420367758384
zic008_aec7,20260922,6,28,0.6591230817723776,0.6393224762747802,0.6695626864891793,0.9337024496573498,0.9109960593096867,0.950483768451156
zic008_aec7,20260922,7,8,0.6724702454241176,0.661019818231944,0.6798743541412974,0.9368680937010421,0.9250102422579266,0.9448104869721858
zic008_aec7,20260922,8,1,0.6839417044927507,0.6839417044927507,0.6839417044927507,0.9391855528858997,0.9391855528858997,0.9391855528858997
zic008_aec7,20260923,1,8,0.4049964206395204,0.2839405655897975,0.5335272692133128,0.7959659303774819,0.6442238413895861,0.8598901179753679
zic008_aec7,20260923,2,28,0.4986599535051045,0.4044123185943782,0.6070464583985699,0.8719342267658623,0.7954056796387441,0.9364806032217232
zic008_aec7,20260923,3,56,0.5568887228908367,0.4763847512026685,0.6414672035215748,0.9071152143030813,0.808617228177316,0.9568749510899226
zic008_aec7,20260923,4,70,0.6001570103665498,0.5307873868507768,0.6607960665097352,0.9257138740079979,0.8412139385377708,0.9637226756475435
zic008_aec7,20260923,5,56,0.6326397681598832,0.5755363312773292,0.6758121086568507,0.937080679067882,0.8775049265992688,0.9725579689422083
zic008_aec7,20260923,6,28,0.6578102921000982,0.6080717795016508,0.6866237359561953,0.9455634519459944,0.8988580271714107,0.9718845037042005
