context,split_seed,n_acquisition_batches,n_subsets,mean_median_gene_pearson,min_median_gene_pearson,max_median_gene_pearson,mean_median_program_pearson,min_median_program_pearson,max_median_program_pearson
zic008_aec7,20260927,1,8,0.4102283577930833,0.1898520105298795,0.5117844814327672,0.789744043484702,0.5308993215057405,0.9041391771201616
zic008_aec7,20260927,2,28,0.5141288768100588,0.3197899427695254,0.6230785961264038,0.8642359208926594,0.7352813707327247,0.9296133717786784
zic008_aec7,20260927,3,56,0.5647982126041418,0.4386542724866838,0.6831028378714837,0.8994674285086245,0.8409201651522268,0.9469557529202327
zic008_aec7,20260927,4,70,0.6088922307340011,0.5191591684590285,0.7048524883526438,0.9212903083279018,0.8904288422985803,0.9548877273373609
zic008_aec7,20260927,5,56,0.6448919488849646,0.5801136735102113,0.7204720447594136,0.934819950825187,0.9027588873955623,0.9547301083754037
zic008_aec7,20260927,6,28,0.6704655227165262,0.6345254419620917,0.7422816394955374,0.9433637537548766,0.9331773839483904,0.9584837370045212
zic008_aec7,20260927,7,8,0.6902438628535201,0.6735144193430642,0.7507528347060652,0.9483141001198646,0.9340783250674497,0.9549222019931884
zic008_aec7,20260927,8,1,0.7090078319871546,0.7090078319871546,0.7090078319871546,0.9524818938802663,0.9524818938802663,0.9524818938802663
zic008_aec7,20260928,1,8,0.4166726098275318,0.3134940817267862,0.49592492911483665,0.8162690598592147,0.7690218014041912,0.8794089324376969
zic008_aec7,20260928,2,28,0.5289232689763445,0.47646009756907387,0.5905446041575383,0.8778747619533188,0.7952417419782287,0.9249211006906305
zic008_aec7,20260928,3,56,0.5845133766056951,0.5290886192831774,0.640308558346117,0.903855877615462,0.8239968819751252,0.9468068816420692
zic008_aec7,20260928,4,70,0.6212076427353539,0.5851635765619652,0.6663409435781339,0.9180783863037969,0.8553252892737206,0.9455880108944382
zic008_aec7,20260928,5,56,0.6490236248820277,0.6188655480495486,0.6783771121027382,0.9265899873079303,0.8722173919390137,0.9512039260834693
zic008_aec7,20260928,6,28,0.6715666481469879,0.645929241960253,0.6895747824015677,0.9323086350650408,0.9053877705450198,0.9538588379778739
zic008_aec7,20260928,7,8,0.6871033089069037,0.6746629543647217,0.6965716811220242,0.9378262784296127,0.9228416056401236,0.9500993514453523
zic008_aec7,20260928,8,1,0.6992921324540023,0.6992921324540023,0.6992921324540023,0.9420298378537856,0.9420298378537856,0.9420298378537856
zic008_aec7,20260929,1,8,0.4273457153375021,0.2537495597519935,0.49113400967661264,0.8051421586457902,0.589239152015104,0.8576188034756927
zic008_aec7,20260929,2,28,0.5205536944357496,0.37424732969564917,0.5875726926540745,0.8678518047174205,0.7412171620044392,0.9255664073780107
zic008_aec7,20260929,3,56,0.57731941485508,0.4770990365647386,0.6469088619905341,0.8999431871506325,0.8260952141656831,0.9390472665830536
zic008_aec7,20260929,4,70,0.6134150895759082,0.5424553517113054,0.680126611619413,0.9149705671086987,0.8669853072192933,0.9516380019480887
zic008_aec7,20260929,5,56,0.6399726941239017,0.5954301988984442,0.694023200609885,0.9249579608332639,0.8974406651220382,0.946938706880745
zic008_aec7,20260929,6,28,0.6621007143820352,0.634609682566798,0.7076014402311477,0.930772040067503,0.9188914644175963,0.9448965938848163
zic008_aec7,20260929,7,8,0.6780479024641879,0.6663758644192641,0.7047316969002296,0.936382935500164,0.9308640814022577,0.939680737827761
zic008_aec7,20260929,8,1,0.6947748845314359,0.6947748845314359,0.6947748845314359,0.9378764740706712,0.9378764740706712,0.9378764740706712
zic008_aec7,20260930,1,8,0.419152206931778,0.30196995270517324,0.5194405536014932,0.8019773557090449,0.7391673259549961,0.8490471146839182
zic008_aec7,20260930,2,28,0.5152817203100152,0.4103125866818675,0.5954831683787569,0.8709792858715371,0.7901250052286449,0.9432082702049672
zic008_aec7,20260930,3,56,0.5741567790405456,0.5095608783736514,0.6390535324518084,0.9015950560457581,0.829099379071707,0.9597966053446073
zic008_aec7,20260930,4,70,0.6121168200187816,0.5717831331711913,0.6572419478872678,0.9167828834733742,0.859823331387795,0.9537574827633999
zic008_aec7,20260930,5,56,0.6387002775988265,0.6125203769893294,0.6676461084444307,0.926597386039272,0.8839796836593825,0.9565407775430642
zic008_aec7,20260930,6,28,0.6581230463856863,0.6401872024621769,0.6791110153747338,0.9345103400838354,0.9076143886516611,0.9586872398653034
zic008_aec7,20260930,7,8,0.6727040876289252,0.6594199769219866,0.6886924563461936,0.9387191531258261,0.9189159152447426,0.9547225082696831
zic008_aec7,20260930,8,1,0.6841651045045625,0.6841651045045625,0.6841651045045625,0.9425241805975836,0.9425241805975836,0.9425241805975836
zic008_aec7,20260931,1,8,0.4275497028284126,0.374850335738399,0.4439503115211606,0.8317731246981446,0.77011551882174,0.8827300812091564
zic008_aec7,20260931,2,28,0.5375923514207381,0.49542367015828287,0.5928079761440654,0.8815917918331999,0.7945421377970553,0.9346530854586038
zic008_aec7,20260931,3,56,0.5924093680151349,0.5442058390586031,0.6438404550790598,0.9075735756652463,0.8145108675735575,0.9508125345351233
zic008_aec7,20260931,4,70,0.6260872198711809,0.5889295853184021,0.6629660850774991,0.9205556681128598,0.8489156155416305,0.9561243401783002
zic008_aec7,20260931,5,56,0.6496036915794114,0.6252453567207468,0.6791049889179704,0.9266768341070716,0.8825774026801096,0.9543437939230752
zic008_aec7,20260931,6,28,0.6673461214758039,0.6507825783980776,0.6851934064456183,0.9300179696342434,0.8882847861748386,0.9560308787196402
zic008_aec7,20260931,7,8,0.6802076904144609,0.6726438267170894,0.6881995002446335,0.9351865151607126,0.9179777735234853,0.9516715119588313
zic008_aec7,20260931,8,1,0.6903235882620659,0.6903235882620659,0.6903235882620659,0.936385963857444,0.936385963857444,0.936385963857444
zic008_aec7,20260932,1,8,0.41952550911315994,0.19478125186317824,0.5016567492030843,0.8123709854280037,0.5721737676444476,0.9090068546006216
zic008_aec7,20260932,2,28,0.5073685312714298,0.32281554716686706,0.6158124022044134,0.8811174573360281,0.7880473173331318,0.9528311259468613
zic008_aec7,20260932,3,56,0.5604585594245163,0.4375541120062418,0.6724744964854561,0.9163478406040886,0.8794478963413828,0.9576041992806759
zic008_aec7,20260932,4,70,0.6036875131171922,0.5231977026361573,0.6988106544189767,0.9344157040203745,0.9014232765495647,0.9597411416904498
zic008_aec7,20260932,5,56,0.6344549857226048,0.5860828475143525,0.7149300501367196,0.9454489934672144,0.9224623829465516,0.9590690190499056
zic008_aec7,20260932,6,28,0.6601847053193401,0.6309503310338802,0.7292327472981759,0.9527267117228063,0.9370485024058344,0.9658486932161695
zic008_aec7,20260932,7,8,0.6817749546206033,0.6691920643359327,0.7212593154320627,0.9570054945284674,0.9469597484360991,0.9648538103208015
zic008_aec7,20260932,8,1,0.6986634954774095,0.6986634954774095,0.6986634954774095,0.9592902124422886,0.9592902124422886,0.9592902124422886
zic008_aec7,20260933,1,8,0.4096228832163403,0.3542846474152171,0.4477429455366263,0.799395532487326,0.7130293273127736,0.8549643441064116
zic008_aec7,20260933,2,28,0.49891793258893935,0.4151367793944695,0.552880961352689,0.8471942495289423,0.752798480163416,0.9233103302038036
zic008_aec7,20260933,3,56,0.5516092731133811,0.4759431735280928,0.5951919283518861,0.8701297900493896,0.7790666678984557,0.9285633916824643
zic008_aec7,20260933,4,70,0.5860944838359258,0.5194173003104814,0.6273282968733932,0.8814689496473351,0.812806457149463,0.932027751066478
zic008_aec7,20260933,5,56,0.6102890538895495,0.5576769197519521,0.6407336110521616,0.8867160431110237,0.8494635776901566,0.928227079613327
zic008_aec7,20260933,6,28,0.6274417377860094,0.5972992895235292,0.6542235615807981,0.8907840062777372,0.8606718334203716,0.9214618523687891
zic008_aec7,20260933,7,8,0.636689204754891,0.6202029438832896,0.6538811643888048,0.891895658364915,0.8782007954199581,0.9049945693867836
zic008_aec7,20260933,8,1,0.6408616203374082,0.6408616203374082,0.6408616203374082,0.8950222881001799,0.8950222881001799,0.8950222881001799
zic008_aec7,20260934,1,8,0.41270285771606463,0.28535556271300905,0.45282561158217366,0.8182673131307905,0.7536742632679612,0.8895111716305146
zic008_aec7,20260934,2,28,0.5250703372773498,0.4450474239379694,0.5889393443809563,0.8854216581058444,0.8136087067651592,0.9325395953072552
zic008_aec7,20260934,3,56,0.5832521202809887,0.5325813593106987,0.628753464587582,0.9132627051870424,0.8589652160617998,0.9541778804545721
zic008_aec7,20260934,4,70,0.6198722337654553,0.5825547060278725,0.6542588948592479,0.9288249252226379,0.8946330862418806,0.9552387841608702
zic008_aec7,20260934,5,56,0.6456079126736707,0.6199354513979074,0.67634186252818,0.9389241989480775,0.9192656775009821,0.9625681176322721
zic008_aec7,20260934,6,28,0.6642930002231211,0.6482082634451327,0.6894455743651092,0.9454592164855828,0.935089584121935,0.9566807861692574
zic008_aec7,20260934,7,8,0.6777927547025718,0.6693325867675556,0.6873564666158989,0.9508952989443069,0.9448220797552492,0.962480783191883
zic008_aec7,20260934,8,1,0.6878308420332253,0.6878308420332253,0.6878308420332253,0.9498214176010839,0.9498214176010839,0.9498214176010839
zic008_h1650,20260915,1,2,0.40590067393386375,0.2493884759761537,0.5624128718915739,0.7126443716289811,0.5690668517220849,0.8562218915358772
zic008_h1650,20260915,2,1,0.552322988498586,0.552322988498586,0.552322988498586,0.8607160434595325,0.8607160434595325,0.8607160434595325
zic008_h1650,20260916,1,2,0.2653981212960932,0.25715819583366173,0.27363804675852466,0.5065065753630045,0.4776586025127808,0.535354548213228
zic008_h1650,20260916,2,1,0.2894189930849135,0.2894189930849135,0.2894189930849135,0.5207692747344184,0.5207692747344184,0.5207692747344184
zic008_h1650,20260917,1,2,0.4084548913984155,0.21784132185415847,0.5990684609426725,0.7053492164732287,0.6113580912242986,0.7993403417221587
zic008_h1650,20260917,2,1,0.552322988498586,0.552322988498586,0.552322988498586,0.8607160434595325,0.8607160434595325,0.8607160434595325
zic008_h1650,20260918,1,2,0.4237279517916313,0.2636306148761943,0.5838252887070683,0.6764038578917649,0.5195394120061846,0.8332683037773453
zic008_h1650,20260918,2,1,0.5423329070273883,0.5423329070273883,0.5423329070273883,0.8419693420220423,0.8419693420220423,0.8419693420220423
zic008_h1650,20260919,1,2,0.393642388933926,0.2272536313244375,0.5600311465434146,0.7101182067141695,0.6313827679716667,0.7888536454566722
zic008_h1650,20260919,2,1,0.5423329070273883,0.5423329070273883,0.5423329070273883,0.8419693420220423,0.8419693420220423,0.8419693420220423
zic008_h1650,20260920,1,2,0.2653981212960932,0.25715819583366173,0.27363804675852466,0.5065065753630045,0.4776586025127808,0.535354548213228
zic008_h1650,20260920,2,1,0.2894189930849135,0.2894189930849135,0.2894189930849135,0.5207692747344184,0.5207692747344184,0.5207692747344184
zic008_h1650,20260921,1,2,0.2653981212960932,0.25715819583366173,0.27363804675852466,0.5065065753630045,0.4776586025127808,0.535354548213228
zic008_h1650,20260921,2,1,0.2894189930849135,0.2894189930849135,0.2894189930849135,0.5207692747344184,0.5207692747344184,0.5207692747344184
zic008_h1650,20260922,1,2,0.2653981212960932,0.25715819583366173,0.27363804675852466,0.5065065753630045,0.4776586025127808,0.535354548213228
zic008_h1650,20260922,2,1,0.2894189930849135,0.2894189930849135,0.2894189930849135,0.5207692747344184,0.5207692747344184,0.5207692747344184
zic008_h1650,20260923,1,2,0.2653981212960932,0.25715819583366173,0.27363804675852466,0.5065065753630045,0.4776586025127808,0.535354548213228
zic008_h1650,20260923,2,1,0.2894189930849135,0.2894189930849135,0.2894189930849135,0.5207692747344184,0.5207692747344184,0.5207692747344184
zic008_h1650,20260924,1,2,0.22852361117461203,0.20461728308113697,0.2524299392680871,0.47549834584738676,0.44044458146693954,0.510552110227834
zic008_h1650,20260924,2,1,0.2894189930849135,0.2894189930849135,0.2894189930849135,0.5207692747344184,0.5207692747344184,0.5207692747344184
zic008_h1650,20260925,1,2,0.393642388933926,0.2272536313244375,0.5600311465434146,0.7101182067141695,0.6313827679716667,0.7888536454566722
zic008_h1650,20260925,2,1,0.5423329070273883,0.5423329070273883,0.5423329070273883,0.8419693420220423,0.8419693420220423,0.8419693420220423
zic008_h1650,20260926,1,2,0.393642388933926,0.2272536313244375,0.5600311465434146,0.7101182067141695,0.6313827679716667,0.7888536454566722
zic008_h1650,20260926,2,1,0.5423329070273883,0.5423329070273883,0.5423329070273883,0.8419693420220423,0.8419693420220423,0.8419693420220423
zic008_h1650,20260927,1,2,0.40590067393386375,0.2493884759761537,0.5624128718915739,0.7126443716289811,0.5690668517220849,0.8562218915358772
zic008_h1650,20260927,2,1,0.552322988498586,0.552322988498586,0.552322988498586,0.8607160434595325,0.8607160434595325,0.8607160434595325
zic008_h1650,20260928,1,2,0.393642388933926,0.2272536313244375,0.5600311465434146,0.7101182067141695,0.6313827679716667,0.7888536454566722
zic008_h1650,20260928,2,1,0.5423329070273883,0.5423329070273883,0.5423329070273883,0.8419693420220423,0.8419693420220423,0.8419693420220423
zic008_h1650,20260929,1,2,0.4084548913984155,0.21784132185415847,0.5990684609426725,0.7053492164732287,0.6113580912242986,0.7993403417221587
zic008_h1650,20260929,2,1,0.552322988498586,0.552322988498586,0.552322988498586,0.8607160434595325,0.8607160434595325,0.8607160434595325
zic008_h1650,20260930,1,2,0.4084548913984155,0.21784132185415847,0.5990684609426725,0.7053492164732287,0.6113580912242986,0.7993403417221587
zic008_h1650,20260930,2,1,0.552322988498586,0.552322988498586,0.552322988498586,0.8607160434595325,0.8607160434595325,0.8607160434595325
zic008_h1650,20260931,1,2,0.393642388933926,0.2272536313244375,0.5600311465434146,0.7101182067141695,0.6313827679716667,0.7888536454566722
zic008_h1650,20260931,2,1,0.5423329070273883,0.5423329070273883,0.5423329070273883,0.8419693420220423,0.8419693420220423,0.8419693420220423
zic008_h1650,20260932,1,2,0.393642388933926,0.2272536313244375,0.5600311465434146,0.7101182067141695,0.6313827679716667,0.7888536454566722
zic008_h1650,20260932,2,1,0.5423329070273883,0.5423329070273883,0.5423329070273883,0.8419693420220423,0.8419693420220423,0.8419693420220423
zic008_h1650,20260933,1,2,0.4084548913984155,0.21784132185415847,0.5990684609426725,0.7053492164732287,0.6113580912242986,0.7993403417221587
zic008_h1650,20260933,2,1,0.552322988498586,0.552322988498586,0.552322988498586,0.8607160434595325,0.8607160434595325,0.8607160434595325
zic008_h1650,20260934,1,2,0.40590067393386375,0.2493884759761537,0.5624128718915739,0.7126443716289811,0.5690668517220849,0.8562218915358772
zic008_h1650,20260934,2,1,0.552322988498586,0.552322988498586,0.552322988498586,0.8607160434595325,0.8607160434595325,0.8607160434595325
zic008_hek293,20260915,1,2,0.5539759094351718,0.5345275214439134,0.5734242974264303,0.8181819258737151,0.8168820725028827,0.8194817792445475
zic008_hek293,20260915,2,1,0.6693061516633017,0.6693061516633017,0.6693061516633017,0.8783232904175498,0.8783232904175498,0.8783232904175498
zic008_hek293,20260916,1,2,0.5313361533881078,0.4583903315514447,0.604281975224771,0.8061588851784692,0.732601107986302,0.8797166623706365
zic008_hek293,20260916,2,1,0.6693061516633017,0.6693061516633017,0.6693061516633017,0.8783232904175498,0.8783232904175498,0.8783232904175498
zic008_hek293,20260917,1,2,0.38365873947666684,0.3550034042993046,0.4123140746540291,0.6114050054969705,0.5758448606018944,0.6469651503920466
zic008_hek293,20260917,2,1,0.455428008513609,0.455428008513609,0.455428008513609,0.6540886668839281,0.6540886668839281,0.6540886668839281
zic008_hek293,20260918,1,2,0.5206120496484172,0.45738214452003856,0.5838419547767958,0.7780266820638275,0.716073720228266,0.839979643899389
zic008_hek293,20260918,2,1,0.6659503911598974,0.6659503911598974,0.6659503911598974,0.8900524104984248,0.8900524104984248,0.8900524104984248
zic008_hek293,20260919,1,2,0.5361045347417737,0.5036930275014022,0.5685160419821451,0.7981960098559897,0.7575398203271979,0.8388521993847815
zic008_hek293,20260919,2,1,0.6659503911598974,0.6659503911598974,0.6659503911598974,0.8900524104984248,0.8900524104984248,0.8900524104984248
zic008_hek293,20260920,1,2,0.5313361533881078,0.4583903315514447,0.604281975224771,0.8061588851784692,0.732601107986302,0.8797166623706365
zic008_hek293,20260920,2,1,0.6693061516633017,0.6693061516633017,0.6693061516633017,0.8783232904175498,0.8783232904175498,0.8783232904175498
zic008_hek293,20260921,1,2,0.40057055536237335,0.3855732404706175,0.4155678702541292,0.6661534626268583,0.623157659723182,0.7091492655305345
zic008_hek293,20260921,2,1,0.455428008513609,0.455428008513609,0.455428008513609,0.6540886668839281,0.6540886668839281,0.6540886668839281
zic008_hek293,20260922,1,2,0.5539759094351718,0.5345275214439134,0.5734242974264303,0.8181819258737151,0.8168820725028827,0.8194817792445475
zic008_hek293,20260922,2,1,0.6693061516633017,0.6693061516633017,0.6693061516633017,0.8783232904175498,0.8783232904175498,0.8783232904175498
zic008_hek293,20260923,1,2,0.40057055536237335,0.3855732404706175,0.4155678702541292,0.6661534626268583,0.623157659723182,0.7091492655305345
zic008_hek293,20260923,2,1,0.455428008513609,0.455428008513609,0.455428008513609,0.6540886668839281,0.6540886668839281,0.6540886668839281
zic008_hek293,20260924,1,2,0.5539759094351718,0.5345275214439134,0.5734242974264303,0.8181819258737151,0.8168820725028827,0.8194817792445475
zic008_hek293,20260924,2,1,0.6693061516633017,0.6693061516633017,0.6693061516633017,0.8783232904175498,0.8783232904175498,0.8783232904175498
zic008_hek293,20260925,1,2,0.40057055536237335,0.3855732404706175,0.4155678702541292,0.6661534626268583,0.623157659723182,0.7091492655305345
zic008_hek293,20260925,2,1,0.455428008513609,0.455428008513609,0.455428008513609,0.6540886668839281,0.6540886668839281,0.6540886668839281
zic008_hek293,20260926,1,2,0.5313361533881078,0.4583903315514447,0.604281975224771,0.8061588851784692,0.732601107986302,0.8797166623706365
zic008_hek293,20260926,2,1,0.6693061516633017,0.6693061516633017,0.6693061516633017,0.8783232904175498,0.8783232904175498,0.8783232904175498
zic008_hek293,20260927,1,2,0.5361045347417737,0.5036930275014022,0.5685160419821451,0.7981960098559897,0.7575398203271979,0.8388521993847815
zic008_hek293,20260927,2,1,0.6659503911598974,0.6659503911598974,0.6659503911598974,0.8900524104984248,0.8900524104984248,0.8900524104984248
zic008_hek293,20260928,1,2,0.38365873947666684,0.3550034042993046,0.4123140746540291,0.6114050054969705,0.5758448606018944,0.6469651503920466
zic008_hek293,20260928,2,1,0.455428008513609,0.455428008513609,0.455428008513609,0.6540886668839281,0.6540886668839281,0.6540886668839281
zic008_hek293,20260929,1,2,0.40057055536237335,0.3855732404706175,0.4155678702541292,0.6661534626268583,0.623157659723182,0.7091492655305345
zic008_hek293,20260929,2,1,0.455428008513609,0.455428008513609,0.455428008513609,0.6540886668839281,0.6540886668839281,0.6540886668839281
zic008_hek293,20260930,1,2,0.5206120496484172,0.45738214452003856,0.5838419547767958,0.7780266820638275,0.716073720228266,0.839979643899389
zic008_hek293,20260930,2,1,0.6659503911598974,0.6659503911598974,0.6659503911598974,0.8900524104984248,0.8900524104984248,0.8900524104984248
zic008_hek293,20260931,1,2,0.5539759094351718,0.5345275214439134,0.5734242974264303,0.8181819258737151,0.8168820725028827,0.8194817792445475
zic008_hek293,20260931,2,1,0.6693061516633017,0.6693061516633017,0.6693061516633017,0.8783232904175498,0.8783232904175498,0.8783232904175498
zic008_hek293,20260932,1,2,0.40057055536237335,0.3855732404706175,0.4155678702541292,0.6661534626268583,0.623157659723182,0.7091492655305345
zic008_hek293,20260932,2,1,0.455428008513609,0.455428008513609,0.455428008513609,0.6540886668839281,0.6540886668839281,0.6540886668839281
zic008_hek293,20260933,1,2,0.5313361533881078,0.4583903315514447,0.604281975224771,0.8061588851784692,0.732601107986302,0.8797166623706365
zic008_hek293,20260933,2,1,0.6693061516633017,0.6693061516633017,0.6693061516633017,0.8783232904175498,0.8783232904175498,0.8783232904175498
zic008_hek293,20260934,1,2,0.38365873947666684,0.3550034042993046,0.4123140746540291,0.6114050054969705,0.5758448606018944,0.6469651503920466
zic008_hek293,20260934,2,1,0.455428008513609,0.455428008513609,0.455428008513609,0.6540886668839281,0.6540886668839281,0.6540886668839281
zic008_hek293clone,20260915,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260916,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260917,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260918,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260919,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260920,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260921,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260922,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260923,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260924,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260925,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260926,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260927,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260928,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260929,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260930,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260931,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260932,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260933,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
zic008_hek293clone,20260934,1,1,0.6215955574212938,0.6215955574212938,0.6215955574212938,0.8742942616276504,0.8742942616276504,0.8742942616276504
