train_size,replicate,batch_id,control_name,train_n,test_n
8000,0,batch_1,veliparib,170,49
8000,0,batch_2,AZD-3463,45,13
8000,0,batch_2,AZD-7624,91,26
8000,0,batch_2,BAY-293,92,26
8000,0,batch_2,BGT226,38,11
8000,0,batch_2,BMS-509744,57,16
8000,0,batch_2,CP-673451,93,27
8000,0,batch_2,Capmatinib,34,9
8000,0,batch_2,Crizotinib,100,29
8000,0,batch_2,GCN2-IN-7,58,16
8000,0,batch_2,GSK126,93,26
8000,0,batch_2,HTH-01-015,79,23
8000,0,batch_2,IRAK inhibitor 1,84,24
8000,0,batch_2,JAB-3068,65,19
8000,0,batch_2,KME-2780,86,24
8000,0,batch_2,MK2-IN-1,47,13
8000,0,batch_2,MSC1094308,30,8
8000,0,batch_2,N-deshydroxyethyl dasatinib,72,21
8000,0,batch_2,SMARCA ligand 1,107,30
8000,0,batch_2,STC-15,98,28
8000,0,batch_2,STM2457,58,16
8000,0,batch_2,XL019,77,22
8000,0,batch_2,ZF135/MRTX-1719,72,20
8000,0,batch_2,ZM336372,44,12
8000,0,batch_2,aloperine,61,17
8000,0,batch_2,ceritinib,58,17
8000,0,batch_2,cobimetinib,59,17
8000,0,batch_2,derazantinib,62,18
8000,0,batch_2,endoxifen,82,24
8000,0,batch_2,fexagratinib,65,19
8000,0,batch_2,lapatinib,67,19
8000,0,batch_2,momelotinib/CYT387,64,18
8000,0,batch_2,palbociclib,92,26
8000,0,batch_2,rucaparib,80,23
8000,0,batch_2,sorafenib,28,8
8000,0,batch_2,veliparib,66,19
8000,1,batch_1,AZD-3463,179,51
8000,1,batch_1,AZD-7624,173,50
8000,1,batch_1,BAY-293,170,49
8000,1,batch_1,BGT226,86,25
8000,1,batch_1,BMS-509744,171,49
8000,1,batch_1,CP-673451,179,51
8000,1,batch_1,Capmatinib,86,24
8000,1,batch_1,Crizotinib,199,57
8000,1,batch_1,GCN2-IN-7,149,43
8000,1,batch_1,GSK126,161,46
8000,1,batch_1,HTH-01-015,173,50
8000,1,batch_1,IRAK inhibitor 1,162,46
8000,1,batch_1,JAB-3068,175,50
8000,1,batch_1,KME-2780,138,39
8000,1,batch_1,MK2-IN-1,96,28
8000,1,batch_1,MSC1094308,131,37
8000,1,batch_1,N-deshydroxyethyl dasatinib,168,48
8000,1,batch_1,SMARCA ligand 1,191,54
8000,1,batch_1,STC-15,201,57
8000,1,batch_1,STM2457,148,42
8000,1,batch_1,XL019,170,49
8000,1,batch_1,ZF135/MRTX-1719,156,45
8000,1,batch_1,ZM336372,115,33
8000,1,batch_1,aloperine,135,39
8000,1,batch_1,ceritinib,173,50
8000,1,batch_1,cobimetinib,205,59
8000,1,batch_1,derazantinib,177,51
8000,1,batch_1,endoxifen,163,47
8000,1,batch_1,fexagratinib,184,53
8000,1,batch_1,lapatinib,168,48
8000,1,batch_1,momelotinib/CYT387,186,53
8000,1,batch_1,palbociclib,195,56
8000,1,batch_1,rucaparib,190,54
8000,1,batch_1,sorafenib,73,21
8000,1,batch_1,veliparib,170,49
8000,1,batch_2,AZD-3463,45,13
8000,1,batch_2,AZD-7624,91,26
8000,1,batch_2,BAY-293,92,26
8000,1,batch_2,BGT226,38,11
8000,1,batch_2,BMS-509744,57,16
8000,1,batch_2,CP-673451,93,27
8000,1,batch_2,Capmatinib,34,9
8000,1,batch_2,Crizotinib,100,29
8000,1,batch_2,GCN2-IN-7,58,16
8000,1,batch_2,GSK126,93,26
8000,1,batch_2,HTH-01-015,79,23
8000,1,batch_2,IRAK inhibitor 1,84,24
8000,1,batch_2,JAB-3068,65,19
8000,1,batch_2,KME-2780,86,24
8000,1,batch_2,MK2-IN-1,47,13
8000,1,batch_2,MSC1094308,30,8
8000,1,batch_2,N-deshydroxyethyl dasatinib,72,21
8000,1,batch_2,SMARCA ligand 1,107,30
8000,1,batch_2,STC-15,98,28
8000,1,batch_2,STM2457,58,16
8000,1,batch_2,XL019,77,22
8000,1,batch_2,ZF135/MRTX-1719,72,20
8000,1,batch_2,ZM336372,44,12
8000,1,batch_2,aloperine,61,17
8000,1,batch_2,ceritinib,58,17
8000,1,batch_2,cobimetinib,59,17
8000,1,batch_2,derazantinib,62,18
8000,1,batch_2,endoxifen,82,24
8000,1,batch_2,fexagratinib,65,19
8000,1,batch_2,lapatinib,67,19
8000,1,batch_2,momelotinib/CYT387,64,18
8000,1,batch_2,palbociclib,92,26
8000,1,batch_2,rucaparib,80,23
8000,1,batch_2,sorafenib,28,8
8000,1,batch_2,veliparib,66,19
8000,2,batch_1,AZD-3463,179,51
8000,2,batch_1,AZD-7624,173,50
8000,2,batch_1,BAY-293,170,49
8000,2,batch_1,BGT226,86,25
8000,2,batch_1,BMS-509744,171,49
8000,2,batch_1,CP-673451,179,51
8000,2,batch_1,Capmatinib,86,24
8000,2,batch_1,Crizotinib,199,57
8000,2,batch_1,GCN2-IN-7,149,43
8000,2,batch_1,GSK126,161,46
8000,2,batch_1,HTH-01-015,173,50
8000,2,batch_1,IRAK inhibitor 1,162,46
8000,2,batch_1,JAB-3068,175,50
8000,2,batch_1,KME-2780,138,39
8000,2,batch_1,MK2-IN-1,96,28
8000,2,batch_1,MSC1094308,131,37
8000,2,batch_1,N-deshydroxyethyl dasatinib,168,48
8000,2,batch_1,SMARCA ligand 1,191,54
8000,2,batch_1,STC-15,201,57
8000,2,batch_1,STM2457,148,42
8000,2,batch_1,XL019,170,49
8000,2,batch_1,ZF135/MRTX-1719,156,45
8000,2,batch_1,ZM336372,115,33
8000,2,batch_1,aloperine,135,39
8000,2,batch_1,ceritinib,173,50
8000,2,batch_1,cobimetinib,205,59
8000,2,batch_1,derazantinib,177,51
8000,2,batch_1,endoxifen,163,47
8000,2,batch_1,fexagratinib,184,53
8000,2,batch_1,lapatinib,168,48
8000,2,batch_1,momelotinib/CYT387,186,53
8000,2,batch_1,palbociclib,195,56
8000,2,batch_1,rucaparib,190,54
8000,2,batch_1,sorafenib,73,21
8000,2,batch_1,veliparib,170,49
8000,2,batch_2,AZD-3463,45,13
8000,2,batch_2,AZD-7624,91,26
8000,2,batch_2,BAY-293,92,26
8000,2,batch_2,BGT226,38,11
8000,2,batch_2,BMS-509744,57,16
8000,2,batch_2,CP-673451,93,27
8000,2,batch_2,Capmatinib,34,9
8000,2,batch_2,Crizotinib,100,29
8000,2,batch_2,GCN2-IN-7,58,16
8000,2,batch_2,GSK126,93,26
8000,2,batch_2,HTH-01-015,79,23
8000,2,batch_2,IRAK inhibitor 1,84,24
8000,2,batch_2,JAB-3068,65,19
8000,2,batch_2,KME-2780,86,24
8000,2,batch_2,MK2-IN-1,47,13
8000,2,batch_2,MSC1094308,30,8
8000,2,batch_2,N-deshydroxyethyl dasatinib,72,21
8000,2,batch_2,SMARCA ligand 1,107,30
8000,2,batch_2,STC-15,98,28
8000,2,batch_2,STM2457,58,16
8000,2,batch_2,XL019,77,22
8000,2,batch_2,ZF135/MRTX-1719,72,20
8000,2,batch_2,ZM336372,44,12
8000,2,batch_2,aloperine,61,17
8000,2,batch_2,ceritinib,58,17
8000,2,batch_2,cobimetinib,59,17
8000,2,batch_2,derazantinib,62,18
8000,2,batch_2,endoxifen,82,24
8000,2,batch_2,fexagratinib,65,19
8000,2,batch_2,lapatinib,67,19
8000,2,batch_2,momelotinib/CYT387,64,18
8000,2,batch_2,palbociclib,92,26
8000,2,batch_2,rucaparib,80,23
8000,2,batch_2,sorafenib,28,8
8000,2,batch_2,veliparib,66,19
