train_size,replicate,arm,shuffle_index,sample_seed,permutation_seed,test_wells,strata,rna_coordinate,pearson,r2
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D09,0.05939624475589812,-0.18756873684068043
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D10,0.016821945630789842,-0.18887162438182603
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D11,0.01846015405448849,-0.16960181965503174
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D12,0.005778172046963247,-0.19686973433802057
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D13,-0.01269118843119737,-0.20506973037148613
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D14,-0.019531574562565962,-0.23557540700259527
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D15,-0.008167188606990797,-0.22108923260153235
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D16,0.032631311928190014,-0.22801452032695413
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D17,-0.0009966645661616442,-0.22283806452176114
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D18,0.04771877760150788,-0.24240268696862044
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D19,0.0006192066176814379,-0.2111899209946817
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D20,-0.02313308522376418,-0.23720036581248372
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D21,-0.021799989359015018,-0.26471072990930766
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D22,-0.006013548831876405,-0.2332160409023205
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D23,0.05275657441345671,-0.14576697660841798
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D24,-0.004070549258356006,-0.21488177157020827
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D25,0.008502544645338011,-0.22020090359737443
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D26,0.014680222120228485,-0.3083491814412087
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D27,0.04541873282174639,-0.23347765759318895
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D28,-0.04097252738114282,-0.27634988967658747
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D29,0.06519911414381684,-0.1188534058636217
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D30,-0.014081047408206206,-0.25393861255591954
350,0,within_control_batch_shuffle,0,20295915,21295915.0,2287,70,D31,0.09964962066008362,-0.131135908022467
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D00,0.051039333531814425,-0.1716323310697525
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D01,-0.011999541043672875,-0.2557201928235113
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D02,-0.05274490168229462,-0.38778609268479114
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D03,-0.014183494093260654,-0.24293683902835816
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D04,0.032963014016176566,-0.18793608468376344
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D05,0.007479455638246032,-0.187837674685845
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D06,-0.010730172747534978,-0.19533178133145923
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D07,0.0019085824293773935,-0.34738858262435746
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D08,-0.05115483936187022,-0.27432741490257273
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D09,0.05730023118587946,-0.16093602165537968
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D10,0.01350180377687869,-0.256324798943647
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D11,0.02692305283586914,-0.25375499709746374
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D12,-0.028450980780065936,-0.20559050453363192
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D13,0.0337461828865116,-0.21793145530667601
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D14,-0.017404986878802105,-0.3323072199923085
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D15,-0.004810135690757811,-0.22087059078582394
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D16,-0.021896888277980055,-0.2647004580085395
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D17,0.01302421023106476,-0.17126565176154473
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D18,-0.015106442306554247,-0.37078234284900957
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D19,-0.03322548087305544,-0.2677506798889089
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D20,-0.018075667802793165,-0.2998868472259608
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D21,0.03782065332387997,-0.218211757777377
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D22,-0.024460342883182957,-0.28661718629643085
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D23,-0.02331053103517744,-0.2649630643747243
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D24,0.022219415694640754,-0.20473689978854082
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D25,-0.026834604547797465,-0.3184096782506245
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D26,0.048707109490745804,-0.2080045073408534
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D27,-0.03350025670318754,-0.26065875755803547
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D28,-0.061081362881273506,-0.3106673250858971
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D29,0.003946787471683694,-0.23525306148851266
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D30,0.039504956592762444,-0.24942898302731842
350,0,within_control_batch_shuffle,1,20295915,21295916.0,2287,70,D31,0.015374779140644685,-0.2191717726558624
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D00,-0.02611251850627044,-0.24440073052866618
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D01,-0.00038646134364293377,-0.19003538013125598
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D02,-0.03422439786531252,-0.3397698728352492
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D03,0.0176006305653848,-0.1792588330235192
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D04,-0.052495744079503165,-0.3604461291541392
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D05,0.07538140139104223,-0.11861122071042862
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D06,0.024965145003949477,-0.25806229684594584
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D07,0.055778049533236465,-0.14724058973181542
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D08,-0.005251573384911512,-0.220333795569297
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D09,-0.0212967411657496,-0.2353562374515954
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D10,-0.006160064332500646,-0.2679144773992128
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D11,-0.028086467480570067,-0.2477137486465204
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D12,0.00755435234561493,-0.20376909287575096
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D13,-0.06532525286146583,-0.2419609047333806
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D14,-0.03990479976747727,-0.27748770850160254
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D15,0.02640479762423158,-0.2906342563156725
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D16,0.019468818769143158,-0.25763055926126555
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D17,0.03999427835737262,-0.15046285242279
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D18,0.0023545431989089143,-0.24874259706664037
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D19,-0.015394998293979974,-0.17456470957699666
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D20,0.026147234246989292,-0.23556310598119645
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D21,-0.06787975881242998,-0.35830011664973815
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D22,-0.01815674478219824,-0.3100700564584744
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D23,0.00917979964942413,-0.24756032397822203
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D24,-0.05473940144316591,-0.31515515582411546
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D25,-0.015303201885789975,-0.23359502497392315
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D26,-0.007908972675798754,-0.3355427932521493
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D27,-0.027494976517889496,-0.2889796835166212
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D28,-0.010474424265459352,-0.24105443363956858
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D29,-0.08923594553171492,-0.33260205658341024
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D30,-0.03770696500788112,-0.2584695443108702
350,0,within_control_batch_shuffle,2,20295915,21295917.0,2287,70,D31,-0.05402591316717837,-0.3081819045305718
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D00,0.0025167402390716283,-0.3276488575071712
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D01,0.008223668579829863,-0.18328318387113463
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D02,0.07021841096984555,-0.19823596375814034
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D03,0.004326207527361467,-0.16744203880953945
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D04,0.034764520018742015,-0.27573925784478837
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D05,0.006180157603621936,-0.2419396256291788
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D06,0.007228847606391381,-0.253625789515443
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D07,0.05939832240356133,-0.1361202956725447
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D08,-0.044858092211812896,-0.27352174755574943
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D09,0.031203721671909622,-0.1586281479949403
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D10,0.05512908573651605,-0.21238151511143655
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D11,-0.012206039449113826,-0.2471855033154573
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D12,0.017680779731467495,-0.2391085130307502
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D13,0.07360341021383088,-0.17680655081158037
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D14,-0.021195830263302406,-0.31957933006987616
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D15,0.05658774562320534,-0.1758649371046348
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D16,0.030499820839221915,-0.18476973654840112
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D17,0.01655674591542441,-0.17909718764847304
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D18,-0.046545318728855874,-0.3590164946474965
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D19,0.006608108080985216,-0.23122228407555934
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D20,0.02936366873564843,-0.20095931241027598
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D21,0.003657161810773553,-0.2572412678795062
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D22,0.049714555061779374,-0.21121953042399455
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D23,0.045314359537917806,-0.22102210895745444
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D24,-0.022914698365044225,-0.2840335371794005
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D25,0.01650355651501819,-0.2251129333075037
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D26,0.04682323629941261,-0.18351063678653046
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D27,0.022266755556375823,-0.3273680862888193
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D28,0.006498482777443517,-0.23196580737139816
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D29,0.06114118216205295,-0.20952544698681574
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D30,-0.02088696464805301,-0.3227816845755911
350,0,within_control_batch_shuffle,3,20295915,21295918.0,2287,70,D31,0.015756410471684867,-0.2501968067082292
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D00,0.027903223978402752,-0.1863079322364769
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D01,-0.006495284268414081,-0.24735269687072203
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D02,-0.004501916568992154,-0.2039971706161654
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D03,-0.004507926751382836,-0.1935124181696406
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D04,0.006078936682424659,-0.29519822527168804
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D05,0.024576782250101965,-0.2034978871160995
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D06,0.03145154922089617,-0.20883422389381967
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D07,0.01610437106744321,-0.26746865440468337
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D08,0.008974532194525587,-0.20243811239378973
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D09,-0.009497041631687141,-0.22179194691844928
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D10,-0.004522940445030973,-0.2728728586073652
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D11,-0.008205303887766476,-0.17832182274292085
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D12,0.04783576283548137,-0.16362273591582932
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D13,-0.04550398857511762,-0.2966243733127789
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D14,-0.04016125072957006,-0.3183054696483443
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D15,-0.02463273172683537,-0.3215365601160287
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D16,-0.019496637267573502,-0.24681330617966069
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D17,0.030679617327050265,-0.2256577853605879
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D18,0.04995196531284044,-0.2015289895979231
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D19,0.0033008822125109747,-0.20767791432510108
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D20,-0.048893787215638466,-0.19841860827080127
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D21,-0.04623709345108369,-0.2903108559713481
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D22,0.028580280442808463,-0.24776121117557937
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D23,0.032952507016126904,-0.16506071405992517
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D24,0.04908933462842695,-0.19016257884286802
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D25,-0.013811581874505796,-0.33172313566445255
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D26,0.006477498789529575,-0.18902486772996596
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D27,0.04675340833670626,-0.25873284767987315
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D28,-0.018207583130436095,-0.25035662678584436
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D29,0.0013500583413377598,-0.2765173781025283
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D30,0.04566074442525708,-0.25851847282245055
350,0,within_control_batch_shuffle,4,20295915,21295919.0,2287,70,D31,0.01115678201503186,-0.29229285624123835
350,1,exact_pair,-1,20295916,,2287,70,D00,0.06162402395083571,-0.18185070394436753
350,1,exact_pair,-1,20295916,,2287,70,D01,0.026509211833118787,-0.24740748109247312
350,1,exact_pair,-1,20295916,,2287,70,D02,0.00742143327843409,-0.31116201051944725
350,1,exact_pair,-1,20295916,,2287,70,D03,-0.02567464013150479,-0.20691929346333704
350,1,exact_pair,-1,20295916,,2287,70,D04,-0.02264510773063213,-0.28689470857318655
350,1,exact_pair,-1,20295916,,2287,70,D05,0.13213507049631226,-0.25093467217202314
350,1,exact_pair,-1,20295916,,2287,70,D06,0.01289189319931777,-0.1941587846226358
350,1,exact_pair,-1,20295916,,2287,70,D07,0.07187605461107761,-0.24656851267467728
350,1,exact_pair,-1,20295916,,2287,70,D08,0.07882681604423883,-0.2540317286238105
350,1,exact_pair,-1,20295916,,2287,70,D09,-0.020294199460591425,-0.323390219906055
350,1,exact_pair,-1,20295916,,2287,70,D10,0.006273199921170841,-0.22583664493765165
350,1,exact_pair,-1,20295916,,2287,70,D11,0.02616327418044939,-0.20985364878392243
350,1,exact_pair,-1,20295916,,2287,70,D12,0.0011675058113694062,-0.28609681471627657
350,1,exact_pair,-1,20295916,,2287,70,D13,0.14138786359846808,-0.14001831338720194
350,1,exact_pair,-1,20295916,,2287,70,D14,-0.019122599169130935,-0.33707799591928067
350,1,exact_pair,-1,20295916,,2287,70,D15,0.040954215858652936,-0.23760054812207887
350,1,exact_pair,-1,20295916,,2287,70,D16,0.038013227686816135,-0.23472897785052282
350,1,exact_pair,-1,20295916,,2287,70,D17,-0.0339813771258728,-0.2367665180678482
350,1,exact_pair,-1,20295916,,2287,70,D18,0.033457497548375556,-0.3367753916039635
350,1,exact_pair,-1,20295916,,2287,70,D19,0.03493812385677576,-0.20749583902324686
350,1,exact_pair,-1,20295916,,2287,70,D20,-0.0010953524956090561,-0.2655766964478634
350,1,exact_pair,-1,20295916,,2287,70,D21,0.11309444624190623,-0.13866585502373052
350,1,exact_pair,-1,20295916,,2287,70,D22,0.04247869764673635,-0.20773585119425442
350,1,exact_pair,-1,20295916,,2287,70,D23,0.1210216603187692,-0.13813589366053836
350,1,exact_pair,-1,20295916,,2287,70,D24,0.09533135844200143,-0.21628113749433298
350,1,exact_pair,-1,20295916,,2287,70,D25,0.15303602841411432,-0.10788184275376134
350,1,exact_pair,-1,20295916,,2287,70,D26,0.03193846674236028,-0.19674789624617173
350,1,exact_pair,-1,20295916,,2287,70,D27,-0.00028304940029449054,-0.2551275758046454
350,1,exact_pair,-1,20295916,,2287,70,D28,0.025110199712223644,-0.29257066821710276
350,1,exact_pair,-1,20295916,,2287,70,D29,0.024423038672944812,-0.2637232928273172
350,1,exact_pair,-1,20295916,,2287,70,D30,0.06900109226535549,-0.2741638507342017
350,1,exact_pair,-1,20295916,,2287,70,D31,0.029986425693176517,-0.15968954806612623
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D00,0.01076572912968048,-0.2378181497415972
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D01,-0.03052624453794592,-0.30531043658310564
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D02,-0.06286018648228642,-0.4603841045046291
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D03,0.049181337955082026,-0.18119391186185263
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D04,-0.037846847913324023,-0.304779369525245
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D05,-0.029524104268108708,-0.23702856173744946
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D06,0.018282523996547537,-0.14509845393049625
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D07,-0.030658266721386235,-0.3265432454389532
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D08,0.0029170601685692727,-0.234860103037821
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D09,-0.017148456605382303,-0.2985650219014815
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D10,-0.035933407364174476,-0.25700565974245504
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D11,-0.023805982201024343,-0.2845137368412791
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D12,-0.02487345823729607,-0.3030997243797475
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D13,0.015630018208866534,-0.1932066014603373
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D14,-0.010296338318468233,-0.2539942767289207
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D15,-0.010206201147020554,-0.2226623736805884
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D16,-0.016411259245978704,-0.19603525284534773
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D17,-0.02574391853157544,-0.23553050585547175
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D18,-0.005514650704327967,-0.28627561303654225
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D19,0.07846082711168882,-0.16086704044902733
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D20,0.03380627646059256,-0.2034452203007726
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D21,-0.026985628422173873,-0.19142640127941202
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D22,0.017558239751243824,-0.17028985824093157
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D23,-0.0661725650945492,-0.27154656884949
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D24,-0.023244135115809233,-0.29329826795487945
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D25,0.060517455714983494,-0.14350255133259138
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D26,-0.04395948376651627,-0.35926845778769434
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D27,0.010722964024462803,-0.25472715876411645
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D28,-0.010178877872117582,-0.24434113169738336
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D29,-0.056562574226876695,-0.21390688328074736
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D30,-0.04228521458302672,-0.3158690409163911
350,1,within_control_batch_shuffle,0,20295916,21295916.0,2287,70,D31,0.0434239530758557,-0.15114806903015499
350,1,within_control_batch_shuffle,1,20295916,21295917.0,2287,70,D00,-0.050256482416421173,-0.30092350287136704
350,1,within_control_batch_shuffle,1,20295916,21295917.0,2287,70,D01,-0.03955017362711139,-0.31315712136324336
350,1,within_control_batch_shuffle,1,20295916,21295917.0,2287,70,D02,0.007569913829804801,-0.33773657123501066
350,1,within_control_batch_shuffle,1,20295916,21295917.0,2287,70,D03,0.012958771369093356,-0.21205380858661527
350,1,within_control_batch_shuffle,1,20295916,21295917.0,2287,70,D04,0.014562284306136944,-0.26466541427017054
350,1,within_control_batch_shuffle,1,20295916,21295917.0,2287,70,D05,0.017164340326869643,-0.2113420137596249
