train_size,replicate,arm,shuffle_index,sample_seed,permutation_seed,test_wells,strata,rna_coordinate,pearson,r2
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D15,-0.01471386746089051,-0.2500745598848282
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D16,0.03216132447254852,-0.183464735560384
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D17,0.008527696191246707,-0.2997365651250563
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D18,0.0038771614434763434,-0.23651354709430228
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D19,0.030344730841538447,-0.28199183388542814
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D20,0.017899397943466108,-0.13525150514289708
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D21,-0.08279495719242494,-0.2575326365586261
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D22,-0.022389855568265258,-0.32883838018596334
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D23,0.015923057411343325,-0.17735111111097202
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D24,0.04661885504013004,-0.25849946780329014
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D25,-0.02277555585300866,-0.22138031561329097
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D26,-0.08840657986057515,-0.2940532166949519
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D27,0.013974416271403589,-0.20913380179728813
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D28,-0.004280776585159079,-0.22767969576520497
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D29,0.002921136604824574,-0.2039838755948571
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D30,0.007433572195250019,-0.3271394306444495
350,2,within_control_batch_shuffle,3,20295917,21295920.0,2287,70,D31,-0.06142895943854144,-0.3113654857665673
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D00,-0.005310291904269321,-0.3150073767291519
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D01,0.0231640900020901,-0.21918318291012695
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D02,-0.1038031751917779,-0.33969962300057666
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D03,-0.0475763530851673,-0.29560042243037166
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D04,0.03896394022613864,-0.1367465973114621
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D05,0.07296724661165462,-0.24504760589890573
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D06,-0.024606300598968966,-0.235259246697046
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D07,0.03904400001180038,-0.20336018921511645
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D08,0.0036858180872768537,-0.2531023005236619
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D09,0.005567330145669778,-0.23625940587676109
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D10,0.009170286798295615,-0.20774827393500428
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D11,-0.030985539700729127,-0.2383210128119524
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D12,-0.03955303281587842,-0.21686529014213307
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D13,0.006635778564848299,-0.20813435843762673
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D14,0.034515899168943154,-0.1981117293145156
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D15,-0.07135242308194778,-0.3479792283248093
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D16,0.019594324636724225,-0.2129554379965244
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D17,-0.012864508384011767,-0.3449767249008533
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D18,-0.02410361323126133,-0.3101524597739125
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D19,-0.0047512179088846935,-0.2502031850839146
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D20,-0.022830354727674817,-0.23578616679826658
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D21,0.008300440767955192,-0.23406700542060577
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D22,-0.000677639531479634,-0.2615102257803108
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D23,0.0003491015603342767,-0.22665402696828774
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D24,0.05652154740626212,-0.235787506257207
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D25,-0.021388736156198386,-0.2590376523365081
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D26,-0.03521991735067113,-0.31796964262085115
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D27,-0.05895982123909735,-0.36483736809936906
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D28,-0.04316147287627142,-0.3421132274831604
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D29,-0.03921248787862439,-0.3265502849758932
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D30,-0.029639817681246346,-0.33137870494248745
350,2,within_control_batch_shuffle,4,20295917,21295921.0,2287,70,D31,-0.044545732893742467,-0.3440672796456359
1000,0,exact_pair,-1,20360915,,2287,70,D00,0.07874244512971897,-0.06859777632318731
1000,0,exact_pair,-1,20360915,,2287,70,D01,0.0218995179673222,-0.15011141695350783
1000,0,exact_pair,-1,20360915,,2287,70,D02,0.06309939687274121,-0.1403292670893328
1000,0,exact_pair,-1,20360915,,2287,70,D03,0.06100695564370263,-0.09250325368001988
1000,0,exact_pair,-1,20360915,,2287,70,D04,0.044406644911185525,-0.09253497973334524
1000,0,exact_pair,-1,20360915,,2287,70,D05,0.24570646831269266,-0.011366407597283024
1000,0,exact_pair,-1,20360915,,2287,70,D06,0.01707620508057976,-0.12668251754080262
1000,0,exact_pair,-1,20360915,,2287,70,D07,0.07026565220708578,-0.08596105679568522
1000,0,exact_pair,-1,20360915,,2287,70,D08,0.07984371967078335,-0.0941085000526416
1000,0,exact_pair,-1,20360915,,2287,70,D09,0.06233703880657514,-0.05942946275412608
1000,0,exact_pair,-1,20360915,,2287,70,D10,0.01763360759165152,-0.12381306983006524
1000,0,exact_pair,-1,20360915,,2287,70,D11,0.016057393295858924,-0.12918330221924101
1000,0,exact_pair,-1,20360915,,2287,70,D12,0.04052160953087902,-0.11230859184761144
1000,0,exact_pair,-1,20360915,,2287,70,D13,0.06747392653753817,-0.09219884332496031
1000,0,exact_pair,-1,20360915,,2287,70,D14,0.06364358990536706,-0.08752708291352973
1000,0,exact_pair,-1,20360915,,2287,70,D15,0.02613845138468634,-0.13837494465049738
1000,0,exact_pair,-1,20360915,,2287,70,D16,-0.0012248370179214398,-0.1588140409490566
1000,0,exact_pair,-1,20360915,,2287,70,D17,0.008894987924294476,-0.10346430701172271
1000,0,exact_pair,-1,20360915,,2287,70,D18,0.135177542245375,-0.06568115962150767
1000,0,exact_pair,-1,20360915,,2287,70,D19,0.03420074004645568,-0.10845457575029926
1000,0,exact_pair,-1,20360915,,2287,70,D20,-0.03359809328425491,-0.2206491447348149
1000,0,exact_pair,-1,20360915,,2287,70,D21,0.1769807958377673,-0.03303943798633591
1000,0,exact_pair,-1,20360915,,2287,70,D22,0.0778164448123801,-0.13454138964872397
1000,0,exact_pair,-1,20360915,,2287,70,D23,0.1342077824066256,-0.0640738056094623
1000,0,exact_pair,-1,20360915,,2287,70,D24,0.18507696837781695,-0.02608843391943827
1000,0,exact_pair,-1,20360915,,2287,70,D25,0.1752248689020875,-0.029432434312504974
1000,0,exact_pair,-1,20360915,,2287,70,D26,0.042502889945788866,-0.1091751274946986
1000,0,exact_pair,-1,20360915,,2287,70,D27,0.009352709800696888,-0.11521075023228322
1000,0,exact_pair,-1,20360915,,2287,70,D28,0.04032108714474461,-0.10662629397716761
1000,0,exact_pair,-1,20360915,,2287,70,D29,0.09098626318673782,-0.08996812610509286
1000,0,exact_pair,-1,20360915,,2287,70,D30,0.12049676935334364,-0.08208168796904536
1000,0,exact_pair,-1,20360915,,2287,70,D31,0.14103781936962553,-0.05402911415229461
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D00,-0.016548200494863535,-0.14677893329943048
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D01,0.022001564162065092,-0.1163860250147073
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D02,0.07193139093631717,-0.07970044964287548
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D03,-0.018545609658591162,-0.11001834326403714
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D04,0.04229908087717951,-0.09779854120269027
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D05,-0.0275176408415538,-0.16197267878192023
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D06,-0.008346721261459043,-0.10306738994722986
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D07,-0.014734815903083056,-0.12859628893521724
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D08,0.00513129733465612,-0.10175065891696766
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D09,-0.01124951548112411,-0.11935341756035012
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D10,-0.011992820421249373,-0.12290190332517748
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D11,-0.0037927840512026506,-0.13603864251582576
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D12,0.04010172773463958,-0.101729492475227
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D13,-0.03905529206767585,-0.144563914128375
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D14,0.037756773443392455,-0.08871582601187766
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D15,-0.016855926198164298,-0.1694278446170605
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D16,-0.020007452568455673,-0.13492696643628932
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D17,0.0038332934636616475,-0.11320771389181283
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D18,-0.01503729765904308,-0.12608765685978174
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D19,-0.02532978256755464,-0.11450507034114432
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D20,-0.012796685287518124,-0.12808986961056723
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D21,0.02654853507650461,-0.08960111397445014
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D22,-0.026465537368436043,-0.15470517601282796
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D23,0.02572849731015002,-0.11071153934077671
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D24,-0.026214259752459702,-0.17727076910676143
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D25,-0.0019320484990099608,-0.114667499753635
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D26,-0.028033077261296165,-0.13073859857656078
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D27,0.03694899832299928,-0.12305558918356385
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D28,0.01917737286209147,-0.0992578928639225
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D29,0.0364181770991842,-0.09454218013212623
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D30,0.0270472217883976,-0.12566046184206758
1000,0,within_control_batch_shuffle,0,20360915,21360915.0,2287,70,D31,0.03499928970913913,-0.07825388885692552
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D00,0.016428367585695925,-0.10388333012915352
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D01,0.045007363973084184,-0.08367019991851254
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D02,-0.02793818080773176,-0.1620592695757881
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D03,-0.0011255818469321068,-0.11396050031972926
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D04,0.03322718639401361,-0.08607885267574256
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D05,-0.05108707557836321,-0.15460473368525585
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D06,-0.01129759595692442,-0.13050058633134798
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D07,-0.02126826793168017,-0.13049720014946797
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D08,0.03543851986906234,-0.0829004665650972
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D09,0.0086143009818417,-0.08749651254835977
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D10,-0.03790108277069603,-0.15555715089102895
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D11,-0.028934139052341695,-0.15196140622967902
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D12,0.003526343880530148,-0.11644227213423486
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D13,0.05845304042365783,-0.08083250624577443
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D14,-0.0013570002605972364,-0.10731293395231711
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D15,-0.02449736119223902,-0.13698070697284748
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D16,-0.023322452714687757,-0.1462231355353607
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D17,-0.0014477550712995383,-0.1432652735271538
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D18,-0.0007768478989590265,-0.12432516936384674
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D19,0.032211681252648255,-0.09557665605111443
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D20,-0.05152124633540584,-0.16649696980916806
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D21,-0.009372146022771298,-0.10976785765215746
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D22,0.0547095011994576,-0.08295776940494881
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D23,0.016270974778387796,-0.11711594722270235
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D24,-0.032927672556247546,-0.16723170915745955
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D25,0.004433537356095803,-0.09983559005957021
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D26,-0.004840558990708236,-0.12799160077630134
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D27,-0.03128658188129243,-0.1835569803110293
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D28,-0.04232679722305768,-0.1470921239693872
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D29,0.06260904367912398,-0.08157423731258184
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D30,-0.0046598530462801015,-0.14458363954752285
1000,0,within_control_batch_shuffle,1,20360915,21360916.0,2287,70,D31,0.04437771228157147,-0.09239446882170044
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D00,-0.011447973969478113,-0.12213214596997313
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D01,0.014891103036126844,-0.09657865092470197
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D02,-0.010088012952333247,-0.1526015352592689
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D03,0.02899285628427389,-0.07570649144365982
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D04,0.016871593412070427,-0.08046730881454778
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D05,0.03114988248742386,-0.09230620363749575
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D06,0.008863863749373415,-0.12449288028774341
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D07,0.013207913630760404,-0.10757329552990913
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D08,0.007170581656276154,-0.12784978507768074
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D09,-0.017183957934972884,-0.11422577422393854
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D10,-0.018687205299160507,-0.14116229545741232
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D11,0.0451109233765258,-0.10454715926880498
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D12,-0.06181532583907251,-0.15862829646930865
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D13,0.010249790170707767,-0.1326254207397659
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D14,0.011270120357842207,-0.09223943050472316
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D15,0.029660710998615503,-0.11057436555071654
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D16,-0.0020679329795935866,-0.13362679817086787
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D17,-0.03539295577923062,-0.14734916515469365
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D18,0.015461305280220557,-0.12710908547057542
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D19,0.018486670737908162,-0.1016068120354996
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D20,0.026621396094329522,-0.09706342285136893
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D21,0.0638663138016354,-0.0618868786670046
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D22,-0.025038132542013824,-0.16223297258072278
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D23,0.08289495304503215,-0.07986210194641452
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D24,-0.0010938091563096046,-0.15375022851532472
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D25,0.04747824772511254,-0.08237593717114855
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D26,-0.026411331752331332,-0.14878513703075424
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D27,0.013811306409275562,-0.10607922879000187
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D28,0.008779851156143475,-0.10408021865618733
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D29,-0.014446048497621931,-0.11872556321161665
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D30,0.028863073447390183,-0.16629331210025944
1000,0,within_control_batch_shuffle,2,20360915,21360917.0,2287,70,D31,0.00018772224722724955,-0.11116621787928227
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D00,0.02139501850917103,-0.09389551133207852
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D01,-0.01018166681237335,-0.1657102239235857
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D02,-0.009988324179749977,-0.16412323441175536
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D03,0.005498036300567671,-0.1040866177931512
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D04,-0.016940344558383856,-0.1084913101284477
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D05,-0.010941725930542967,-0.12252809196024184
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D06,0.04781908178807943,-0.09658876073810041
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D07,-0.009798413490922109,-0.10336157890978215
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D08,0.028794813249459282,-0.08782836753965051
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D09,0.006951811090198235,-0.0956621192525291
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D10,0.03372855210273762,-0.09411421457526536
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D11,-0.02814930921213538,-0.1435954875472818
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D12,0.008595528108679872,-0.13075369713512575
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D13,-0.0222744220215617,-0.14079017679001193
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D14,0.02574927693507624,-0.08330774971933286
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D15,-0.017130391539510282,-0.14967043089036425
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D16,-0.028402907570623734,-0.18056700865433717
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D17,-0.016807393801881544,-0.12439874984271992
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D18,-0.03776692810679715,-0.16236383643236985
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D19,0.013512707454770007,-0.09109819266628394
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D20,0.01378670340277582,-0.13198873241912756
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D21,-0.007847414223654566,-0.1113059393297331
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D22,0.026315962505187935,-0.12066715566338582
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D23,-0.002260589105538007,-0.14672106645518657
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D24,-0.057385792527591545,-0.1755662366590034
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D25,0.013540202020074325,-0.1247955955601121
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D26,0.013133545930365451,-0.15019892354355924
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D27,0.03168905460138038,-0.11031121943558109
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D28,-0.01871280588580743,-0.12093483024010077
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D29,0.0003991510363818801,-0.12428514008174041
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D30,0.07095258785525979,-0.10765086226242593
1000,0,within_control_batch_shuffle,3,20360915,21360918.0,2287,70,D31,-0.03833918692558035,-0.11127624393959623
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D00,0.0015345219949506254,-0.1271198616215301
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D01,-0.019438678492939985,-0.16815368493052008
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D02,-0.02988121095928938,-0.15816754028416513
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D03,-0.043367443387530645,-0.15416272310441248
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D04,0.02342371447128456,-0.0975909374582522
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D05,-0.016976661824795587,-0.12262722659212466
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D06,-0.014723162736418922,-0.14149645991272752
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D07,0.008464677538110577,-0.09795883951279372
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D08,-0.01683158467152423,-0.1571877925541092
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D09,0.015267044099595577,-0.10901311729134444
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D10,-0.01156833237300712,-0.12735183543779738
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D11,-0.007236800820151488,-0.12806955959143385
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D12,0.05191650791505927,-0.07164692833243458
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D13,-0.01688271531353629,-0.173773723789433
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D14,-0.01569075671110234,-0.10789353329247375
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D15,-0.04401075044275213,-0.15035308852650986
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D16,0.035635837453511794,-0.08205778718450008
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D17,-0.017709714750056282,-0.11770277563351494
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D18,0.02392038745921246,-0.12051608715377116
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D19,-0.014206795217359226,-0.1100020769291723
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D20,0.012118693046921604,-0.12002249869694159
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D21,0.04979196106220477,-0.06932853808069162
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D22,0.04721591166381844,-0.11608014646903042
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D23,-0.03158332739013884,-0.135323029341204
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D24,-0.025682879569625932,-0.1419134539335145
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D25,0.008911086384195714,-0.1259688375595569
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D26,-0.03031271847136868,-0.13759601003529331
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D27,0.03977257031064016,-0.08358206153535552
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D28,-0.032794705535433746,-0.14141926544731898
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D29,0.0195605641939669,-0.12805311724715196
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D30,-0.006776015696605496,-0.1406916706016459
1000,0,within_control_batch_shuffle,4,20360915,21360919.0,2287,70,D31,-0.02281915740316589,-0.14708559818083589
1000,1,exact_pair,-1,20360916,,2287,70,D00,0.07222611697262439,-0.07497810080358525
1000,1,exact_pair,-1,20360916,,2287,70,D01,0.05336705587629051,-0.09497741925411929
1000,1,exact_pair,-1,20360916,,2287,70,D02,0.09034230429858764,-0.1152069631024919
1000,1,exact_pair,-1,20360916,,2287,70,D03,0.06616102568595501,-0.08382387786534173
1000,1,exact_pair,-1,20360916,,2287,70,D04,0.03435156457713382,-0.08289145646100526
1000,1,exact_pair,-1,20360916,,2287,70,D05,0.24889148828725652,0.021078473065595515
1000,1,exact_pair,-1,20360916,,2287,70,D06,0.045267762702906555,-0.09920515084251713
1000,1,exact_pair,-1,20360916,,2287,70,D07,0.06238381806532033,-0.09850900101347415
1000,1,exact_pair,-1,20360916,,2287,70,D08,0.07704437839416839,-0.08044179171016674
1000,1,exact_pair,-1,20360916,,2287,70,D09,0.08501446401400851,-0.06781977956708185
1000,1,exact_pair,-1,20360916,,2287,70,D10,0.021305842521765542,-0.13790916080607918
1000,1,exact_pair,-1,20360916,,2287,70,D11,0.07123653196811251,-0.0963901599319732
1000,1,exact_pair,-1,20360916,,2287,70,D12,0.06445521835747298,-0.07109652765938912
1000,1,exact_pair,-1,20360916,,2287,70,D13,0.10596214419621086,-0.0520980856000961
1000,1,exact_pair,-1,20360916,,2287,70,D14,0.07273114382585451,-0.07960748913779425
