public_compound_id,control_name,initiating_targets,moa_class,source_url,source_doi,evidence_type
CPD_780406670572,MSC1094308,VCP;VPS4B,AAA_ATPase_inhibitor,https://pubmed.ncbi.nlm.nih.gov/29271116/,10.1002/anie.201711429,Primary biochemical and mechanistic characterization
