public_compound_id,hdf5_dim_0_index,n_cells,distance_to_own_marker_median,p21_cell_mean,phalloidin_cell_mean,dapi_cell_mean,p62_cell_mean
CPD_834100682076,2208,5,0.49170974721621974,49.28297805786133,81.75996398925781,41.0921516418457,63.909122467041016
CPD_834100682076,2374,5,0.6654801404989787,44.492244720458984,65.71350860595703,27.248018264770508,58.97531509399414
CPD_834100682076,6826,9,0.6627842986332698,54.69947814941406,106.45643615722656,31.917301177978516,73.10496520996094
CPD_984699400763,5724,4,5.216036645373957,40.95981979370117,4.170336723327637,8.727094650268555,28.181535720825195
CPD_984699400763,9606,3,1.116462445531304,47.31354522705078,145.75668334960938,55.08708572387695,139.0561065673828
CPD_984699400763,9607,4,0.0,42.628604888916016,128.68685913085938,46.280757904052734,91.97537231445312
