target_gene,n_compounds_hit,hub_frac,hub_flag
DCLRE1C,354,0.0021717658173876233,specific
DCN,511,0.0031349500923307217,frequent
DCP1A,613,0.003760713124459359,frequent
DCP1B,714,0.0043803412249004605,frequent
DCP2,2617,0.01605511622628082,hub_generic_stress
DCPS,829,0.005085858368967061,frequent
DCST1,98,0.0006012233053784946,specific
DCST2,1288,0.00790179201354593,frequent
DCSTAMP,378,0.002319004177888479,specific
DCT,340,0.002085876773762124,specific
DCTD,348,0.0021349562272624093,specific
DCTN1,320,0.0019631781400114108,specific
DCTN2,92,0.0005644137152532807,specific
DCTN3,277,0.0016993760774473776,specific
DCTN4,94,0.000576683578628352,specific
DCTN5,243,0.0014907884000711653,specific
DCTN6,129,0.0007914061876921001,specific
DCTPP1,380,0.0023312740412635507,specific
DCUN1D1,568,0.0034846411985202546,frequent
DCUN1D2,298,0.0018282096428856264,specific
DCUN1D3,383,0.0023496788363261576,specific
DCUN1D4,271,0.0016625664873221636,specific
DCUN1D5,1305,0.008006085852234035,frequent
DCX,604,0.0037054987392715383,frequent
DCXR,131,0.0008036760510671713,specific
DDA1,1091,0.006693210471101404,frequent
DDAH1,566,0.003472371335145183,frequent
DDAH2,697,0.0042760473862123545,frequent
DDB1,187,0.0011472322255691684,specific
DDB2,318,0.0019509082766363396,specific
DDC,220,0.001349684971257845,specific
DDHD1,333,0.0020429322519493745,specific
DDHD2,380,0.0023312740412635507,specific
DDI1,284,0.0017423205992601273,specific
DDI2,273,0.001674836350697235,specific
DDIAS,612,0.0037545781927718234,frequent
DDIT3,296,0.0018159397795105552,specific
DDIT4,1056,0.006478487862037656,frequent
DDIT4L,56,0.0003435561745019969,specific
DDN,264,0.001619621965509414,specific
DDO,203,0.0012453911325697388,specific
DDOST,757,0.004644143287464494,frequent
DDR1,175,0.0010736130453187405,specific
DDR2,512,0.0031410850240182575,frequent
DDRGK1,1738,0.010662511272936976,hub_generic_stress
DDT,512,0.0031410850240182575,frequent
DDTL,479,0.002938632278329581,specific
DDX1,388,0.002380353494763836,specific
DDX10,2747,0.016852657345660455,hub_generic_stress
DDX11,152,0.0009325096165054202,specific
DDX17,1021,0.0062637652529739084,frequent
DDX18,1453,0.008914055741989313,frequent
DDX19A,379,0.002325139109576015,specific
DDX19B,286,0.0017545904626351985,specific
DDX20,2031,0.012460046257384925,hub_generic_stress
DDX21,1089,0.006680940607726333,frequent
DDX23,5746,0.0352513174765799,hub_generic_stress
DDX24,922,0.005656407015907878,frequent
DDX25,192,0.0011779068840068465,specific
DDX27,577,0.0035398555837080755,frequent
DDX28,405,0.002484647333451942,specific
DDX31,158,0.0009693192066306342,specific
DDX39A,354,0.0021717658173876233,specific
DDX39B,367,0.002251519929325587,specific
DDX3X,1470,0.00901834958067742,frequent
DDX3Y,235,0.00144170894657088,specific
DDX4,182,0.00111655756713149,specific
DDX41,10515,0.06450880669443745,hub_generic_stress
DDX42,410,0.0025153219918896204,specific
DDX43,938,0.005754565922908448,frequent
DDX46,2407,0.014766780571898333,hub_generic_stress
DDX47,2129,0.013061269562763418,hub_generic_stress
DDX49,141,0.000865025367942528,specific
DDX5,2631,0.01614100526990632,hub_generic_stress
DDX50,338,0.002073606910387053,specific
DDX51,401,0.0024601076067017995,specific
DDX52,931,0.005711621401095698,frequent
DDX53,195,0.0011963116790694535,specific
DDX54,301,0.0018466144379482333,specific
DDX55,1105,0.006779099514726904,frequent
DDX56,649,0.003981570665210643,frequent
DDX59,1173,0.007196274869479329,frequent
DDX6,5692,0.034920031165452975,hub_generic_stress
DDX60,451,0.0027668541910785822,specific
DDX60L,621,0.0038097925779596443,frequent
DEAF1,256,0.0015705425120091287,specific
DECR1,544,0.003337402838019399,frequent
DECR2,406,0.0024907822651394776,specific
DEDD,575,0.003527585720333004,frequent
DEDD2,229,0.001404899356445666,specific
DEF6,279,0.001711645940822449,specific
DEF8,691,0.0042392377960871405,frequent
DEFA1,927,0.005687081674345556,frequent
DEFA3,715,0.004386476156587996,frequent
DEFA4,181,0.0011104226354439544,specific
DEFA5,190,0.0011656370206317753,specific
DEFA6,1047,0.006423273476849835,frequent
DEFB1,466,0.002858878166391617,specific
DEFB103A,426,0.002613480898890191,specific
DEFB103B,212,0.0013006055177575597,specific
DEFB104A,396,0.002429432948264121,specific
DEFB104B,1396,0.00856436463579978,frequent
DEFB106A,280,0.0017177808725099845,specific
DEFB106B,308,0.001889558959760983,specific
DEFB110,248,0.0015214630585088434,specific
DEFB112,390,0.002392623358138907,specific
DEFB113,153,0.0009386445481929559,specific
DEFB114,317,0.001944773344948804,specific
DEFB115,393,0.002411028153201514,specific
DEFB116,239,0.0014662486733210225,specific
DEFB118,164,0.0010061287967558482,specific
DEFB119,269,0.0016502966239470924,specific
DEFB121,583,0.0035766651738332895,frequent
DEFB123,186,0.0011410972938816326,specific
DEFB124,678,0.004159483684149177,frequent
DEFB125,170,0.001042938386881062,specific
DEFB126,312,0.0019140986865111257,specific
DEFB127,98,0.0006012233053784946,specific
DEFB128,162,0.0009938589333807768,specific
DEFB129,131,0.0008036760510671713,specific
DEFB130A,269,0.0016502966239470924,specific
DEFB131A,247,0.0015153281268213078,specific
DEFB131B,806,0.004944754940153741,frequent
DEFB132,201,0.0012331212691946674,specific
DEFB134,344,0.002110416500512267,specific
DEFB135,141,0.000865025367942528,specific
DEFB136,53,0.00032515137943938993,specific
DEFB4A,180,0.0011042877037564186,specific
DEFB4B,212,0.0013006055177575597,specific
DEGS1,275,0.0016871062140723064,specific
DEGS2,542,0.0033251329746443272,frequent
DEK,472,0.002895687756516831,specific
DELE1,296,0.0018159397795105552,specific
DELEC1,279,0.001711645940822449,specific
DENND10,253,0.0015521377169465218,specific
DENND11,289,0.0017729952576978055,specific
DENND1A,641,0.003932491211710357,frequent
DENND1B,420,0.0025766713087649767,specific
DENND1C,292,0.0017914000527604124,specific
DENND2A,404,0.0024785124017644065,specific
DENND2B,287,0.0017607253943227343,specific
DENND2C,223,0.001368089766320452,specific
DENND2D,311,0.00190796375482359,specific
DENND3,250,0.0015337329218839148,specific
DENND4A,255,0.0015644075803215932,specific
DENND4B,477,0.0029263624149545096,specific
DENND4C,534,0.003276053521144042,frequent
DENND5A,292,0.0017914000527604124,specific
DENND5B,252,0.0015460027852589862,specific
DENND6A,178,0.0010920178403813474,specific
DENND6B,268,0.0016441616922595566,specific
DENR,3279,0.020116441003429426,hub_generic_stress
DEPDC1,720,0.0044171508150256744,frequent
DEPDC1B,98,0.0006012233053784946,specific
DEPDC4,184,0.0011288274305065614,specific
DEPDC5,625,0.003834332304709787,frequent
DEPDC7,265,0.0016257568971969497,specific
DEPP1,515,0.0031594898190808645,frequent
DEPTOR,592,0.0036318795590211104,frequent
DERA,331,0.0020306623885743033,specific
DERL1,343,0.002104281568824731,specific
DERL2,1223,0.007503021453856111,frequent
DERL3,314,0.001926368549886197,specific
DES,89,0.0005460089201906737,specific
DESI1,501,0.0030736007754553654,frequent
DESI2,243,0.0014907884000711653,specific
DET1,766,0.004699357672652315,frequent
DEUP1,126,0.0007730013926294931,specific
DEXI,320,0.0019631781400114108,specific
DFFA,545,0.003343537769706934,frequent
DFFB,259,0.0015889473070717357,specific
DGAT1,264,0.001619621965509414,specific
DGAT2,112,0.0006871123490039938,specific
DGAT2L6,244,0.0014969233317587009,specific
DGCR2,265,0.0016257568971969497,specific
DGCR6,233,0.0014294390831958085,specific
DGCR6L,380,0.0023312740412635507,specific
DGCR8,980,0.006012233053784946,frequent
DGKA,91,0.000558278783565745,specific
DGKB,374,0.0022944644511383367,specific
DGKD,471,0.0028895528248292957,specific
DGKE,933,0.00572389126447077,frequent
DGKG,354,0.0021717658173876233,specific
DGKH,408,0.002503052128514549,specific
DGKI,606,0.0037177686026466095,frequent
DGKK,282,0.001730050735885056,specific
DGKQ,274,0.0016809712823847706,specific
DGKZ,494,0.0030306562536426157,frequent
DGLUCY,230,0.0014110342881332016,specific
DGUOK,293,0.0017975349844479482,specific
DHCR24,625,0.003834332304709787,frequent
DHCR7,299,0.0018343445745731622,specific
DHDDS,4345,0.02665627818234244,hub_generic_stress
DHDH,430,0.0026380206256403334,specific
DHFR,605,0.0037116336709590737,frequent
DHFR2,179,0.001098152772068883,specific
DHH,12,7.36191802504279e-05,specific
DHODH,960,0.005889534420034233,frequent
DHPS,1117,0.006852718694977332,frequent
DHRS1,213,0.0013067404494450955,specific
DHRS11,752,0.004613468629026816,frequent
DHRS12,581,0.003564395310458218,frequent
DHRS13,430,0.0026380206256403334,specific
DHRS2,374,0.0022944644511383367,specific
DHRS3,523,0.00320856927258115,frequent
DHRS4,681,0.004177888479211784,frequent
DHRS4L2,67,0.00041104042306488916,specific
DHRS7,135,0.000828215777817314,specific
DHRS7B,315,0.0019325034815737326,specific
DHRS7C,548,0.003361942564769541,frequent
DHRS9,98,0.0006012233053784946,specific
DHRSX,81,0.0004969294666903884,specific
DHTKD1,496,0.003042926117017687,frequent
DHX15,4824,0.02959491046067202,hub_generic_stress
DHX16,5369,0.032938448230378954,hub_generic_stress
DHX29,1230,0.007545965975668861,frequent
DHX30,627,0.0038466021680848583,frequent
DHX32,256,0.0015705425120091287,specific
DHX33,490,0.003006116526892473,frequent
DHX34,558,0.003423291881644898,frequent
DHX35,587,0.003601204900583432,frequent
DHX36,7544,0.04628192465076902,hub_generic_stress
DHX37,1331,0.008165594076109962,frequent
DHX38,366,0.002245384997638051,specific
DHX40,673,0.004128809025711499,frequent
DHX57,302,0.0018527493696357691,specific
DHX58,273,0.001674836350697235,specific
DHX8,2767,0.016975355979411168,hub_generic_stress
DHX9,916,0.005619597425782664,frequent
DIABLO,529,0.003245378862706364,frequent
DIAPH1,344,0.002110416500512267,specific
DIAPH2,806,0.004944754940153741,frequent
DIAPH3,1030,0.006318979638161729,frequent
DICER1,2195,0.013466175054140772,hub_generic_stress
DIDO1,569,0.00349077613020779,frequent
DIMT1,1408,0.008637983816050208,frequent
DIO1,63,0.00038650069631474655,specific
DIO2,170,0.001042938386881062,specific
DIO3,151,0.0009263746848178846,specific
DIP2A,252,0.0015460027852589862,specific
DIP2B,324,0.0019877178667615535,specific
DIP2C,493,0.00302452132195508,frequent
DIPK1A,162,0.0009938589333807768,specific
DIPK1B,342,0.0020981466371371954,specific
DIPK1C,179,0.001098152772068883,specific
DIPK2A,316,0.0019386384132612684,specific
DIPK2B,375,0.002300599382825872,specific
DIRAS1,179,0.001098152772068883,specific
DIRAS2,313,0.0019202336181986615,specific
DIRAS3,196,0.0012024466107569893,specific
DIRC1,500,0.0030674658437678296,frequent
DIS3,3747,0.022987589033196115,hub_generic_stress
DIS3L,2343,0.01437414494389605,hub_generic_stress
DIS3L2,855,0.005245366592842989,frequent
DISC1,190,0.0011656370206317753,specific
DISP1,113,0.0006932472806915295,specific
DISP2,189,0.0011595020889442395,specific
DISP3,114,0.0006993822123790652,specific
DIXDC1,499,0.003061330912080294,frequent
DKC1,1187,0.007282163913104827,frequent
DKK1,191,0.001171771952319311,specific
DKK2,215,0.0013190103128201667,specific
DKK3,310,0.0019018288231360545,specific
DKK4,334,0.0020490671836369103,specific
DKKL1,180,0.0011042877037564186,specific
DLAT,144,0.0008834301630051349,specific
DLC1,102,0.0006257630321286372,specific
DLD,2345,0.014386414807271122,hub_generic_stress
DLEC1,475,0.002914092551579438,specific
DLEU7,183,0.0011226924988190256,specific
DLG1,409,0.0025091870602020846,specific
DLG2,314,0.001926368549886197,specific
DLG3,296,0.0018159397795105552,specific
DLG4,496,0.003042926117017687,frequent
DLG5,531,0.003257648726081435,frequent
DLGAP1,339,0.0020797418420745884,specific
DLGAP2,255,0.0015644075803215932,specific
DLGAP3,182,0.00111655756713149,specific
DLGAP4,1116,0.006846583763289796,frequent
DLGAP5,244,0.0014969233317587009,specific
DLK1,402,0.002466242538389335,specific
DLK2,356,0.002184035680762695,specific
DLL1,168,0.0010306685235059907,specific
DLL3,494,0.0030306562536426157,frequent
DLL4,107,0.0006564376905663156,specific
DLST,214,0.0013128753811326311,specific
DLX1,188,0.001153367157256704,specific
DLX2,210,0.0012883356543824883,specific
DLX3,354,0.0021717658173876233,specific
DLX4,529,0.003245378862706364,frequent
DLX5,498,0.0030551959803927584,frequent
DLX6,718,0.004404880951650604,frequent
DMAC1,315,0.0019325034815737326,specific
DMAC2,251,0.0015398678535714504,specific
DMAC2L,573,0.0035153158569579328,frequent
DMAP1,1615,0.00990791467537009,frequent
DMBT1,463,0.00284047337132901,specific
DMBX1,241,0.0014785185366960939,specific
DMC1,266,0.0016318918288844855,specific
DMD,669,0.004104269298961356,frequent
DMGDH,260,0.0015950822387592715,specific
DMKN,1284,0.007877252286795786,frequent
DMP1,263,0.0016134870338218785,specific
DMPK,981,0.0060183679854724816,frequent
DMRT1,518,0.0031778946141434714,frequent
DMRT2,432,0.002650290489015405,specific
DMRT3,625,0.003834332304709787,frequent
DMRTA1,471,0.0028895528248292957,specific
DMRTA2,694,0.004257642591149748,frequent
DMRTB1,752,0.004613468629026816,frequent
DMRTC1,293,0.0017975349844479482,specific
DMRTC1B,178,0.0010920178403813474,specific
DMRTC2,180,0.0011042877037564186,specific
DMTF1,94,0.000576683578628352,specific
DMTN,706,0.004331261771400176,frequent
DMWD,217,0.001331280176195238,specific
DMXL1,552,0.003386482291519684,frequent
DMXL2,75,0.00046011987656517444,specific
DNA2,185,0.001134962362194097,specific
DNAAF1,456,0.002797528849516261,specific
DNAAF10,728,0.00446623026852596,frequent
DNAAF11,613,0.003760713124459359,frequent
DNAAF2,785,0.004815921374715493,frequent
DNAAF3,109,0.0006687075539413868,specific
DNAAF4,316,0.0019386384132612684,specific
DNAAF5,1109,0.006803639241477046,frequent
DNAAF6,327,0.0020061226618241605,specific
DNAAF8,457,0.002803663781203796,specific
DNAAF9,225,0.0013803596296955234,specific
DNAH1,425,0.0026073459672026553,specific
DNAH10,390,0.002392623358138907,specific
DNAH11,96,0.0005889534420034233,specific
DNAH12,208,0.0012760657910074172,specific
DNAH14,340,0.002085876773762124,specific
DNAH17,310,0.0019018288231360545,specific
DNAH2,414,0.0025398617186397627,specific
DNAH3,744,0.00456438917552653,frequent
DNAH5,356,0.002184035680762695,specific
DNAH6,797,0.004889540554965921,frequent
DNAH7,201,0.0012331212691946674,specific
DNAH8,467,0.002865013098079153,specific
DNAH9,257,0.0015766774436966643,specific
DNAI1,82,0.0005030643983779241,specific
DNAI2,352,0.002159495954012552,specific
DNAI3,188,0.001153367157256704,specific
DNAI4,373,0.002288329519450801,specific
DNAI7,25,0.00015337329218839148,specific
DNAJA1,289,0.0017729952576978055,specific
DNAJA2,286,0.0017545904626351985,specific
DNAJA3,403,0.0024723774700768707,specific
DNAJA4,260,0.0015950822387592715,specific
DNAJB1,687,0.004214698069336998,frequent
DNAJB11,625,0.003834332304709787,frequent
DNAJB12,361,0.002214710339200373,specific
DNAJB13,391,0.0023987582898264428,specific
DNAJB14,257,0.0015766774436966643,specific
DNAJB2,392,0.0024048932215139786,specific
DNAJB4,449,0.002754584327703511,specific
DNAJB5,106,0.0006503027588787799,specific
DNAJB6,763,0.004680952877589708,frequent
DNAJB7,449,0.002754584327703511,specific
DNAJB8,213,0.0013067404494450955,specific
DNAJB9,1542,0.009460064662179987,frequent
DNAJC1,269,0.0016502966239470924,specific
DNAJC10,439,0.0026932350108281543,specific
DNAJC11,94,0.000576683578628352,specific
DNAJC12,450,0.002760719259391047,specific
DNAJC13,382,0.002343543904638622,specific
DNAJC14,284,0.0017423205992601273,specific
DNAJC15,168,0.0010306685235059907,specific
DNAJC16,1216,0.007460076932043361,frequent
DNAJC17,11001,0.06749038349457978,hub_generic_stress
DNAJC18,424,0.0026012110355151195,specific
DNAJC19,364,0.00223311513426298,specific
DNAJC2,466,0.002858878166391617,specific
DNAJC21,166,0.0010183986601309195,specific
DNAJC22,253,0.0015521377169465218,specific
DNAJC24,1656,0.010159446874559051,hub_generic_stress
DNAJC25,193,0.0011840418156943823,specific
DNAJC27,572,0.003509180925270397,frequent
DNAJC28,266,0.0016318918288844855,specific
DNAJC3,176,0.001079747977006276,specific
DNAJC30,760,0.004662548082527101,frequent
DNAJC4,829,0.005085858368967061,frequent
DNAJC5,211,0.0012944705860700241,specific
DNAJC5B,413,0.0025337267869522274,specific
DNAJC5G,185,0.001134962362194097,specific
DNAJC6,86,0.0005276041251280667,specific
DNAJC7,384,0.002355813768013693,specific
DNAJC8,3030,0.018588843013233047,hub_generic_stress
DNAJC9,488,0.0029938466635174017,specific
DNAL1,2262,0.013877215477205662,hub_generic_stress
DNAL4,268,0.0016441616922595566,specific
DNALI1,240,0.0014723836050085583,specific
DNASE1,461,0.002828203507953939,specific
DNASE1L1,485,0.0029754418684547947,specific
DNASE1L2,335,0.002055202115324446,specific
DNASE1L3,270,0.001656431555634628,specific
DNASE2,284,0.0017423205992601273,specific
DNASE2B,251,0.0015398678535714504,specific
DND1,351,0.0021533610223250163,specific
DNER,319,0.0019570432083238754,specific
DNHD1,99,0.0006073582370660302,specific
DNLZ,648,0.003975435733523107,frequent
DNM1,429,0.002631885693952798,specific
DNM1L,242,0.0014846534683836295,specific
DNM2,610,0.0037423083293967522,frequent
DNM3,460,0.002822068576266403,specific
DNMBP,380,0.0023312740412635507,specific
DNMT1,1828,0.011214655124815185,hub_generic_stress
DNMT3A,323,0.0019815829350740177,specific
DNMT3B,347,0.002128821295574874,specific
DNMT3L,176,0.001079747977006276,specific
DNPEP,298,0.0018282096428856264,specific
DNPH1,547,0.003355807633082006,frequent
DNTT,273,0.001674836350697235,specific
DNTTIP1,392,0.0024048932215139786,specific
DNTTIP2,1636,0.010036748240808338,hub_generic_stress
DOC2A,73,0.0004478500131901031,specific
DOC2B,344,0.002110416500512267,specific
DOCK1,202,0.0012392562008822032,specific
DOCK10,336,0.0020613370470119814,specific
DOCK11,283,0.0017361856675725915,specific
DOCK2,289,0.0017729952576978055,specific
DOCK3,553,0.0033926172232072197,frequent
DOCK4,175,0.0010736130453187405,specific
DOCK5,589,0.0036134747639585034,frequent
DOCK6,471,0.0028895528248292957,specific
DOCK7,997,0.006116526892473053,frequent
DOCK8,221,0.0013558199029453807,specific
DOCK8-AS1,367,0.002251519929325587,specific
DOCK9,311,0.00190796375482359,specific
DOHH,4498,0.027594922730535397,hub_generic_stress
DOK1,472,0.002895687756516831,specific
DOK2,658,0.004036785050398463,frequent
DOK3,470,0.00288341789314176,specific
DOK4,197,0.0012085815424445249,specific
DOK5,358,0.002196305544137766,specific
DOK6,188,0.001153367157256704,specific
DOK7,45,0.00027607192593910465,specific
DOLK,252,0.0015460027852589862,specific
DOLPP1,472,0.002895687756516831,specific
DONSON,837,0.005134937822467347,frequent
DOP1A,697,0.0042760473862123545,frequent
DOP1B,444,0.002723909669265833,specific
DOT1L,1020,0.006257630321286373,frequent
DPAGT1,421,0.0025828062404525125,specific
DPCD,286,0.0017545904626351985,specific
DPEP1,136,0.0008343507095048497,specific
DPEP2,512,0.0031410850240182575,frequent
DPEP3,436,0.0026748302157655474,specific
DPF1,554,0.003398752154894755,frequent
DPF2,255,0.0015644075803215932,specific
DPF3,349,0.002141091158949945,specific
DPH1,844,0.005177882344280097,frequent
DPH2,3721,0.022828080809320188,hub_generic_stress
DPH3,991,0.006079717302347839,frequent
DPH5,1465,0.00898767492223974,frequent
DPH6,390,0.002392623358138907,specific
DPH7,319,0.0019570432083238754,specific
DPM1,891,0.005466224133594272,frequent
DPM2,564,0.003460101471770112,frequent
DPM3,265,0.0016257568971969497,specific
DPP10,277,0.0016993760774473776,specific
DPP3,262,0.0016073521021343427,specific
DPP4,516,0.0031656247507684003,frequent
DPP6,118,0.0007239219391292078,specific
DPP7,193,0.0011840418156943823,specific
DPP8,133,0.0008159459144422427,specific
DPP9,86,0.0005276041251280667,specific
DPPA2,159,0.0009754541383181698,specific
DPPA3,283,0.0017361856675725915,specific
DPPA4,110,0.0006748424856289225,specific
DPPA5,875,0.005368065226593702,frequent
DPRX,614,0.003766848056146895,frequent
DPT,361,0.002214710339200373,specific
DPY19L1,381,0.002337408972951086,specific
DPY19L2,402,0.002466242538389335,specific
DPY19L3,293,0.0017975349844479482,specific
DPY19L4,972,0.005963153600284661,frequent
DPY30,227,0.0013926294930705946,specific
DPYD,612,0.0037545781927718234,frequent
DPYS,144,0.0008834301630051349,specific
DPYSL2,756,0.004638008355776958,frequent
DPYSL3,302,0.0018527493696357691,specific
DPYSL4,362,0.002220845270887909,specific
DPYSL5,173,0.001061343181943669,specific
DQX1,307,0.0018834240280734475,specific
DR1,982,0.006024502917160017,frequent
DRAM1,441,0.002705504874203226,specific
DRAM2,439,0.0026932350108281543,specific
DRAP1,1172,0.007190139937791793,frequent
DRAXIN,490,0.003006116526892473,frequent
DRC1,250,0.0015337329218839148,specific
DRC3,737,0.0045214446537137805,frequent
DRC7,147,0.0009018349580677419,specific
DRD1,235,0.00144170894657088,specific
DRD2,218,0.0013374151078827737,specific
DRD3,171,0.0010490733185685977,specific
DRD4,158,0.0009693192066306342,specific
DRD5,416,0.0025521315820148343,specific
DRG1,4551,0.027920074109974786,hub_generic_stress
DRG2,699,0.004288317249587426,frequent
DRGX,309,0.0018956938914485187,specific
DRICH1,343,0.002104281568824731,specific
DROSHA,3238,0.019864908804240466,hub_generic_stress
DRP2,87,0.0005337390568156023,specific
DSC1,708,0.0043435316347752466,frequent
DSC2,1050,0.006441678271912442,frequent
DSC3,233,0.0014294390831958085,specific
DSCAM,155,0.0009509144115680272,specific
DSCAML1,271,0.0016625664873221636,specific
DSCC1,377,0.0023128692462009437,specific
DSCR4,328,0.0020122575935116963,specific
DSE,311,0.00190796375482359,specific
DSEL,1067,0.006545972110600548,frequent
DSG1,163,0.0009999938650683124,specific
DSG2,317,0.001944773344948804,specific
DSG3,352,0.002159495954012552,specific
DSG4,239,0.0014662486733210225,specific
DSN1,1294,0.007938601603671143,frequent
DSP,291,0.0017852651210728768,specific
DSPP,51,0.0003128815160643186,specific
DST,922,0.005656407015907878,frequent
DSTN,279,0.001711645940822449,specific
DSTYK,209,0.0012822007226949528,specific
DTD1,171,0.0010490733185685977,specific
DTD2,650,0.003987705596898179,frequent
DTHD1,263,0.0016134870338218785,specific
DTL,550,0.0033742124281446128,frequent
DTNA,303,0.0018588843013233047,specific
DTNB,382,0.002343543904638622,specific
DTNBP1,492,0.0030183863902675445,frequent
DTWD1,802,0.004920215213403599,frequent
DTWD2,461,0.002828203507953939,specific
DTX1,342,0.0020981466371371954,specific
DTX2,208,0.0012760657910074172,specific
DTX3,277,0.0016993760774473776,specific
DTX3L,238,0.001460113741633487,specific
DTX4,660,0.004049054913773535,frequent
DTYMK,476,0.002920227483266974,specific
DUOX1,284,0.0017423205992601273,specific
DUOX2,173,0.001061343181943669,specific
DUOXA1,288,0.0017668603260102699,specific
DUOXA2,230,0.0014110342881332016,specific
DUS1L,661,0.004055189845461071,frequent
DUS2,909,0.005576652903969914,frequent
DUS3L,230,0.0014110342881332016,specific
DUS4L,805,0.0049386200084662055,frequent
DUSP1,273,0.001674836350697235,specific
DUSP10,445,0.0027300446009533683,specific
DUSP11,209,0.0012822007226949528,specific
DUSP12,286,0.0017545904626351985,specific
DUSP13,412,0.0025275918552646916,specific
DUSP14,546,0.00334967270139447,frequent
DUSP15,316,0.0019386384132612684,specific
DUSP16,779,0.004779111784590279,frequent
DUSP18,543,0.003331267906331863,frequent
DUSP19,370,0.002269924724388194,specific
DUSP2,342,0.0020981466371371954,specific
DUSP21,311,0.00190796375482359,specific
DUSP22,246,0.0015091931951337722,specific
DUSP23,4555,0.02794461383672493,hub_generic_stress
DUSP26,685,0.004202428205961927,frequent
DUSP28,239,0.0014662486733210225,specific
DUSP29,105,0.0006441678271912442,specific
DUSP3,872,0.005349660431531095,frequent
DUSP4,752,0.004613468629026816,frequent
DUSP5,573,0.0035153158569579328,frequent
DUSP6,105,0.0006441678271912442,specific
DUSP7,185,0.001134962362194097,specific
DUSP8,363,0.002226980202575444,specific
DUSP9,756,0.004638008355776958,frequent
DUT,773,0.004742302194465065,frequent
DUX4,891,0.005466224133594272,frequent
DUXA,172,0.0010552082502561335,specific
DVL1,355,0.002177900749075159,specific
DVL2,258,0.0015828123753842001,specific
DVL3,266,0.0016318918288844855,specific
DXO,669,0.004104269298961356,frequent
DYDC1,155,0.0009509144115680272,specific
DYDC2,296,0.0018159397795105552,specific
DYM,314,0.001926368549886197,specific
DYNAP,59,0.0003619609695646039,specific
DYNC1H1,250,0.0015337329218839148,specific
DYNC1I1,203,0.0012453911325697388,specific
DYNC1I2,681,0.004177888479211784,frequent
DYNC1LI1,79,0.0004846596033153171,specific
DYNC1LI2,736,0.0045153097220262456,frequent
DYNC2H1,551,0.003380347359832148,frequent
DYNC2I1,210,0.0012883356543824883,specific
DYNC2I2,340,0.002085876773762124,specific
DYNC2LI1,357,0.0021901706124502303,specific
DYNLL1,578,0.003545990515395611,frequent
DYNLL2,272,0.0016687014190096994,specific
DYNLRB1,359,0.002202440475825302,specific
DYNLRB2,132,0.000809810982754707,specific
DYNLT1,405,0.002484647333451942,specific
DYNLT2,234,0.0014355740148833443,specific
DYNLT2B,325,0.0019938527984490893,specific
DYNLT3,171,0.0010490733185685977,specific
DYNLT4,139,0.0008527555045674567,specific
DYNLT5,345,0.0021165514321998024,specific
DYRK1A,990,0.006073582370660303,frequent
DYRK1B,713,0.004374206293212925,frequent
DYRK2,447,0.00274231446432844,specific
DYRK3,240,0.0014723836050085583,specific
DYRK4,1094,0.006711615266164012,frequent
DYSF,201,0.0012331212691946674,specific
DYTN,339,0.0020797418420745884,specific
DZANK1,824,0.005055183710529383,frequent
DZIP1,540,0.003312863111269256,frequent
DZIP1L,437,0.002680965147453083,specific
DZIP3,92,0.0005644137152532807,specific
E2F1,541,0.003318998042956792,frequent
E2F2,658,0.004036785050398463,frequent
E2F3,417,0.0025582665137023697,specific
E2F4,305,0.0018711541646983761,specific
E2F5,314,0.001926368549886197,specific
E2F6,920,0.005644137152532806,frequent
E2F7,838,0.005141072754154883,frequent
E2F8,1574,0.009656382476181127,frequent
E4F1,455,0.002791393917828725,specific
EAF1,323,0.0019815829350740177,specific
EAF2,474,0.0029079576198919026,specific
EAPP,165,0.0010122637284433837,specific
EARS2,631,0.003871141894835001,frequent
EBAG9,623,0.003822062441334716,frequent
EBF1,321,0.0019693130716989466,specific
EBF2,343,0.002104281568824731,specific
EBF3,946,0.005803645376408734,frequent
EBF4,305,0.0018711541646983761,specific
EBI3,361,0.002214710339200373,specific
EBLN1,67,0.00041104042306488916,specific
EBLN2,307,0.0018834240280734475,specific
EBNA1BP2,732,0.004490769995276102,frequent
EBP,294,0.0018036699161354838,specific
EBPL,115,0.0007055171440666008,specific
ECD,847,0.005196287139342703,frequent
ECE1,739,0.004533714517088852,frequent
ECE2,328,0.0020122575935116963,specific
ECEL1,192,0.0011779068840068465,specific
ECH1,193,0.0011840418156943823,specific
ECHDC1,323,0.0019815829350740177,specific
ECHDC2,189,0.0011595020889442395,specific
ECHDC3,243,0.0014907884000711653,specific
ECHS1,615,0.0037729829878344304,frequent
ECI1,1282,0.007864982423420715,frequent
ECI2,185,0.001134962362194097,specific
ECM1,223,0.001368089766320452,specific
ECM2,102,0.0006257630321286372,specific
ECPAS,246,0.0015091931951337722,specific
ECRG4,432,0.002650290489015405,specific
ECSCR,37,0.0002269924724388194,specific
ECSIT,377,0.0023128692462009437,specific
ECT2,323,0.0019815829350740177,specific
ECT2L,534,0.003276053521144042,frequent
EDA,337,0.0020674719786995172,specific
EDA2R,318,0.0019509082766363396,specific
EDAR,513,0.0031472199557057933,frequent
EDARADD,361,0.002214710339200373,specific
EDC3,1330,0.008159459144422426,frequent
EDC4,4188,0.02569309390739934,hub_generic_stress
