target_gene,n_compounds_hit,hub_frac,hub_flag
ADO,713,0.004374206293212925,frequent
ADORA1,207,0.0012699308593198814,specific
ADORA2A,310,0.0019018288231360545,specific
ADORA2B,188,0.001153367157256704,specific
ADORA3,85,0.000521469193440531,specific
ADPGK,229,0.001404899356445666,specific
ADPRH,398,0.0024417028116391925,specific
ADPRHL1,195,0.0011963116790694535,specific
ADPRHL2,157,0.0009631842749430985,specific
ADPRM,296,0.0018159397795105552,specific
ADPRS,336,0.0020613370470119814,specific
ADRA1A,194,0.001190176747381918,specific
ADRA1B,122,0.0007484616658793504,specific
ADRA1D,78,0.0004785246716277814,specific
ADRA2A,261,0.001601217170446807,specific
ADRA2B,387,0.0023742185630763,specific
ADRA2C,225,0.0013803596296955234,specific
ADRB1,226,0.001386494561383059,specific
ADRB2,87,0.0005337390568156023,specific
ADRB3,250,0.0015337329218839148,specific
ADRM1,1273,0.007809768038232894,frequent
ADSL,585,0.0035889350372083607,frequent
ADSS,496,0.003042926117017687,frequent
ADSS1,440,0.00269936994251569,specific
ADSS2,245,0.0015030582634462364,specific
ADTRP,433,0.0026564254207029404,specific
AEBP1,1072,0.0065766467690382266,frequent
AEBP2,726,0.004453960405150888,frequent
AEN,462,0.0028343384396414747,specific
AFAP1,215,0.0013190103128201667,specific
AFAP1L1,253,0.0015521377169465218,specific
AFAP1L2,400,0.0024539726750142637,specific
AFDN,527,0.0032331089993312924,frequent
AFF1,515,0.0031594898190808645,frequent
AFF2,388,0.002380353494763836,specific
AFF3,485,0.0029754418684547947,specific
AFF4,336,0.0020613370470119814,specific
AFG1L,107,0.0006564376905663156,specific
AFG3L2,1229,0.007539831043981325,frequent
AFM,376,0.002306734314513408,specific
AFMID,304,0.0018650192330108403,specific
AFP,357,0.0021901706124502303,specific
AFTPH,312,0.0019140986865111257,specific
AGA,157,0.0009631842749430985,specific
AGAP1,200,0.0012269863375071318,specific
AGAP2,392,0.0024048932215139786,specific
AGAP3,187,0.0011472322255691684,specific
AGAP4,630,0.0038650069631474653,frequent
AGAP5,1119,0.006864988558352402,frequent
AGAP6,1405,0.008619579020987601,frequent
AGAP9,125,0.0007668664609419574,specific
AGBL1,159,0.0009754541383181698,specific
AGBL2,623,0.003822062441334716,frequent
AGBL3,288,0.0017668603260102699,specific
AGBL4,197,0.0012085815424445249,specific
AGBL5,374,0.0022944644511383367,specific
AGER,380,0.0023312740412635507,specific
AGFG1,301,0.0018466144379482333,specific
AGFG2,283,0.0017361856675725915,specific
AGGF1,193,0.0011840418156943823,specific
AGK,118,0.0007239219391292078,specific
AGL,377,0.0023128692462009437,specific
AGMAT,212,0.0013006055177575597,specific
AGMO,593,0.0036380144907086458,frequent
AGO1,641,0.003932491211710357,frequent
AGO2,450,0.002760719259391047,specific
AGO3,488,0.0029938466635174017,specific
