public_compound_id,target_gene,contexts_x,n_datasets_scored,n_datasets_top5pct,n_datasets_top1pct,best_percentile,max_cosine,median_percentile,best_dataset_exact,tier,best_z,n_contexts,contexts_y,best_rank,kd_delta_median,kd_flag_weak,contexts,name,moa_class,primary_target,evidence_strength,hub_frac,hub_flag
CPD_541727500771,DNAJC28,zel039_aec7,2,2,2,0.0004373257530202,0.2311012297868728,0.0007647826951983,xatlas_hct116,B_single_context,28.986403,1.0,zel039_aec7,4.0,-0.1388542577624321,True,,,,,single_dataset,0.0016318918288844,specific
CPD_066197357221,MELTF,zel028_hek293,2,2,2,0.0009284036917699,0.1820009052753448,0.0011748561945429,xatlas_hek293t,B_single_context,28.967787,1.0,zel028_hek293,15.0,-0.2949065715074539,False,,,,,single_dataset,0.0010490733185685,specific
CPD_368051317413,DNAAF8,zel031_a549,2,2,2,0.0041505106220304,0.1519350409507751,0.0043438826548079,xatlas_hek293t,B_single_context,28.934124,1.0,zel031_a549,21.0,-0.0298374500125646,True,,,,,single_dataset,0.0028036637812037,specific
CPD_660239565501,GARIN2,zel028_hek293,2,2,2,5.461198186882202e-05,0.2040780931711197,5.463885049817857e-05,xatlas_hek293t,B_single_context,28.919289,1.0,zel028_hek293,1.0,-0.0088657503947615,True,,,,,single_dataset,0.0022699247243881,specific
CPD_549547493438,AIFM3,zel039_aec7,2,2,2,0.0008737917099011,0.1978591233491897,0.0018308716927027,xatlas_hek293t,B_single_context,28.90783,1.0,zel039_aec7,10.0,-0.0192261170595884,True,,,,,single_dataset,0.0015398678535714,specific
CPD_601814317291,RMI2,zel028_hek293,6,2,2,0.0010386486634231,0.24409019947052,0.2404660781231533,xatlas_hct116,B_single_context,28.871922,1.0,zel028_hek293,32.0,-0.9134113788604736,False,,,,,single_dataset,0.0042821823178998,frequent
CPD_654982806802,GARIN2,zel024_hek293,2,2,2,5.461198186882202e-05,0.0869575068354606,5.463885049817857e-05,xatlas_hek293t,B_single_context,28.860092,1.0,zel024_hek293,1.0,-0.0088657503947615,True,,,,,single_dataset,0.0022699247243881,specific
CPD_549547493438,MUS81,zel039_aec7,6,2,2,0.0001092239637376,0.3879747688770294,0.1175630453663705,xatlas_hek293t,B_single_context,28.833324,1.0,zel039_aec7,11.0,-0.4631035327911377,False,,,,,single_dataset,0.0018036699161354,specific
CPD_601814317291,OR9G1,zel028_hek293,2,2,2,0.0029519488328868,0.1770952343940735,0.0038242896368027,xatlas_hct116,B_single_context,28.827908,1.0,zel028_hek293,34.0,0.0,True,,,,,single_dataset,0.001730050735885,specific
CPD_000932816101,LRRK1,zel028_hek293,2,2,2,0.0002730599093441,0.1742299944162368,0.0005465228481285,xatlas_hek293t,B_single_context,28.80655,1.0,zel028_hek293,2.0,-0.2026174515485763,False,,,,,single_dataset,0.001981582935074,specific
CPD_285444836118,LRRK1,zel028_hek293,2,2,2,0.0003276718912129,0.1697240769863128,0.0005464959794992,xatlas_hek293t,B_single_context,28.80519,1.0,zel028_hek293,2.0,-0.2026174515485763,False,,,,,single_dataset,0.001981582935074,specific
CPD_394170390237,LRRK1,zel028_hek293,2,2,2,0.0002730599093441,0.1688773930072784,0.0004645242694372,xatlas_hek293t,B_single_context,28.77322,1.0,zel028_hek293,2.0,-0.2026174515485763,False,,,,,single_dataset,0.001981582935074,specific
CPD_255118780886,NCOR2,zel028_hek293,3,2,2,0.0017493030120811,0.1957875192165374,0.0039320626945551,xatlas_hct116,B_single_context,28.738901,1.0,zel028_hek293,27.0,-0.0881695300340652,True,,,,,single_dataset,0.0013742246980079,specific
CPD_601814317291,AFTPH,zel028_hek293,6,2,2,0.0014199115285893,0.2189657986164093,0.5878536543128798,xatlas_hek293t,B_single_context,28.720839,1.0,zel028_hek293,36.0,-0.3629662096500397,False,,,,,single_dataset,0.0019140986865111,specific
CPD_950023972615,MUS81,zel028_hek293,6,2,2,0.000109331438255,0.2665780186653137,0.3647383493012556,xatlas_hct116,B_single_context,28.716114,1.0,zel028_hek293,3.0,-0.4631035327911377,False,,,,,single_dataset,0.0018036699161354,specific
CPD_601814317291,VPS37D,zel028_hek293,2,2,2,0.0015306401355709,0.225501462817192,0.0029771053334727,xatlas_hct116,B_single_context,28.699703,1.0,zel028_hek293,37.0,-0.1131710708141326,True,,,,,single_dataset,0.0018588843013233,specific
CPD_255118780886,LZIC,zel028_hek293,5,2,2,0.0009830156736387,0.2284527271986007,0.2086471161513245,xatlas_hek293t,B_single_context,28.691418,1.0,zel028_hek293,28.0,-0.168998435139656,False,,,,,single_dataset,0.0018159397795105,specific
CPD_923461525641,MASP2,zel039_aec7,5,2,2,0.0016929714379334,0.2093885540962219,0.5845816907577749,xatlas_hek293t,B_single_context,28.6884,1.0,zel039_aec7,30.0,-0.0214302008971571,True,,,,,single_dataset,0.0021104165005122,specific
CPD_477079391804,LRRK1,zel028_hek293,2,2,2,0.0002730599093441,0.1737896054983139,0.0006285214268198,xatlas_hek293t,B_single_context,28.635853,1.0,zel028_hek293,2.0,-0.2026174515485763,False,,,,,single_dataset,0.001981582935074,specific
CPD_519149705099,FAM110D,zel028_hek293,2,2,2,0.0019114193654087,0.1616531610488891,0.0019123597674362,xatlas_hek293t,B_single_context,28.594664,1.0,zel028_hek293,17.0,-0.0308625248726457,True,,,,,single_dataset,0.0017545904626351,specific
CPD_742103776786,NPPA,zel039_aec7,2,2,2,0.000819985786913,0.2220176309347152,0.0009015007302759,xatlas_hct116,B_single_context,28.586164,1.0,zel039_aec7,7.0,-0.0081300295423716,True,,,,,single_dataset,0.0016932411457598,specific
CPD_211329652016,PKD1L1-AS1,zel039_aec7,2,2,2,0.003659002785211,0.2147694677114486,0.003770134421633,xatlas_hek293t,B_single_context,28.583384,1.0,zel039_aec7,49.0,-0.0009024483442772,True,,,,,single_dataset,0.002245384997638,specific
CPD_040156959616,FOXI3,zel028_hek293,6,2,2,0.0003276718912129,0.2283959835767746,0.4201327176593654,xatlas_hek293t,B_single_context,28.54801,1.0,zel028_hek293,14.0,-0.0389486981039226,True,,,,,single_dataset,0.0031778946141434,frequent
CPD_584644349480,CIAO1,zel028_hek293,10,2,2,0.0002184479274752,0.3003881275653839,0.2874423247276141,xatlas_hek293t,B_single_context,28.535536,1.0,zel028_hek293,22.0,-0.8357425928115845,False,,,,,single_dataset,0.0080613002374218,frequent
CPD_375963532021,NPPA,zel028_hek293,2,2,2,0.0007653200677854,0.1774070262908935,0.0009014738616465,xatlas_hct116,B_single_context,28.529621,1.0,zel028_hek293,6.0,-0.0081300295423716,True,,,,,single_dataset,0.0016932411457598,specific
CPD_584644349480,NCOR2,zel028_hek293,3,2,2,0.001639971573826,0.1930166482925415,0.0039320626945551,xatlas_hct116,B_single_context,28.529446,1.0,zel028_hek293,23.0,-0.0881695300340652,True,,,,,single_dataset,0.0013742246980079,specific
CPD_066197357221,LRRC75B,zel028_hek293,2,2,2,0.0020772973268463,0.1576666086912155,0.0022674182554716,xatlas_hct116,B_single_context,28.522179,1.0,zel028_hek293,16.0,-0.2047582454979419,False,,,,,single_dataset,0.0016073521021343,specific
CPD_211329652016,VPS37D,zel039_aec7,2,2,2,0.0015306401355709,0.3004190921783447,0.0024582915057189,xatlas_hct116,B_single_context,28.49427,1.0,zel039_aec7,50.0,-0.1131710708141326,True,,,,,single_dataset,0.0018588843013233,specific
CPD_601814317291,DBNDD2,zel028_hek293,6,2,2,0.0012026458208057,0.2437550127506256,0.3289837354313283,xatlas_hct116,B_single_context,28.479979,1.0,zel028_hek293,38.0,-1.1653859615325928,False,,,,,single_dataset,0.0026257507622652,specific
CPD_255118780886,MYORG,zel028_hek293,2,2,2,0.0020772973268463,0.1855589002370834,0.0027043141104222,xatlas_hct116,B_single_context,28.437588,1.0,zel028_hek293,29.0,-0.1705696508288383,False,,,,,single_dataset,0.0010490733185685,specific
CPD_435070039521,SMARCA4,zel028_hek293,7,2,1,0.0066666666666666,0.561894953250885,0.3664568743905682,vcc2025_train,B_single_context,28.432816,1.0,zel028_hek293,1.0,-2.213603973388672,False,,,,,single_dataset,0.0104845982539984,hub_generic_stress
CPD_375963532021,C4BPA,zel028_hek293,2,2,2,0.000819985786913,0.170375257730484,0.0010380306849479,xatlas_hct116,B_single_context,28.417645,1.0,zel028_hek293,7.0,-0.0007731017831247,True,,,,,single_dataset,0.0016993760774473,specific
CPD_040156959616,SON,zel028_hek293,7,2,2,0.0005461198186882,0.2177169770002365,0.2804011700793982,xatlas_hek293t,B_single_context,28.394703,1.0,zel028_hek293,15.0,-0.0686931312084198,True,,,,,single_dataset,0.002325139109576,specific
CPD_950023972615,OR6C6,zel028_hek293,2,2,2,0.0003826600338927,0.1951721608638763,0.0006555318628313,xatlas_hct116,B_single_context,28.382704,1.0,zel028_hek293,4.0,0.0,True,,,,,single_dataset,0.0025521315820148,specific
CPD_368051317413,NCOR2,zel031_a549,3,2,2,0.0018039687312086,0.2075051218271255,0.003986674676424,xatlas_hct116,B_single_context,28.379196,1.0,zel031_a549,22.0,-0.0881695300340652,True,,,,,single_dataset,0.0013742246980079,specific
CPD_817415548861,NPPA,zel031_a549,2,2,2,0.0006559886295304,0.2318286150693893,0.0009287261153222,xatlas_hct116,B_single_context,28.36082,1.0,zel031_a549,8.0,-0.0081300295423716,True,,,,,single_dataset,0.0016932411457598,specific
CPD_041342869575,GARIN2,zel031_a549,2,2,2,5.461198186882202e-05,0.2188484966754913,5.463885049817857e-05,xatlas_hek293t,B_single_context,28.354015,1.0,zel031_a549,1.0,-0.0088657503947615,True,,,,,single_dataset,0.0022699247243881,specific
CPD_375963532021,RAB25,zel028_hek293,2,2,2,0.0009830156736387,0.1623907685279846,0.0010654978876585,xatlas_hek293t,B_single_context,28.351929,1.0,zel028_hek293,8.0,-1.2687157423933968,False,,,,,single_dataset,0.0012883356543824,specific
CPD_601814317291,CRACD,zel028_hek293,2,2,2,0.0021844792747528,0.1699067652225494,0.0028142097898937,xatlas_hek293t,B_single_context,28.304169,1.0,zel028_hek293,39.0,0.0754030179232359,True,,,,,single_dataset,0.0012453911325697,specific
CPD_584644349480,LZIC,zel028_hek293,5,2,2,0.0007106543486579,0.2281338423490524,0.2942428542469085,xatlas_hct116,B_single_context,28.29391,1.0,zel028_hek293,24.0,-0.168998435139656,False,,,,,single_dataset,0.0018159397795105,specific
CPD_040156959616,ZBTB37,zel028_hek293,6,2,2,0.0003279943147652,0.2421960234642028,0.3027067642737153,xatlas_hct116,B_single_context,28.276163,1.0,zel028_hek293,16.0,-0.2696464657783508,False,,,,,single_dataset,0.0021840356807626,specific
CPD_601814317291,A1BG,zel028_hek293,6,2,2,0.0007653200677854,0.2594512701034546,0.1203329362280643,xatlas_hct116,B_single_context,28.275833,1.0,zel028_hek293,41.0,-0.5145495533943176,False,,,,,single_dataset,0.002153361022325,specific
CPD_749800696112,GARIN2,zel028_hek293,2,2,2,5.461198186882202e-05,0.1935465335845947,5.463885049817857e-05,xatlas_hek293t,B_single_context,28.26057,1.0,zel028_hek293,1.0,-0.0088657503947615,True,,,,,single_dataset,0.0022699247243881,specific
CPD_066197357221,FAM110D,zel028_hek293,2,2,2,0.0017493030120811,0.1655607372522354,0.0019395851524825,xatlas_hct116,B_single_context,28.248129,1.0,zel028_hek293,17.0,-0.0308625248726457,True,,,,,single_dataset,0.0017545904626351,specific
CPD_950023972615,DNAJC28,zel028_hek293,2,2,2,0.0004919914721478,0.1845285445451736,0.0008740335275653,xatlas_hct116,B_single_context,28.228247,1.0,zel028_hek293,5.0,-0.1388542577624321,True,,,,,single_dataset,0.0016318918288844,specific
CPD_411873916413,GARIN2,zel028_hek293,2,2,2,5.461198186882202e-05,0.1936155408620834,5.463885049817857e-05,xatlas_hek293t,B_single_context,28.167646,1.0,zel028_hek293,1.0,-0.0088657503947615,True,,,,,single_dataset,0.0022699247243881,specific
CPD_551484934229,LRRC75B,zel039_aec7,2,2,2,0.0018039687312086,0.1801165789365768,0.0023218958941937,xatlas_hct116,B_single_context,28.129597,1.0,zel039_aec7,7.0,-0.2047582454979419,False,,,,,single_dataset,0.0016073521021343,specific
CPD_604499626758,LZIC,zel028_hek293,5,2,2,0.0006559886295304,0.2257654964923858,0.0934522602878572,xatlas_hct116,B_single_context,28.067839,1.0,zel028_hek293,22.0,-0.168998435139656,False,,,,,single_dataset,0.0018159397795105,specific
CPD_066197357221,TMEM127,zel028_hek293,10,2,2,0.0001638359456064,0.28537318110466,0.4687048048300006,xatlas_hek293t,B_single_context,28.049639,1.0,zel028_hek293,18.0,-0.4454937428236007,False,,,,,single_dataset,0.002337408972951,specific
CPD_601814317291,PKD1L1-AS1,zel028_hek293,2,2,2,0.0038812660580549,0.1607772260904312,0.0040431943309771,xatlas_hct116,B_single_context,28.036057,1.0,zel028_hek293,42.0,-0.0009024483442772,True,,,,,single_dataset,0.002245384997638,specific
CPD_551484934229,NPPA,zel039_aec7,2,2,2,0.0006559886295304,0.2318683415651321,0.0010106440881254,xatlas_hct116,B_single_context,28.007072,1.0,zel039_aec7,8.0,-0.0081300295423716,True,,,,,single_dataset,0.0016932411457598,specific
CPD_368051317413,AFTPH,zel031_a549,6,2,2,0.0013652995467205,0.2236644476652145,0.0725441643130977,xatlas_hek293t,B_single_context,27.996462,1.0,zel031_a549,24.0,-0.3629662096500397,False,,,,,single_dataset,0.0019140986865111,specific
CPD_604499626758,LINC01565,zel028_hek293,2,2,2,0.0027332859563767,0.1576458811759948,0.0027865545067777,xatlas_hct116,B_single_context,27.994537,1.0,zel028_hek293,23.0,-0.0042600441956892,True,,,,,single_dataset,0.0019263685498861,specific
CPD_255118780886,DBNDD2,zel028_hek293,6,2,2,0.0007106543486579,0.2426161170005798,0.2541579593644635,xatlas_hct116,B_single_context,27.975494,1.0,zel028_hek293,30.0,-1.1653859615325928,False,,,,,single_dataset,0.0026257507622652,specific
CPD_734133747507,DNAJC28,zel028_hek293,2,2,2,0.0004919914721478,0.1853442639112472,0.0010105634822374,xatlas_hct116,B_single_context,27.963667,1.0,zel028_hek293,4.0,-0.1388542577624321,True,,,,,single_dataset,0.0016318918288844,specific
CPD_604499626758,CIAO1,zel028_hek293,10,2,2,0.0002184479274752,0.2967567443847656,0.7195280729701907,xatlas_hek293t,B_single_context,27.954067,1.0,zel028_hek293,24.0,-0.8357425928115845,False,,,,,single_dataset,0.0080613002374218,frequent
CPD_923461525641,FMOD,zel039_aec7,2,2,2,0.0033892745859071,0.1948189735412597,0.005244416114427,xatlas_hct116,B_single_context,27.92012,1.0,zel039_aec7,32.0,-0.0030306813132483,True,,,,,single_dataset,0.0012883356543824,specific
CPD_066197357221,SON,zel028_hek293,7,2,2,0.0004915078368193,0.2237124741077423,0.5376762275157997,xatlas_hek293t,B_single_context,27.902506,1.0,zel028_hek293,19.0,-0.0686931312084198,True,,,,,single_dataset,0.002325139109576,specific
CPD_066197357221,ANKRD65,zel028_hek293,2,2,2,0.0013106875648517,0.1528168320655822,0.0018579896032316,xatlas_hek293t,B_single_context,27.895964,1.0,zel028_hek293,20.0,0.007090428029187,True,,,,,single_dataset,0.0012699308593198,specific
CPD_519149705099,TMEM127,zel028_hek293,10,2,2,0.0001638359456064,0.2927282750606537,0.5275972459740296,xatlas_hek293t,B_single_context,27.892761,1.0,zel028_hek293,18.0,-0.4454937428236007,False,,,,,single_dataset,0.002337408972951,specific
CPD_601814317291,IZUMO2,zel028_hek293,2,2,2,0.0037172689006723,0.1629595458507537,0.0041523376888267,xatlas_hct116,B_single_context,27.801046,1.0,zel028_hek293,43.0,-0.0009628175757825,True,,,,,single_dataset,0.0018772890963859,specific
CPD_519149705099,LRRC75B,zel028_hek293,2,2,2,0.0022959602033564,0.1566004753112793,0.0027044215849396,xatlas_hct116,B_single_context,27.78483,1.0,zel028_hek293,19.0,-0.2047582454979419,False,,,,,single_dataset,0.0016073521021343,specific
CPD_601814317291,SEMA3D,zel028_hek293,2,2,2,0.0027332859563767,0.1845120191574096,0.0037422641894821,xatlas_hct116,B_single_context,27.770008,1.0,zel028_hek293,44.0,-0.067111387848854,True,,,,,single_dataset,0.0017361856675725,specific
CPD_817415548861,SON,zel031_a549,7,2,2,0.0005461198186882,0.2422018945217132,0.4312578353531132,xatlas_hek293t,B_single_context,27.757854,1.0,zel031_a549,9.0,-0.0686931312084198,True,,,,,single_dataset,0.002325139109576,specific
CPD_255118780886,ASPHD2,zel028_hek293,5,2,2,0.0013106875648517,0.1737934947013855,0.221550591327201,xatlas_hek293t,B_single_context,27.747318,1.0,zel028_hek293,31.0,-0.2241734787821769,False,,,,,single_dataset,0.0024048932215139,specific
CPD_923461525641,MYORG,zel039_aec7,2,2,2,0.0021866287651014,0.2264233827590942,0.0031139577116971,xatlas_hct116,B_single_context,27.729557,1.0,zel039_aec7,33.0,-0.1705696508288383,False,,,,,single_dataset,0.0010490733185685,specific
CPD_817415548861,STEEP1,zel031_a549,5,2,2,0.0002186628765101,0.2850877344608307,0.2002303535040311,xatlas_hct116,B_single_context,27.715681,1.0,zel031_a549,10.0,-0.4304642081260681,False,,,,,single_dataset,0.007926331740296,frequent
CPD_368051317413,MASP2,zel031_a549,5,2,2,0.0015837474741958,0.1862018704414367,0.1734739080357933,xatlas_hek293t,B_single_context,27.713923,1.0,zel031_a549,25.0,-0.0214302008971571,True,,,,,single_dataset,0.0021104165005122,specific
CPD_601814317291,NFKBIL1,zel028_hek293,6,2,2,0.002129867292884,0.1981128752231598,0.4099224156762704,xatlas_hek293t,B_single_context,27.696072,1.0,zel028_hek293,45.0,-0.678372859954834,False,,,,,single_dataset,0.0033619425647695,frequent
CPD_817415548861,AIFM3,zel031_a549,2,2,2,0.0008737917099011,0.188530147075653,0.0018035388331389,xatlas_hek293t,B_single_context,27.66839,1.0,zel031_a549,11.0,-0.0192261170595884,True,,,,,single_dataset,0.0015398678535714,specific
CPD_923461525641,MELTF,zel039_aec7,2,2,2,0.0009284036917699,0.2642321586608886,0.0012021890541067,xatlas_hek293t,B_single_context,27.654604,1.0,zel039_aec7,34.0,-0.2949065715074539,False,,,,,single_dataset,0.0010490733185685,specific
CPD_742103776786,STEEP1,zel039_aec7,5,2,2,0.0002186628765101,0.2830643951892853,0.3418309242225142,xatlas_hct116,B_single_context,27.647297,1.0,zel039_aec7,8.0,-0.4304642081260681,False,,,,,single_dataset,0.007926331740296,frequent
CPD_551484934229,STEEP1,zel039_aec7,5,2,2,0.0002186628765101,0.2854103744029999,0.3503145211305041,xatlas_hct116,B_single_context,27.62774,1.0,zel039_aec7,9.0,-0.4304642081260681,False,,,,,single_dataset,0.007926331740296,frequent
CPD_375963532021,STEEP1,zel028_hek293,5,2,2,0.0002733285956376,0.21718430519104,0.1535698642137538,xatlas_hct116,B_single_context,27.623976,1.0,zel028_hek293,9.0,-0.4304642081260681,False,,,,,single_dataset,0.007926331740296,frequent
CPD_255118780886,IZUMO2,zel028_hek293,2,2,2,0.0026239545181216,0.1717970073223114,0.0036875984703546,xatlas_hct116,B_single_context,27.611835,1.0,zel028_hek293,32.0,-0.0009628175757825,True,,,,,single_dataset,0.0018772890963859,specific
CPD_375963532021,FOXI3,zel028_hek293,6,2,2,0.0003276718912129,0.2104703038930893,0.1372615207601394,xatlas_hek293t,B_single_context,27.576557,1.0,zel028_hek293,10.0,-0.0389486981039226,True,,,,,single_dataset,0.0031778946141434,frequent
CPD_255118780886,AFTPH,zel028_hek293,6,2,2,0.0014745235104581,0.2072177231311798,0.3911436774459758,xatlas_hek293t,B_single_context,27.55324,1.0,zel028_hek293,33.0,-0.3629662096500397,False,,,,,single_dataset,0.0019140986865111,specific
CPD_963947306322,GARIN2,zel039_aec7,2,2,2,5.461198186882202e-05,0.2599315941333771,5.463885049817857e-05,xatlas_hek293t,B_single_context,27.5129,1.0,zel039_aec7,1.0,-0.0088657503947615,True,,,,,single_dataset,0.0022699247243881,specific
CPD_682482842747,CDC42EP5,zel028_hek293,5,2,2,5.461198186882202e-05,0.2057885378599167,0.1822533463345448,xatlas_hek293t,B_single_context,27.440977,1.0,zel028_hek293,1.0,-0.0388208162039518,True,,,,,single_dataset,0.0050981282323421,frequent
CPD_584644349480,AFTPH,zel028_hek293,6,2,2,0.0014199115285893,0.194331869482994,0.0977146773151317,xatlas_hek293t,B_single_context,27.434444,1.0,zel028_hek293,26.0,-0.3629662096500397,False,,,,,single_dataset,0.0019140986865111,specific
CPD_584644349480,ASPHD2,zel028_hek293,5,2,2,0.001529135492327,0.1622414141893386,0.0543102684504296,xatlas_hek293t,B_single_context,27.43208,1.0,zel028_hek293,27.0,-0.2241734787821769,False,,,,,single_dataset,0.0024048932215139,specific
CPD_551260510391,NPPA,zel039_aec7,2,2,2,0.0006013229104028,0.2286116480827331,0.0009560052376273,xatlas_hct116,B_single_context,27.410097,1.0,zel039_aec7,7.0,-0.0081300295423716,True,,,,,single_dataset,0.0016932411457598,specific
CPD_734133747507,OR6C6,zel028_hek293,2,2,2,0.0005466571912753,0.1793156266212463,0.0006556124687194,xatlas_hct116,B_single_context,27.3852,1.0,zel028_hek293,5.0,0.0,True,,,,,single_dataset,0.0025521315820148,specific
CPD_817415548861,GCNT7,zel031_a549,5,2,2,0.0002733285956376,0.2775645852088928,0.3448970652650022,xatlas_hct116,B_single_context,27.384775,1.0,zel031_a549,12.0,0.013292740099132,True,,,,,single_dataset,0.0022147103392003,specific
CPD_368051317413,ASPHD2,zel031_a549,5,2,2,0.0016929714379334,0.1964978724718094,0.2740891764914458,xatlas_hek293t,B_single_context,27.337406,1.0,zel031_a549,26.0,-0.2241734787821769,False,,,,,single_dataset,0.0024048932215139,specific
CPD_551484934229,GCNT7,zel039_aec7,5,2,2,0.0002733285956376,0.2837430536746979,0.3108766953284283,xatlas_hct116,B_single_context,27.313658,1.0,zel039_aec7,10.0,0.013292740099132,True,,,,,single_dataset,0.0022147103392003,specific
CPD_584644349480,LINC01565,zel028_hek293,2,2,2,0.0027332859563767,0.1624919772148132,0.003141532388925,xatlas_hct116,B_single_context,27.312616,1.0,zel028_hek293,28.0,-0.0042600441956892,True,,,,,single_dataset,0.0019263685498861,specific
CPD_923461525641,BEX1,zel039_aec7,5,2,2,0.0017493030120811,0.2331034839153289,0.1185434570745105,xatlas_hct116,B_single_context,27.285599,1.0,zel039_aec7,35.0,-0.5495150422502775,False,,,,,single_dataset,0.0015398678535714,specific
CPD_455483206817,GARIN2,zel028_hek293,2,2,2,5.461198186882202e-05,0.1852360665798187,5.463885049817857e-05,xatlas_hek293t,B_single_context,27.282871,1.0,zel028_hek293,1.0,-0.0088657503947615,True,,,,,single_dataset,0.0022699247243881,specific
CPD_742103776786,LRRC75B,zel039_aec7,2,2,2,0.0020772973268463,0.1719532310962677,0.0026497021285534,xatlas_hct116,B_single_context,27.243301,1.0,zel039_aec7,9.0,-0.2047582454979419,False,,,,,single_dataset,0.0016073521021343,specific
CPD_923461525641,LINC01565,zel039_aec7,2,2,2,0.0021319630459738,0.2271110266447067,0.0028135649427892,xatlas_hct116,B_single_context,27.228285,1.0,zel039_aec7,36.0,-0.0042600441956892,True,,,,,single_dataset,0.0019263685498861,specific
CPD_914277832422,GARIN2,zel039_aec7,2,2,2,5.461198186882202e-05,0.2628329694271087,5.463885049817857e-05,xatlas_hek293t,B_single_context,27.211739,1.0,zel039_aec7,1.0,-0.0088657503947615,True,,,,,single_dataset,0.0022699247243881,specific
CPD_255118780886,OR9G1,zel028_hek293,2,2,2,0.0028426173946318,0.1705907881259918,0.0037423179267408,xatlas_hct116,B_single_context,27.194565,1.0,zel028_hek293,34.0,0.0,True,,,,,single_dataset,0.001730050735885,specific
CPD_923461525641,ANKRD65,zel039_aec7,2,2,2,0.0013106875648517,0.2243195325136184,0.0021313181988693,xatlas_hek293t,B_single_context,27.159819,1.0,zel039_aec7,37.0,0.007090428029187,True,,,,,single_dataset,0.0012699308593198,specific
CPD_923461525641,RBPMS,zel039_aec7,5,2,2,0.0020226316077187,0.2283321768045425,0.0865527814279456,xatlas_hct116,B_single_context,27.138605,1.0,zel039_aec7,38.0,-0.6018785238265991,False,,,,,single_dataset,0.0011717719523193,specific
CPD_604499626758,PADI1,zel028_hek293,2,2,2,0.0026213751297034,0.1579562872648239,0.0026499976834763,xatlas_hek293t,B_single_context,27.132114,1.0,zel028_hek293,25.0,0.0012274177279323,True,,,,,single_dataset,0.001993852798449,specific
CPD_923461525641,CYS1,zel039_aec7,7,2,2,0.0006553437824258,0.2724480926990509,0.1399916422900125,xatlas_hek293t,B_single_context,27.117136,1.0,zel039_aec7,39.0,-0.0645353645086288,True,,,,,single_dataset,0.0043496665664627,frequent
CPD_549547493438,FAM110D,zel039_aec7,2,2,2,0.0018568073835399,0.1802120059728622,0.0020763837934482,xatlas_hek293t,B_single_context,27.114355,1.0,zel039_aec7,13.0,-0.0308625248726457,True,,,,,single_dataset,0.0017545904626351,specific
CPD_139245008131,DNMT1,zel028_hek293,8,2,2,5.461198186882202e-05,0.2420067340135574,0.2335046663880763,xatlas_hek293t,B_single_context,27.111113,1.0,zel028_hek293,1.0,-3.2935690879821777,False,,,,,single_dataset,0.0112146551248151,hub_generic_stress
CPD_541727500771,C4BPA,zel039_aec7,2,2,2,0.0010933143825507,0.1834151148796081,0.0015023668739797,xatlas_hct116,B_single_context,27.104078,1.0,zel039_aec7,5.0,-0.0007731017831247,True,,,,,single_dataset,0.0016993760774473,specific
CPD_923461525641,GAS1,zel039_aec7,2,2,2,0.0026759871115722,0.1702894568443298,0.0039619480739078,xatlas_hek293t,B_single_context,27.101887,1.0,zel039_aec7,40.0,-0.1122095737373456,True,,,,,single_dataset,0.0027055048742032,specific
CPD_734133747507,RAB25,zel028_hek293,2,2,2,0.0009284036917699,0.1555801481008529,0.000928860458469,xatlas_hek293t,B_single_context,27.087566,1.0,zel028_hek293,6.0,-1.2687157423933968,False,,,,,single_dataset,0.0012883356543824,specific
CPD_375963532021,GCNT7,zel028_hek293,5,2,2,0.0002186628765101,0.2190189361572265,0.0763230210087758,xatlas_hct116,B_single_context,27.08709,1.0,zel028_hek293,11.0,0.013292740099132,True,,,,,single_dataset,0.0022147103392003,specific
CPD_201655704514,GARIN2,zel031_a549,2,2,2,5.461198186882202e-05,0.2130327075719833,5.463885049817857e-05,xatlas_hek293t,B_single_context,27.078125,1.0,zel031_a549,1.0,-0.0088657503947615,True,,,,,single_dataset,0.0022699247243881,specific
CPD_601814317291,GAS1,zel028_hek293,2,2,2,0.0026213751297034,0.1451283395290374,0.0041533049594835,xatlas_hek293t,B_single_context,27.056162,1.0,zel028_hek293,47.0,-0.1122095737373456,True,,,,,single_dataset,0.0027055048742032,specific
CPD_601814317291,FAM90A1,zel028_hek293,2,2,2,0.0033859428758669,0.1645804047584533,0.0034696073095783,xatlas_hek293t,B_single_context,27.044443,1.0,zel028_hek293,48.0,-0.0179881060903426,True,,,,,single_dataset,0.0026871000791406,specific
CPD_066197357221,SCNN1D,zel028_hek293,5,2,2,0.0004368958549505,0.2055072337388992,0.6325886990801577,xatlas_hek293t,B_single_context,27.032919,1.0,zel028_hek293,21.0,-0.0290679982863366,True,,,,,single_dataset,0.0016871062140723,specific
CPD_923461525641,MPHOSPH9,zel039_aec7,4,2,2,0.0031159459902695,0.2011991441249847,0.1524093543228594,xatlas_hct116,B_single_context,27.02314,1.0,zel039_aec7,41.0,-1.3434172868728638,False,,,,,single_dataset,0.0010061287967558,specific
CPD_604499626758,NCOR2,zel028_hek293,3,2,2,0.001639971573826,0.1855524778366089,0.0044235705313745,xatlas_hct116,B_single_context,27.00584,1.0,zel028_hek293,26.0,-0.0881695300340652,True,,,,,single_dataset,0.0013742246980079,specific
