public_compound_id,target_gene,contexts_x,n_datasets_scored,n_datasets_top5pct,n_datasets_top1pct,best_percentile,max_cosine,median_percentile,best_dataset_exact,tier,best_z,n_contexts,contexts_y,best_rank,kd_delta_median,kd_flag_weak,contexts,name,moa_class,primary_target,evidence_strength,hub_frac,hub_flag
CPD_830407168049,ZBTB37,zel028_hek293,6,3,2,0.0002186628765101,0.1959172487258911,0.1520176275361859,xatlas_hct116,B_single_context,22.502174,1.0,zel028_hek293,13.0,-0.2696464657783508,False,,,,,strong_multi_dataset,0.0021840356807626,specific
CPD_040156959616,RMI2,zel028_hek293,6,3,3,0.0010386486634231,0.1841235309839248,0.0342370627758897,xatlas_hct116,B_single_context,22.227262,1.0,zel028_hek293,36.0,-0.9134113788604736,False,,,,,strong_multi_dataset,0.0042821823178998,frequent
CPD_541727500771,DBNDD2,zel039_aec7,6,3,2,0.0011479801016782,0.1788519024848938,0.0652319348056843,xatlas_hct116,B_single_context,22.171694,1.0,zel039_aec7,17.0,-1.1653859615325928,False,,,,,strong_multi_dataset,0.0026257507622652,specific
CPD_375963532021,ASPHD2,zel028_hek293,5,3,2,0.0013652995467205,0.1318541318178177,0.0423496057411181,xatlas_hek293t,B_single_context,22.160006,1.0,zel028_hek293,23.0,-0.2241734787821769,False,,,,,strong_multi_dataset,0.0024048932215139,specific
CPD_867080531463,MUS81,zel028_hek293,6,3,2,0.0001092239637376,0.1898259818553924,0.0731291065498885,xatlas_hek293t,B_single_context,21.894133,1.0,zel028_hek293,3.0,-0.4631035327911377,False,,,,,strong_multi_dataset,0.0018036699161354,specific
CPD_066197357221,ZNF416,zel028_hek293,6,3,2,0.0010386486634231,0.1912724077701568,0.2119195733600569,xatlas_hct116,B_single_context,21.862812,1.0,zel028_hek293,44.0,-0.0313103795051574,True,,,,,strong_multi_dataset,0.0023067343145134,specific
CPD_000932816101,FOXI3,zel028_hek293,6,3,2,0.0003276718912129,0.1638747900724411,0.2398434972767754,xatlas_hek293t,B_single_context,21.844507,1.0,zel028_hek293,8.0,-0.0389486981039226,True,,,,,strong_multi_dataset,0.0031778946141434,frequent
CPD_375963532021,NFKBIL1,zel028_hek293,6,3,3,0.0018586344503361,0.1387737691402435,0.0598034356175327,xatlas_hct116,B_single_context,21.63026,1.0,zel028_hek293,25.0,-0.678372859954834,False,,,,,strong_multi_dataset,0.0033619425647695,frequent
CPD_549547493438,BEX1,zel039_aec7,5,3,3,0.0021866287651014,0.1821102350950241,0.0080623726410915,xatlas_hct116,B_single_context,21.616545,1.0,zel039_aec7,37.0,-0.5495150422502775,False,,,,,strong_multi_dataset,0.0015398678535714,specific
CPD_830407168049,TMEM127,zel028_hek293,10,3,2,0.0001092239637376,0.217613086104393,0.5166532951368463,xatlas_hek293t,B_single_context,21.610441,1.0,zel028_hek293,18.0,-0.4454937428236007,False,,,,,strong_multi_dataset,0.002337408972951,specific
CPD_040156959616,NFKBIL1,zel028_hek293,6,3,2,0.0019133001694637,0.1522642821073532,0.1276106526717541,xatlas_hct116,B_single_context,21.563389,1.0,zel028_hek293,42.0,-0.678372859954834,False,,,,,strong_multi_dataset,0.0033619425647695,frequent
CPD_040156959616,SAMHD1,zel028_hek293,6,3,2,0.0017475834198023,0.1567147374153137,0.117758484597055,xatlas_hek293t,B_single_context,21.258162,1.0,zel028_hek293,46.0,-0.5581794381141663,False,,,,,strong_multi_dataset,0.0014233041515082,specific
CPD_733050967511,ZBTB37,zel028_hek293,6,3,2,0.0002733285956376,0.1746604442596435,0.2444077178209026,xatlas_hct116,B_single_context,21.09583,1.0,zel028_hek293,10.0,-0.2696464657783508,False,,,,,strong_multi_dataset,0.0021840356807626,specific
CPD_817415548861,EIF4E2,zel031_a549,6,3,2,0.0025121511659658,0.1347648650407791,0.2913811344464355,xatlas_hek293t,B_single_context,21.086727,1.0,zel031_a549,34.0,-1.7285093069076538,False,,,,,strong_multi_dataset,0.0058465898982214,frequent
CPD_267759565526,SLC30A1,zel024_hek293,6,3,3,8.760402978537013e-05,0.1821357309818267,0.1123811690160186,zhu_cd4t_stim8hr,B_single_context,21.074291,1.0,zel024_hek293,1.0,-0.4616401195526123,False,,,,,strong_multi_dataset,0.0052269617977803,frequent
CPD_742103776786,ZNF70,zel039_aec7,6,3,2,0.0011479801016782,0.2061802744865417,0.1403105903197586,xatlas_hct116,B_single_context,20.915003,1.0,zel039_aec7,34.0,-0.2417889088392257,False,,,,,strong_multi_dataset,0.0040367850503984,frequent
CPD_066197357221,H2AC12,zel028_hek293,5,3,2,0.0018039687312086,0.1646729558706283,0.0161333215140501,xatlas_hct116,B_single_context,20.908304,1.0,zel028_hek293,47.0,-1.1880460381507874,False,,,,,strong_multi_dataset,0.0014048993564456,specific
CPD_830407168049,CIAO1,zel028_hek293,10,3,2,0.0001638359456064,0.2074597179889679,0.3278218191992779,xatlas_hek293t,B_single_context,20.897314,1.0,zel028_hek293,20.0,-0.8357425928115845,False,,,,,strong_multi_dataset,0.0080613002374218,frequent
CPD_036285000408,IMMP1L,zel024_hek293,6,3,3,8.760402978537013e-05,0.2198066413402557,0.2188711959793748,zhu_cd4t_stim8hr,B_single_context,20.766602,1.0,zel024_hek293,1.0,-2.029814481735229,False,,,,,strong_multi_dataset,0.0401101833731081,hub_generic_stress
CPD_541727500771,TMEM127,zel039_aec7,10,3,2,0.0001638359456064,0.282080590724945,0.3666242624429385,xatlas_hek293t,B_single_context,20.72932,1.0,zel039_aec7,22.0,-0.4454937428236007,False,,,,,strong_multi_dataset,0.002337408972951,specific
CPD_549547493438,ZNF416,zel039_aec7,6,3,3,0.0010637354844428,0.226219356060028,0.0909620153572701,zhu_cd4t_stim48hr,B_single_context,20.596472,1.0,zel039_aec7,41.0,-0.0313103795051574,True,,,,,strong_multi_dataset,0.0023067343145134,specific
CPD_817415548861,ZNF70,zel031_a549,6,3,2,0.0011479801016782,0.2062726020812988,0.2721328924511387,xatlas_hct116,B_single_context,20.579712,1.0,zel031_a549,38.0,-0.2417889088392257,False,,,,,strong_multi_dataset,0.0040367850503984,frequent
CPD_551484934229,A1BG,zel039_aec7,6,3,3,0.0008746515060405,0.2189334481954574,0.0779614145937237,xatlas_hct116,B_single_context,20.46917,1.0,zel039_aec7,38.0,-0.5145495533943176,False,,,,,strong_multi_dataset,0.002153361022325,specific
CPD_285444836118,ZBTB37,zel028_hek293,6,3,2,0.0003279943147652,0.1801571398973465,0.348703699514097,xatlas_hct116,B_single_context,20.275208,1.0,zel028_hek293,16.0,-0.2696464657783508,False,,,,,strong_multi_dataset,0.0021840356807626,specific
CPD_000932816101,CIAO1,zel028_hek293,10,3,3,0.0002184479274752,0.1867946833372116,0.1708481940775209,xatlas_hek293t,B_single_context,20.123041,1.0,zel028_hek293,14.0,-0.8357425928115845,False,,,,,strong_multi_dataset,0.0080613002374218,frequent
CPD_477079391804,CIAO1,zel028_hek293,10,3,2,0.0001092239637376,0.2082830071449279,0.3824630958241202,xatlas_hek293t,B_single_context,20.068533,1.0,zel028_hek293,19.0,-0.8357425928115845,False,,,,,strong_multi_dataset,0.0080613002374218,frequent
CPD_179346381530,SON,zel028_hek293,7,3,3,0.0005466571912753,0.1508677005767822,0.1288283908604764,xatlas_hct116,B_single_context,19.99562,1.0,zel028_hek293,13.0,-0.0686931312084198,True,,,,,strong_multi_dataset,0.002325139109576,specific
CPD_722934476583,IMMP1L,zel039_aec7,6,3,3,8.760402978537013e-05,0.2236504554748535,0.4585381394616592,zhu_cd4t_stim8hr,B_single_context,19.974487,1.0,zel039_aec7,1.0,-2.029814481735229,False,,,,,strong_multi_dataset,0.0401101833731081,hub_generic_stress
CPD_734133747507,LZIC,zel028_hek293,5,3,2,0.0006013229104028,0.1715688705444336,0.0435392028033289,xatlas_hct116,B_single_context,19.87663,1.0,zel028_hek293,25.0,-0.168998435139656,False,,,,,strong_multi_dataset,0.0018159397795105,specific
CPD_742103776786,ZNF416,zel039_aec7,6,3,2,0.0007106543486579,0.2293934226036071,0.1174654562996984,xatlas_hct116,B_single_context,19.763403,1.0,zel039_aec7,43.0,-0.0313103795051574,True,,,,,strong_multi_dataset,0.0023067343145134,specific
CPD_734133747507,SAMHD1,zel028_hek293,6,3,3,0.0010922396373764,0.1317217200994491,0.0535937075361159,xatlas_hek293t,B_single_context,19.72378,1.0,zel028_hek293,26.0,-0.5581794381141663,False,,,,,strong_multi_dataset,0.0014233041515082,specific
CPD_274719083207,UHRF1,zel028_hek293,9,3,2,5.461198186882202e-05,0.2445282042026519,0.2049934296977661,xatlas_hek293t,B_single_context,19.698877,1.0,zel028_hek293,1.0,-1.333915114402771,False,,,,,strong_multi_dataset,0.0062637652529739,frequent
CPD_258196724322,MUS81,zel028_hek293,6,3,2,0.000109331438255,0.1636582911014557,0.1404805871957881,xatlas_hct116,B_single_context,19.4552,1.0,zel028_hek293,3.0,-0.4631035327911377,False,,,,,strong_multi_dataset,0.0018036699161354,specific
CPD_249158023941,DROSHA,zel028_hek293,6,3,3,5.461198186882202e-05,0.1333494186401367,0.0307145842039281,xatlas_hek293t,B_single_context,19.451155,1.0,zel028_hek293,1.0,-1.2001937627792358,False,,,,,strong_multi_dataset,0.0198649088042404,hub_generic_stress
CPD_546122839983,MUS81,zel028_hek293,6,3,2,0.0001092239637376,0.1625449657440185,0.2394731916765907,xatlas_hek293t,B_single_context,19.316317,1.0,zel028_hek293,3.0,-0.4631035327911377,False,,,,,strong_multi_dataset,0.0018036699161354,specific
CPD_817415548861,ZNF416,zel031_a549,6,3,2,0.000819985786913,0.2244719415903091,0.0803561267658011,xatlas_hct116,B_single_context,19.286646,1.0,zel031_a549,43.0,-0.0313103795051574,True,,,,,strong_multi_dataset,0.0023067343145134,specific
CPD_551484934229,ITPK1,zel039_aec7,6,3,3,0.0012026458208057,0.2082678079605102,0.0910888842178859,xatlas_hct116,B_single_context,19.269518,1.0,zel039_aec7,48.0,-0.6297912001609802,False,,,,,strong_multi_dataset,0.0052637713879055,frequent
CPD_080459907230,UHRF1,zel028_hek293,9,3,2,5.461198186882202e-05,0.2405609190464019,0.1938982363673221,xatlas_hek293t,B_single_context,19.25735,1.0,zel028_hek293,1.0,-1.333915114402771,False,,,,,strong_multi_dataset,0.0062637652529739,frequent
CPD_375963532021,ZNF70,zel028_hek293,6,3,2,0.0015306401355709,0.1512895971536636,0.0836013592090816,xatlas_hct116,B_single_context,19.252869,1.0,zel028_hek293,37.0,-0.2417889088392257,False,,,,,strong_multi_dataset,0.0040367850503984,frequent
CPD_728330369585,DROSHA,zel028_hek293,6,3,3,5.461198186882202e-05,0.1357576698064804,0.0284162139573756,xatlas_hek293t,B_single_context,19.200094,1.0,zel028_hek293,1.0,-1.2001937627792358,False,,,,,strong_multi_dataset,0.0198649088042404,hub_generic_stress
CPD_857599301545,CDC42EP5,zel028_hek293,5,3,2,5.461198186882202e-05,0.1335746645927429,0.0407548507132098,xatlas_hek293t,B_single_context,19.126127,1.0,zel028_hek293,1.0,-0.0388208162039518,True,,,,,strong_multi_dataset,0.0050981282323421,frequent
CPD_634285921991,DOT1L,zel039_aec7,7,3,1,0.0072711344721857,0.2794911563396454,0.1781756936441804,zhu_cd4t_stim8hr,B_single_context,19.06084,1.0,zel039_aec7,1.0,-0.2903428375720978,False,,,,,strong_multi_dataset,0.0062576303212863,frequent
CPD_394170390237,LZIC,zel028_hek293,5,3,2,0.0006013229104028,0.1491851061582565,0.0437671657659254,xatlas_hct116,B_single_context,19.02007,1.0,zel028_hek293,18.0,-0.168998435139656,False,,,,,strong_multi_dataset,0.0018159397795105,specific
CPD_434150344576,DROSHA,zel028_hek293,6,3,3,5.461198186882202e-05,0.119506262242794,0.041370664437944,xatlas_hek293t,B_single_context,18.996593,1.0,zel028_hek293,1.0,-1.2001937627792358,False,,,,,strong_multi_dataset,0.0198649088042404,hub_generic_stress
CPD_394170390237,CIAO1,zel028_hek293,10,3,2,0.0002184479274752,0.1807635128498077,0.2700954596863326,xatlas_hek293t,B_single_context,18.917786,1.0,zel028_hek293,19.0,-0.8357425928115845,False,,,,,strong_multi_dataset,0.0080613002374218,frequent
CPD_973457930556,IMMP1L,"zel024_h1650,zel024_hek293",6,3,3,8.760402978537013e-05,0.1902045309543609,0.2207334054005129,zhu_cd4t_stim8hr,B_consensus_strong,17.422958,2.0,"zel024_h1650,zel024_hek293",1.0,-2.029814481735229,False,,,,,strong_multi_dataset,0.0401101833731081,hub_generic_stress
CPD_849358895118,SLC30A1,zel031_a549,6,3,3,8.864462370357238e-05,0.1312845796346664,0.0445532554848476,zhu_cd4t_stim48hr,,15.792526,1.0,,1.0,,,zel031_a549,GSK126,Epigenetic_writer_eraser,EZH2,strong_multi_dataset,0.0052269617977803,frequent
CPD_727697023490,DOP1A,zel039_aec7,5,3,3,0.0002628120893561,0.2282080501317978,0.0003543900062018,zhu_cd4t_stim8hr,,15.454447,1.0,,1.0,,,zel039_aec7,AZD-3463,ALK_MET_inhibitor,ALK/IGF1R,strong_multi_dataset,0.0042760473862123,frequent
CPD_727697023490,DNAAF2,zel039_aec7,6,3,3,8.760402978537013e-05,0.2458909749984741,0.2903362332091981,zhu_cd4t_stim8hr,,15.1647005,1.0,,2.0,,,zel039_aec7,AZD-3463,ALK_MET_inhibitor,ALK/IGF1R,strong_multi_dataset,0.0048159213747154,frequent
CPD_861948162761,MTREX,"zel028_h1650,zel028_hek293",6,3,2,5.466571912753512e-05,0.1350752711296081,0.2238934358428912,xatlas_hct116,B_consensus_strong,14.449157,2.0,"zel028_h1650,zel028_hek293",1.0,-1.421268105506897,False,,,,,strong_multi_dataset,0.0186256526033582,hub_generic_stress
CPD_097241972673,RPS10-NUDT3,zel039_aec7,5,3,0,0.0208942749686585,0.4039828479290008,0.0348672207581593,hepg2,,12.603998,1.0,,1.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),strong_multi_dataset,0.0261225391255268,hub_generic_stress
CPD_930596955388,MAPK8,zel039_aec7,6,3,0,0.0152037299817555,0.3418278992176056,0.0474956614195446,replogle_k562_gwps,,12.126405,1.0,,6.0,,,zel039_aec7,veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0230243986233213,hub_generic_stress
CPD_780406670572,MAPK8,zel039_aec7,6,3,1,0.0032798510770321,0.3364987671375274,0.0403444188095095,zhu_cd4t_stim48hr,,11.651298,1.0,,9.0,,,zel039_aec7,MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0230243986233213,hub_generic_stress
CPD_056284183052,RAD51,"zel031_a549,zel039_aec7",7,3,2,0.0008746515060405,0.2374824285507202,0.075345852562601,xatlas_hct116,,11.601676,2.0,,3.0,,,"zel031_a549,zel039_aec7",fexagratinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0281102569922883,hub_generic_stress
CPD_168135774311,SMG5,"zel031_a549,zel039_aec7",9,3,2,0.0079398244880902,0.3161236047744751,0.0974794333843052,rpe1,,11.356158,2.0,,14.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0482205630640302,hub_generic_stress
CPD_326167036106,ZFC3H1,zel039_aec7,10,3,0,0.019886114761279,0.1545816361904144,0.0931582783046377,zhu_cd4t_stim8hr,,11.275334,1.0,,4.0,,,zel039_aec7,Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.050165336408979,hub_generic_stress
CPD_168135774311,RAD51D,zel039_aec7,10,3,0,0.0106598152298693,0.3217242062091827,0.110494063166368,xatlas_hct116,,11.252866,1.0,,16.0,,,zel039_aec7,BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0145950024846473,hub_generic_stress
CPD_326167036106,PPRC1,"zel031_a549,zel039_aec7",10,3,0,0.0221479314667781,0.2410928457975387,0.1692947875602277,hepg2,,11.201199,2.0,,6.0,,,"zel031_a549,zel039_aec7",Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0195029478346758,hub_generic_stress
CPD_930596955388,UTP23,"zel031_a549,zel039_aec7",10,3,0,0.0213903743315508,0.3611035943031311,0.1323220510340239,k562_essential,,11.030769,2.0,,14.0,,,"zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0211839191170606,hub_generic_stress
CPD_655011950960,IMMP1L,"zel024_h1650,zel024_hek293",6,3,3,8.760402978537013e-05,0.1294633448123932,0.2062830823917294,zhu_cd4t_stim8hr,B_consensus_strong,10.974212,2.0,"zel024_h1650,zel024_hek293",1.0,-2.029814481735229,False,,,,,strong_multi_dataset,0.0401101833731081,hub_generic_stress
CPD_861948162761,EXOSC3,"zel028_h1650,zel028_hek293",7,3,3,0.0002186628765101,0.0840089172124862,0.1364395139688944,xatlas_hct116,B_consensus_strong,10.963103,2.0,"zel028_h1650,zel028_hek293",2.0,-1.469980239868164,False,,,,,strong_multi_dataset,0.0319507242286857,hub_generic_stress
CPD_056284183052,RPS10-NUDT3,zel031_a549,5,3,0,0.0228488089450656,0.2829232215881347,0.0407459963511048,k562_essential,,10.751026,1.0,,1.0,,,zel031_a549,fexagratinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0261225391255268,hub_generic_stress
CPD_430449302192,TRAFD1,"zel024_hek293,zel028_h1650,zel031_a549,zel031_thp1",7,3,0,0.0231554803123805,0.0498877987265586,0.4550210782672885,xatlas_hek293t,,10.691448,4.0,,1.0,,,"zel024_hek293,zel028_h1650,zel031_a549,zel031_thp1",STM2457,Epigenetic_writer_eraser,METTL3,strong_multi_dataset,0.0364844387457745,hub_generic_stress
CPD_253094937385,OBI1,"zel024_h1650,zel024_hek293",6,3,1,0.0004915078368193,0.1183243989944458,0.1433616857163357,xatlas_hek293t,B_consensus_strong,10.691384,2.0,"zel024_h1650,zel024_hek293",3.0,-1.7380609512329102,False,,,,,strong_multi_dataset,0.0050490487788418,frequent
CPD_326167036106,ENSG00000250151,zel039_aec7,3,3,2,0.0078007268859143,0.152953639626503,0.008760402978537,zhu_cd4t_stim48hr,,10.682901,1.0,,12.0,,,zel039_aec7,Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0125275305059478,hub_generic_stress
CPD_168135774311,KAT14,"zel031_a549,zel039_aec7",3,3,2,0.0045184725790732,0.1721009016036987,0.0491896627244853,zhu_cd4t_rest,,10.530252,2.0,,14.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0085766344991748,frequent
CPD_908424475140,RPS2,zel039_aec7,9,3,1,0.0004178854993731,0.3128281533718109,0.1470956957793564,hepg2,,10.508407,1.0,,18.0,,,zel039_aec7,derazantinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.009815890700057,frequent
CPD_430449302192,ZFC3H1,zel039_aec7,10,3,0,0.0131406044678055,0.1803282052278518,0.0856482822944132,zhu_cd4t_stim8hr,,10.461724,1.0,,3.0,,,zel039_aec7,STM2457,Epigenetic_writer_eraser,METTL3,strong_multi_dataset,0.050165336408979,hub_generic_stress
CPD_930596955388,PPRC1,"zel031_a549,zel039_aec7",10,3,0,0.0171333054743,0.2874127626419067,0.1391558712912662,hepg2,,10.352199,2.0,,5.0,,,"zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0195029478346758,hub_generic_stress
CPD_590916948700,DNAAF2,"zel031_a549,zel031_thp1",6,3,3,8.760402978537013e-05,0.1527613252401352,0.2491134062598016,zhu_cd4t_stim8hr,B_consensus_strong,10.301954,2.0,"zel031_a549,zel031_thp1",1.0,-1.291282296180725,False,,,,,strong_multi_dataset,0.0048159213747154,frequent
CPD_168135774311,RTEL1,"zel031_a549,zel039_aec7",9,3,1,0.0081509701426419,0.1753424108028412,0.2011975447530744,zhu_cd4t_rest,,10.28892,2.0,,15.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0054171446800939,frequent
CPD_168135774311,RPS10-NUDT3,zel039_aec7,5,3,0,0.0194457948468643,0.3533637523651123,0.0363875937563348,k562_essential,,10.280238,1.0,,35.0,,,zel039_aec7,BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0261225391255268,hub_generic_stress
CPD_167907273288,MAPK8,zel031_a549,6,3,1,0.0054073220459179,0.2896738648414612,0.0471997465405159,zhu_cd4t_stim48hr,,10.18648,1.0,,4.0,,,zel031_a549,lapatinib,EGFR_HER2_inhibitor,EGFR/HER2,strong_multi_dataset,0.0230243986233213,hub_generic_stress
CPD_727697023490,GUCA2A,zel039_aec7,5,3,3,0.0007978016133321,0.1163264364004135,0.0010631700186054,zhu_cd4t_stim48hr,,10.174663,1.0,,7.0,,,zel039_aec7,AZD-3463,ALK_MET_inhibitor,ALK/IGF1R,strong_multi_dataset,0.0012024466107569,specific
CPD_930596955388,MCM3,zel039_aec7,7,3,0,0.0125365649811951,0.3258700370788574,0.0837201682049041,jurkat,,10.119135,1.0,,31.0,,,zel039_aec7,veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0188219704173594,hub_generic_stress
CPD_538836951088,GPR161,"zel024_h1650,zel024_hek293",2,3,1,0.0013119772590608,0.087348349392414,0.0334431680110649,xatlas_hct116,B_consensus_strong,10.089386,2.0,"zel024_h1650,zel024_hek293",10.0,-0.4924226105213165,False,,,,,strong_multi_dataset,0.003184029545831,frequent
CPD_097241972673,LTV1,zel039_aec7,7,3,1,0.0097228974234321,0.4513139128684997,0.0526535729210196,k562_essential,,10.081055,1.0,,28.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),strong_multi_dataset,0.0160305764995306,hub_generic_stress
CPD_780406670572,DNTTIP2,zel039_aec7,7,3,3,0.0033448205959862,0.4495072662830353,0.218972001671542,replogle_k562_gwps,,10.078936,1.0,,43.0,,,zel039_aec7,MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0100367482408083,hub_generic_stress
CPD_930596955388,RFC3,"zel028_hek293,zel039_aec7",7,3,0,0.0137847151834583,0.1918534487485885,0.1079159337079608,replogle_k562_gwps,,10.03639,2.0,,8.0,,,"zel028_hek293,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0118097434985061,hub_generic_stress
CPD_908424475140,RFX5,zel039_aec7,7,3,1,0.0090369451581465,0.126997098326683,0.0585194918966272,zhu_cd4t_rest,,10.009899,1.0,,25.0,,,zel039_aec7,derazantinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0049692946669038,frequent
CPD_097241972673,TIMELESS,zel039_aec7,7,3,1,0.0079398244880902,0.3490186631679535,0.0938610397419778,jurkat,,9.970049,1.0,,31.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),strong_multi_dataset,0.0121164900828829,hub_generic_stress
CPD_780406670572,RPS2,zel039_aec7,9,3,1,0.0012536564981195,0.3057109415531158,0.1147061430724226,hepg2,,9.923432,1.0,,45.0,,,zel039_aec7,MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.009815890700057,frequent
CPD_104027493525,RAD51,zel039_aec7,7,3,1,0.0016946372929535,0.1948398947715759,0.0773088173840367,xatlas_hct116,,9.912631,1.0,,5.0,,,zel039_aec7,rucaparib,PARP_inhibitor,PARP1,strong_multi_dataset,0.0281102569922883,hub_generic_stress
CPD_859937920157,RPS10-NUDT3,zel039_aec7,5,3,0,0.0150438779774341,0.3145035207271576,0.04601662274478,hepg2,,9.900744,1.0,,6.0,,,zel039_aec7,KME-2780,Unknown_Other,TBK1/IKKepsilon,strong_multi_dataset,0.0261225391255268,hub_generic_stress
CPD_930596955388,LTV1,zel039_aec7,7,3,0,0.0102090422946037,0.4374407827854156,0.0593397409109903,k562_essential,,9.8781,1.0,,40.0,,,zel039_aec7,veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0160305764995306,hub_generic_stress
CPD_908424475140,TSPYL5,zel039_aec7,10,3,2,0.0030661410424879,0.190397709608078,0.252209579192487,zhu_cd4t_stim8hr,,9.872986,1.0,,31.0,,,zel039_aec7,derazantinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.015404813467402,hub_generic_stress
CPD_780406670572,RPS3,zel039_aec7,7,3,3,0.0014584346135148,0.4596079587936401,0.0589218554116172,k562_essential,,9.855112,1.0,,50.0,,,zel039_aec7,MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0086563886111128,frequent
CPD_326167036106,WTAP,zel039_aec7,10,3,0,0.0117010903288715,0.1721885204315185,0.1255745925616381,zhu_cd4t_stim48hr,,9.850418,1.0,,29.0,,,zel039_aec7,Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0451285574935123,hub_generic_stress
CPD_326167036106,INTS10,zel039_aec7,9,3,1,0.0091934809862097,0.2928763329982757,0.1360930588171044,rpe1,,9.837484,1.0,,31.0,,,zel039_aec7,Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0392574278685406,hub_generic_stress
CPD_097241972673,POLA2,"zel028_hek293,zel039_aec7",7,3,0,0.0244355764500082,0.2436497658491134,0.0992663873838458,xatlas_hct116,,9.813417,2.0,,34.0,,,"zel028_hek293,zel039_aec7",AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),strong_multi_dataset,0.0090674290341777,frequent
CPD_908424475140,ZNF236,"zel031_a549,zel039_aec7",10,3,0,0.0214629872974156,0.2978993952274322,0.1179890655207217,zhu_cd4t_stim8hr,,9.77447,2.0,,11.0,,,"zel031_a549,zel039_aec7",derazantinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0110122023791265,hub_generic_stress
CPD_097241972673,DDX18,zel039_aec7,7,3,0,0.0167277100530257,0.4085457921028137,0.0739657333890514,xatlas_hct116,,9.716019,1.0,,44.0,,,zel039_aec7,AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),strong_multi_dataset,0.0089140557419893,frequent
CPD_326167036106,IMPDH2,zel039_aec7,10,3,1,0.0093027376627979,0.1866571754217147,0.2241865989474364,zhu_cd4t_rest,,9.715823,1.0,,34.0,,,zel039_aec7,Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0066993454027889,frequent
CPD_849358895118,ENSG00000250151,zel039_aec7,3,3,0,0.0135786246167323,0.1468778848648071,0.0194131725910823,zhu_cd4t_stim8hr,,9.715322,1.0,,8.0,,,zel039_aec7,GSK126,Epigenetic_writer_eraser,EZH2,strong_multi_dataset,0.0125275305059478,hub_generic_stress
CPD_056284183052,RFX5,zel039_aec7,7,3,2,0.0028351200496146,0.1195352673530578,0.2,zhu_cd4t_rest,,9.710604,1.0,,7.0,,,zel039_aec7,fexagratinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0049692946669038,frequent
CPD_236412001094,RPS10-NUDT3,zel039_aec7,5,3,0,0.0200585039699122,0.3244544565677643,0.0375025339549969,hepg2,,9.683044,1.0,,1.0,,,zel039_aec7,ceritinib,ALK_MET_inhibitor,ALK,strong_multi_dataset,0.0261225391255268,hub_generic_stress
CPD_326167036106,RNF8,"zel031_a549,zel039_aec7",10,3,0,0.02300831137239,0.2950581610202789,0.1396127621459527,replogle_k562_gwps,,9.674762,2.0,,16.0,,,"zel031_a549,zel039_aec7",Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.004134943957399,frequent
