context,program,image_features,chemistry_model,folds,n_test_compounds,r2_chem,r2_img,r2_joint,chem_only,img_only,shared,unexplained,img_only_fold_sd,chem_only_fold_sd,img_only_null_mean,img_only_null_sd,img_only_z,img_only_tail,chem_only_null_mean,chem_only_null_sd,chem_only_z,chem_only_tail,rel_img,img_only_rel_ceiling,r2_img_rel_ceiling,r_ceiling_img
zel031_a549,P14,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0204334593927957,0.0010874789781985,0.0214418333689546,0.020354354390756,0.0010083739761589,7.910500203965154e-05,0.9785581666310452,0.0011202101411939,0.0191623230279711,0.0006848201304107,0.0009431759726044,0.343047167385717,0.24,0.0007250227035151,0.0010607508666898,18.50512905871696,0.0,0.424,0.0023782405098088,0.0025648089108457,0.6511528238439882
zel031_a549,P15,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0065329800342792,0.0004170824110928,0.0069030233144152,0.0064859409033223,0.000370043280136,4.703913095687091e-05,0.9930969766855848,0.000279847954047,0.0043887139879972,0.0007661085629624,0.0010761867395582,-0.368026540625273,0.495,0.0007291940254325,0.0011012841692348,5.227303759291519,0.00625,0.424,0.0008727435852264,0.0009836849318228,0.6511528238439882
zel031_a549,P16,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0105373635024328,0.001139958688078,0.0115671895103392,0.0104272308222612,0.0010298260079063,0.0001101326801716,0.9884328104896608,0.0006826762576883,0.0054088278077232,0.0007081560254658,0.0009789632655803,0.3285822806127235,0.24875,0.0007452279343568,0.0009894179318332,9.785554290454934,0.0,0.424,0.0024288349243074,0.0026885818115047,0.6511528238439882
zel031_a549,P17,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0217080272787998,0.0003003410305198,0.0219701539065112,0.0216698128759914,0.0002621266277113,3.821440280843717e-05,0.9780298460934888,0.0002734619148276,0.0126801996802752,0.0007729912144271,0.0010776358921302,-0.4740604785406252,0.55125,0.0007217633896574,0.0011167049104398,18.758804846736638,0.0,0.424,0.0006182231785645,0.000708351487075,0.6511528238439882
zel031_a549,P18,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0128563527354137,0.0003763432522789,0.0132585625230888,0.0128822192708099,0.0004022097876751,-2.5866535396186897e-05,0.9867414374769112,0.0004444781675442,0.0096242249614664,0.0007351587636637,0.0010972281447899,-0.3034455300564451,0.475,0.0006554904786215,0.0009372722231764,13.045013486851454,0.0,0.424,0.0009486079897998,0.0008876020100918,0.6511528238439882
zel031_a549,P19,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0795399459335653,0.0006468264041794,0.0801371393595684,0.079490312955389,0.000597193426003,4.963297817633938e-05,0.9198628606404315,0.0004493702876025,0.0312283983455909,0.0007314722311073,0.0010220638217823,-0.1313800588989156,0.3875,0.0006706479233696,0.000911325589301,86.4890286823484,0.0,0.424,0.001408475061328,0.0015255339721213,0.6511528238439882
zel031_a549,P20,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0200381035491491,0.000735392641495,0.0207917967192564,0.0200564040777614,0.0007536931701072,-1.8300528612229684e-05,0.9792082032807436,0.0008575122872645,0.0109669165331739,0.0006523779146564,0.0009275951244225,0.1092235747938825,0.26875,0.0007498743210139,0.0010068690193925,19.174817563057346,0.0,0.424,0.001777578231385,0.0017344166072995,0.6511528238439882
zel031_a549,P21,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0451085762964652,0.0001500101157678,0.0453698157781228,0.045219805662355,0.0002612394816576,-0.0001112293658897,0.9546301842218772,0.0001537496025185,0.0110028921092108,0.0006411095928223,0.0008433823481708,-0.4504126888458673,0.5325,0.0007678440878155,0.0011026938078225,40.31215307385928,0.0,0.424,0.000616130852966,0.0003537974428487,0.6511528238439882
zel031_a549,P22,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0050790323233375,0.0006416433782075,0.0057701120586136,0.005128468680406,0.000691079735276,-4.943635706855087e-05,0.9942298879413864,0.0006020140005264,0.0029256771444899,0.0007404509595969,0.0010746895643753,-0.0459399867249129,0.325,0.0007095458998275,0.0010590331962787,4.1726008175246925,0.01375,0.424,0.0016299050360285,0.001513309854263,0.6511528238439882
zel031_a549,P23,clip_ridge,chemistry_cross_attention_seed0,"1,2,3,4",5521,0.0276411707617147,0.0019391695789296,0.0294094650460273,0.0274702954670977,0.0017682942843126,0.000170875294617,0.9705905349539728,0.001048293861233,0.0038985822982996,0.0007041833946845,0.0010022586320137,1.0617128709483217,0.1075,0.0007173942718597,0.0011073253315097,24.159928824857392,0.0,0.424,0.0041705053875297,0.0045735131578528,0.6511528238439882
